county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Autauga,AL,55317,382,2017
Baldwin,AL,52562,344,2017
Barbour,AL,33368,42,2017
Bibb,AL,43404,177,2017
Blount,AL,47412,251,2017
Bullock,AL,29655,23,2017
Butler,AL,36326,70,2017
Calhoun,AL,43686,183,2017
Chambers,AL,37342,84,2017
Cherokee,AL,40041,119,2017
Chilton,AL,43501,180,2017
Choctaw,AL,32122,35,2017
Clarke,AL,33827,46,2017
Clay,AL,37287,83,2017
Cleburne,AL,37396,85,2017
Coffee,AL,49821,292,2017
Colbert,AL,45477,213,2017
Conecuh,AL,30434,26,2017
Coosa,AL,34792,53,2017
Covington,AL,39467,112,2017
Crenshaw,AL,38937,104,2017
Cullman,AL,40997,134,2017
Dale,AL,44711,200,2017
Dallas,AL,30065,25,2017
DeKalb,AL,38842,102,2017
Elmore,AL,54981,378,2017
Escambia,AL,35026,55,2017
Etowah,AL,42064,155,2017
Fayette,AL,36541,72,2017
Franklin,AL,39501,113,2017
Geneva,AL,39293,108,2017
Greene,AL,20954,10,2017
Hale,AL,34679,52,2017
Henry,AL,45569,216,2017
Houston,AL,42803,168,2017
Jackson,AL,39281,108,2017
Jefferson,AL,49321,283,2017
Lamar,AL,36016,66,2017
Lauderdale,AL,44888,204,2017
Lawrence,AL,43779,184,2017
Lee,AL,47564,254,2017
Limestone,AL,52831,348,2017
Lowndes,AL,29785,24,2017
Macon,AL,32308,36,2017
Madison,AL,61318,440,2017
Marengo,AL,32255,36,2017
Marion,AL,35719,63,2017
Marshall,AL,41104,136,2017
Mobile,AL,45802,220,2017
Monroe,AL,26036,15,2017
Montgomery,AL,46545,235,2017
Morgan,AL,47529,254,2017
Perry,AL,22973,12,2017
Pickens,AL,36220,68,2017
Pike,AL,35684,62,2017
Randolph,AL,39485,112,2017
Russell,AL,38988,105,2017
St. Clair,AL,53483,355,2017
Shelby,AL,74063,484,2017
Sumter,AL,21663,11,2017
Talladega,AL,39219,107,2017
Tallapoosa,AL,42181,158,2017
Tuscaloosa,AL,50513,305,2017
Walker,AL,38872,102,2017
Washington,AL,42185,159,2017
Wilcox,AL,27012,18,2017
Winston,AL,35362,58,2017
Aleutians East,AK,66607,468,2017
Aleutians West,AK,85192,501,2017
Anchorage,AK,82271,498,2017
Bethel,AK,53853,363,2017
Bristol Bay,AK,79500,494,2017
Denali,AK,83295,499,2017
Dillingham,AK,58708,418,2017
Fairbanks North Star,AK,76250,489,2017
Haines,AK,70640,478,2017
Hoonah-Angoon,AK,57900,410,2017
Juneau City,AK,90749,505,2017
Kenai Peninsula,AK,65279,461,2017
Ketchikan Gateway,AK,67321,470,2017
Kodiak,AK,74167,485,2017
Kusilvak,AK,36468,72,2017
Lake and Peninsula,AK,45208,209,2017
Matanuska-Susitna,AK,74887,486,2017
Nome,AK,53821,362,2017
North Slope,AK,77266,490,2017
Northwest Arctic,AK,61533,441,2017
Petersburg,AK,63490,454,2017
Prince of Wales-Hyder,AK,52114,336,2017
Sitka City,AK,70765,478,2017
Skagway,AK,70673,478,2017
Southeast Fairbanks,AK,63866,455,2017
Valdez-Cordova,AK,86019,502,2017
Wrangell City,AK,56094,390,2017
Yakutat City,AK,64583,458,2017
Yukon-Koyukuk,AK,37819,90,2017
Apache,AZ,32360,37,2017
Cochise,AZ,47847,258,2017
Coconino,AZ,53523,356,2017
Gila,AZ,41179,138,2017
Graham,AZ,48173,264,2017
Greenlee,AZ,56298,393,2017
La Paz,AZ,36479,72,2017
Maricopa,AZ,58580,417,2017
Mohave,AZ,41567,146,2017
Navajo,AZ,38798,101,2017
Pima,AZ,48676,274,2017
Pinal,AZ,52628,345,2017
Santa Cruz,AZ,39630,114,2017
Yavapai,AZ,48259,265,2017
Yuma,AZ,43253,174,2017
Arkansas,AR,38532,97,2017
Ashley,AR,36407,70,2017
Baxter,AR,40072,119,2017
Benton,AR,61271,439,2017
Boone,AR,40727,130,2017
Bradley,AR,36310,69,2017
Calhoun,AR,37225,82,2017
Carroll,AR,39686,115,2017
Chicot,AR,32412,38,2017
Clark,AR,37144,81,2017
Clay,AR,32219,36,2017
Cleburne,AR,42312,160,2017
Cleveland,AR,44840,202,2017
Columbia,AR,37072,79,2017
Conway,AR,39638,114,2017
Craighead,AR,45672,218,2017
Crawford,AR,43504,180,2017
Crittenden,AR,38558,98,2017
Cross,AR,41081,135,2017
Dallas,AR,35794,63,2017
Desha,AR,27036,18,2017
Drew,AR,36092,67,2017
Faulkner,AR,50316,302,2017
Franklin,AR,39472,112,2017
Fulton,AR,36051,66,2017
Garland,AR,41672,148,2017
Grant,AR,49968,294,2017
Greene,AR,45566,216,2017
Hempstead,AR,38701,99,2017
Hot Spring,AR,40626,128,2017
Howard,AR,34851,53,2017
Independence,AR,39945,118,2017
Izard,AR,39135,106,2017
Jackson,AR,32783,39,2017
Jefferson,AR,37630,87,2017
Johnson,AR,35758,63,2017
Lafayette,AR,32500,38,2017
Lawrence,AR,37603,87,2017
Lee,AR,27901,19,2017
Lincoln,AR,38873,103,2017
Little River,AR,36963,78,2017
Logan,AR,37982,92,2017
Lonoke,AR,57290,404,2017
Madison,AR,42894,169,2017
Marion,AR,36113,68,2017
Miller,AR,41862,152,2017
Mississippi,AR,36417,71,2017
Monroe,AR,31584,32,2017
Montgomery,AR,35252,57,2017
Nevada,AR,36995,78,2017
Newton,AR,38134,94,2017
Ouachita,AR,32136,35,2017
Perry,AR,46168,227,2017
Phillips,AR,26652,17,2017
Pike,AR,36893,77,2017
Poinsett,AR,37487,86,2017
Polk,AR,33870,46,2017
Pope,AR,40668,129,2017
Prairie,AR,41244,140,2017
Pulaski,AR,48850,276,2017
Randolph,AR,35930,65,2017
St. Francis,AR,33102,42,2017
Saline,AR,58985,421,2017
Scott,AR,37396,85,2017
Searcy,AR,36716,75,2017
Sebastian,AR,40932,133,2017
Sevier,AR,43675,183,2017
Sharp,AR,31792,32,2017
Stone,AR,33091,41,2017
Union,AR,41106,136,2017
Van Buren,AR,34428,50,2017
Washington,AR,47452,252,2017
White,AR,44074,189,2017
Woodruff,AR,30097,25,2017
Yell,AR,39696,116,2017
Alameda,CA,85743,501,2017
Alpine,CA,63438,454,2017
Amador,CA,60636,434,2017
Butte,CA,46516,235,2017
Calaveras,CA,54800,376,2017
Colusa,CA,56481,396,2017
Contra Costa,CA,88456,503,2017
Del Norte,CA,41287,141,2017
El Dorado,CA,74885,486,2017
Fresno,CA,48730,275,2017
Glenn,CA,46260,229,2017
Humboldt,CA,43718,183,2017
Imperial,CA,44779,201,2017
Inyo,CA,51500,325,2017
Kern,CA,50826,311,2017
Kings,CA,49742,291,2017
Lake,CA,40446,124,2017
Lassen,CA,54083,366,2017
Los Angeles,CA,61015,438,2017
Madera,CA,48210,264,2017
Marin,CA,104703,509,2017
Mariposa,CA,51385,322,2017
Mendocino,CA,46528,235,2017
Merced,CA,46338,231,2017
Modoc,CA,39296,109,2017
Mono,CA,60595,433,2017
Monterey,CA,63249,453,2017
Napa,CA,79637,494,2017
Nevada,CA,60610,434,2017
Orange,CA,81851,497,2017
Placer,CA,80488,495,2017
Plumas,CA,50266,300,2017
Riverside,CA,60807,436,2017
Sacramento,CA,60239,431,2017
San Benito,CA,80760,496,2017
San Bernardino,CA,57156,402,2017
San Diego,CA,70588,477,2017
San Francisco,CA,96265,508,2017
San Joaquin,CA,57813,410,2017
San Luis Obispo,CA,67175,469,2017
San Mateo,CA,105667,509,2017
Santa Barbara,CA,68023,472,2017
Santa Clara,CA,106761,510,2017
Santa Cruz,CA,73663,484,2017
Shasta,CA,47258,248,2017
Sierra,CA,44190,191,2017
Siskiyou,CA,40884,132,2017
Solano,CA,72950,483,2017
Sonoma,CA,71769,480,2017
Stanislaus,CA,54260,368,2017
Sutter,CA,54347,369,2017
Tehama,CA,42512,163,2017
Trinity,CA,36563,73,2017
Tulare,CA,44871,203,2017
Tuolumne,CA,54325,369,2017
Ventura,CA,81972,498,2017
Yolo,CA,61621,442,2017
Yuba,CA,51776,330,2017
Adams,CO,64087,457,2017
Alamosa,CO,36315,69,2017
Arapahoe,CO,69553,476,2017
Archuleta,CO,48016,261,2017
Baca,CO,35898,64,2017
Bent,CO,32500,38,2017
Boulder,CO,75669,488,2017
Broomfield,CO,85639,501,2017
Chaffee,CO,53762,361,2017
Cheyenne,CO,54907,377,2017
Clear Creek,CO,68534,474,2017
Conejos,CO,35657,62,2017
Costilla,CO,29000,21,2017
Crowley,CO,35292,58,2017
Custer,CO,41330,142,2017
Delta,CO,42487,163,2017
Denver,CO,60098,429,2017
Dolores,CO,40352,122,2017
Douglas,CO,111154,511,2017
Eagle,CO,83803,500,2017
Elbert,CO,92849,506,2017
El Paso,CO,62535,448,2017
Fremont,CO,44712,200,2017
Garfield,CO,66503,467,2017
Gilpin,CO,72544,482,2017
Grand,CO,66489,467,2017
Gunnison,CO,52651,345,2017
Hinsdale,CO,53056,350,2017
Huerfano,CO,35801,63,2017
Jackson,CO,45994,223,2017
Jefferson,CO,75170,487,2017
Kiowa,CO,39250,108,2017
Kit Carson,CO,45881,221,2017
Lake,CO,46176,227,2017
La Plata,CO,62533,448,2017
Larimer,CO,64980,460,2017
Las Animas,CO,40586,127,2017
Lincoln,CO,44725,200,2017
Logan,CO,44876,203,2017
Mesa,CO,51971,332,2017
Mineral,CO,50385,303,2017
Moffat,CO,53010,349,2017
Montezuma,CO,45645,217,2017
Montrose,CO,44865,203,2017
Morgan,CO,51456,324,2017
Otero,CO,35051,55,2017
Ouray,CO,61333,440,2017
Park,CO,61644,442,2017
Phillips,CO,50076,297,2017
Pitkin,CO,67755,471,2017
Prowers,CO,41740,150,2017
Pueblo,CO,42386,161,2017
Rio Blanco,CO,57991,412,2017
Rio Grande,CO,38534,98,2017
Routt,CO,67472,470,2017
Saguache,CO,34765,53,2017
San Juan,CO,46397,232,2017
San Miguel,CO,62243,446,2017
Sedgwick,CO,49583,287,2017
Summit,CO,73538,483,2017
Teller,CO,66809,468,2017
Washington,CO,51458,324,2017
Weld,CO,66489,467,2017
Yuma,CO,44668,199,2017
Fairfield,CT,89773,504,2017
Hartford,CT,69936,477,2017
Litchfield,CT,76438,489,2017
Middlesex,CT,81673,497,2017
New Haven,CT,64872,459,2017
New London,CT,69411,475,2017
Tolland,CT,81312,497,2017
Windham,CT,62553,448,2017
Kent,DE,57647,408,2017
New Castle,DE,68336,473,2017
Sussex,DE,57901,411,2017
District of,,77649,491,2017
Alachua,FL,45478,213,2017
Baker,FL,59506,426,2017
Bay,FL,50283,301,2017
Bradford,FL,46106,225,2017
Brevard,FL,51536,325,2017
Broward,FL,54895,377,2017
Calhoun,FL,36237,69,2017
Charlotte,FL,46511,234,2017
Citrus,FL,40574,126,2017
Clay,FL,61971,444,2017
Collier,FL,62407,447,2017
Columbia,FL,43504,180,2017
DeSoto,FL,35435,59,2017
Dixie,FL,35910,64,2017
Duval,FL,51296,320,2017
Escambia,FL,47361,250,2017
Flagler,FL,51049,316,2017
Franklin,FL,41267,141,2017
Gadsden,FL,39830,117,2017
Gilchrist,FL,42934,170,2017
Glades,FL,37385,84,2017
Gulf,FL,44647,198,2017
Hamilton,FL,36209,68,2017
Hardee,FL,39063,105,2017
Hendry,FL,37966,92,2017
Hernando,FL,44324,192,2017
Highlands,FL,36374,70,2017
Hillsborough,FL,53742,360,2017
Holmes,FL,37474,85,2017
Indian River,FL,49009,278,2017
Jackson,FL,36944,78,2017
Jefferson,FL,47599,255,2017
Lafayette,FL,41512,145,2017
Lake,FL,49734,291,2017
Lee,FL,52052,334,2017
Leon,FL,49941,294,2017
Levy,FL,36554,73,2017
Liberty,FL,36741,75,2017
Madison,FL,31816,32,2017
Manatee,FL,53408,354,2017
Marion,FL,41964,153,2017
Martin,FL,55588,385,2017
Miami-Dade,FL,46338,231,2017
Monroe,FL,63030,452,2017
Nassau,FL,64294,458,2017
Okaloosa,FL,59955,428,2017
Okeechobee,FL,39059,105,2017
Orange,FL,51586,327,2017
Osceola,FL,47343,250,2017
Palm Beach,FL,57256,403,2017
Pasco,FL,48289,265,2017
Pinellas,FL,48968,278,2017
Polk,FL,45988,223,2017
Putnam,FL,33619,45,2017
St. Johns,FL,73640,484,2017
St. Lucie,FL,47132,246,2017
Santa Rosa,FL,62731,450,2017
Sarasota,FL,55236,381,2017
Seminole,FL,60739,435,2017
Sumter,FL,54771,376,2017
Suwannee,FL,40600,127,2017
Taylor,FL,37188,81,2017
Union,FL,37460,85,2017
Volusia,FL,43838,185,2017
Wakulla,FL,57866,410,2017
Walton,FL,50619,307,2017
Washington,FL,36989,78,2017
Appling,GA,37089,79,2017
Atkinson,GA,33063,41,2017
Bacon,GA,38824,101,2017
Baker,GA,43867,185,2017
Baldwin,GA,37008,78,2017
Banks,GA,42182,158,2017
Barrow,GA,56119,390,2017
Bartow,GA,52393,341,2017
Ben Hill,GA,32344,37,2017
Berrien,GA,38297,96,2017
Bibb,GA,38183,95,2017
Bleckley,GA,40688,129,2017
Brantley,GA,36812,76,2017
Brooks,GA,34890,53,2017
Bryan,GA,68589,474,2017
Bulloch,GA,39305,109,2017
Burke,GA,38707,99,2017
Butts,GA,39655,115,2017
Calhoun,GA,29617,23,2017
Camden,GA,53687,359,2017
Candler,GA,33125,42,2017
Carroll,GA,46844,242,2017
Catoosa,GA,54537,372,2017
Charlton,GA,43257,175,2017
Chatham,GA,52215,337,2017
Chattahoochee,GA,46096,225,2017
Chattooga,GA,35718,62,2017
Cherokee,GA,75477,487,2017
Clarke,GA,34557,51,2017
Clay,GA,23315,12,2017
Clayton,GA,44106,190,2017
Clinch,GA,21838,11,2017
Cobb,GA,72004,481,2017
Coffee,GA,36572,73,2017
Colquitt,GA,34503,50,2017
Columbia,GA,74162,485,2017
Cook,GA,35539,60,2017
Coweta,GA,67570,471,2017
Crawford,GA,41032,134,2017
Crisp,GA,33194,42,2017
Dade,GA,43163,173,2017
Dawson,GA,62284,446,2017
Decatur,GA,36934,77,2017
DeKalb,GA,55876,388,2017
Dodge,GA,35290,58,2017
Dooly,GA,33389,43,2017
Dougherty,GA,34541,50,2017
Douglas,GA,59333,423,2017
Early,GA,29493,23,2017
Echols,GA,34315,49,2017
Effingham,GA,64279,457,2017
Elbert,GA,35207,56,2017
Emanuel,GA,33089,41,2017
Evans,GA,38736,100,2017
Fannin,GA,43344,177,2017
Fayette,GA,84861,500,2017
Floyd,GA,46096,225,2017
Forsyth,GA,96445,508,2017
Franklin,GA,39246,107,2017
Fulton,GA,61336,440,2017
Gilmer,GA,46211,227,2017
Glascock,GA,45273,210,2017
Glynn,GA,47546,254,2017
Gordon,GA,43452,178,2017
Grady,GA,39462,112,2017
Greene,GA,45069,207,2017
Gwinnett,GA,64496,458,2017
Habersham,GA,44474,194,2017
Hall,GA,55622,385,2017
Hancock,GA,29268,22,2017
Haralson,GA,43663,182,2017
Harris,GA,69539,476,2017
Hart,GA,41216,139,2017
Heard,GA,44897,204,2017
Henry,GA,64752,459,2017
Houston,GA,55965,389,2017
Irwin,GA,34677,52,2017
Jackson,GA,57999,412,2017
Jasper,GA,42067,155,2017
Jeff Davis,GA,37267,82,2017
Jefferson,GA,29640,23,2017
Jenkins,GA,27197,18,2017
Johnson,GA,36423,71,2017
Jones,GA,55110,379,2017
Lamar,GA,41157,138,2017
Lanier,GA,31109,29,2017
Laurens,GA,35202,56,2017
Lee,GA,65018,460,2017
Liberty,GA,43493,179,2017
Lincoln,GA,37711,88,2017
Long,GA,53083,351,2017
Lowndes,GA,39911,118,2017
Lumpkin,GA,43039,171,2017
McDuffie,GA,40469,125,2017
McIntosh,GA,43285,175,2017
Macon,GA,30851,28,2017
Madison,GA,47653,256,2017
Marion,GA,39015,105,2017
Meriwether,GA,36368,70,2017
Miller,GA,37255,82,2017
Mitchell,GA,34122,48,2017
Monroe,GA,50666,308,2017
Montgomery,GA,40308,122,2017
Morgan,GA,59572,426,2017
Murray,GA,41617,147,2017
Muscogee,GA,43239,174,2017
Newton,GA,52784,347,2017
Oconee,GA,77388,490,2017
Oglethorpe,GA,43938,186,2017
Paulding,GA,63669,455,2017
Peach,GA,43645,182,2017
Pickens,GA,61542,441,2017
Pierce,GA,39863,117,2017
Pike,GA,52377,340,2017
Polk,GA,40652,128,2017
Pulaski,GA,38750,100,2017
Putnam,GA,48340,267,2017
Quitman,GA,26750,17,2017
Rabun,GA,39297,109,2017
Randolph,GA,30640,27,2017
Richmond,GA,39430,111,2017
Rockdale,GA,54175,367,2017
Schley,GA,41267,141,2017
Screven,GA,36556,73,2017
Seminole,GA,33999,47,2017
Spalding,GA,42398,161,2017
Stephens,GA,39756,116,2017
Stewart,GA,22413,12,2017
Sumter,GA,34219,48,2017
Talbot,GA,37226,82,2017
Taliaferro,GA,30500,26,2017
Tattnall,GA,36355,70,2017
Taylor,GA,29875,24,2017
Telfair,GA,28044,19,2017
Terrell,GA,32219,36,2017
Thomas,GA,41336,142,2017
Tift,GA,38728,100,2017
Toombs,GA,35750,63,2017
Towns,GA,41182,138,2017
Treutlen,GA,39375,110,2017
Troup,GA,43597,182,2017
Turner,GA,42622,165,2017
Twiggs,GA,30629,27,2017
Union,GA,42767,167,2017
Upson,GA,35375,59,2017
Walker,GA,43581,181,2017
Walton,GA,55876,388,2017
Ware,GA,36962,78,2017
Warren,GA,32860,40,2017
Washington,GA,38097,93,2017
Wayne,GA,41534,146,2017
Webster,GA,36658,74,2017
Wheeler,GA,28490,20,2017
White,GA,43944,186,2017
Whitfield,GA,43871,185,2017
Wilcox,GA,35457,60,2017
Wilkes,GA,34234,49,2017
Wilkinson,GA,38711,99,2017
Worth,GA,40369,123,2017
Hawaii,HI,56395,395,2017
Honolulu,HI,80078,494,2017
Kalawao,HI,61750,443,2017
Kauai,HI,72330,482,2017
Maui,HI,72762,483,2017
Ada,ID,60151,430,2017
Adams,ID,42727,166,2017
Bannock,ID,47390,251,2017
Bear Lake,ID,50603,307,2017
Benewah,ID,43472,179,2017
Bingham,ID,51307,321,2017
Blaine,ID,58835,420,2017
Boise,ID,49964,294,2017
Bonner,ID,45607,216,2017
Bonneville,ID,54150,367,2017
Boundary,ID,39512,113,2017
Butte,ID,43207,174,2017
Camas,ID,36667,74,2017
Canyon,ID,46426,232,2017
Caribou,ID,58750,419,2017
Cassia,ID,48162,263,2017
Clark,ID,31927,33,2017
Clearwater,ID,41122,137,2017
Custer,ID,37976,92,2017
Elmore,ID,45154,208,2017
Franklin,ID,51583,326,2017
Fremont,ID,51806,330,2017
Gem,ID,42888,169,2017
Gooding,ID,42626,165,2017
Idaho,ID,40299,121,2017
Jefferson,ID,58055,412,2017
Jerome,ID,46421,232,2017
Kootenai,ID,53189,352,2017
Latah,ID,43310,176,2017
Lemhi,ID,36031,66,2017
Lewis,ID,40313,122,2017
Lincoln,ID,46383,232,2017
Madison,ID,33620,45,2017
Minidoka,ID,48021,261,2017
Nez Perce,ID,51804,330,2017
Oneida,ID,43491,179,2017
Owyhee,ID,36092,67,2017
Payette,ID,48447,270,2017
Power,ID,47602,255,2017
Shoshone,ID,39835,117,2017
Teton,ID,55986,389,2017
Twin Falls,ID,49118,280,2017
Valley,ID,54015,366,2017
Washington,ID,37521,87,2017
Adams,IL,48454,271,2017
Alexander,IL,31014,29,2017
Bond,IL,54393,370,2017
Boone,IL,62701,450,2017
Brown,IL,56289,393,2017
Bureau,IL,54271,369,2017
Calhoun,IL,53641,358,2017
Carroll,IL,50555,306,2017
Cass,IL,50156,298,2017
Champaign,IL,49586,287,2017
Christian,IL,50668,308,2017
Clark,IL,52068,335,2017
Clay,IL,47427,251,2017
Clinton,IL,64543,458,2017
Coles,IL,41907,152,2017
Cook,IL,59426,425,2017
Crawford,IL,47468,252,2017
Cumberland,IL,50680,308,2017
DeKalb,IL,58343,415,2017
De Witt,IL,55411,383,2017
Douglas,IL,52261,338,2017
DuPage,IL,84442,500,2017
Edgar,IL,47873,258,2017
Edwards,IL,49632,288,2017
Effingham,IL,54655,374,2017
Fayette,IL,44541,196,2017
Ford,IL,50851,312,2017
Franklin,IL,39454,112,2017
Fulton,IL,48599,272,2017
Gallatin,IL,42450,162,2017
Greene,IL,44502,195,2017
Grundy,IL,71598,480,2017
Hamilton,IL,47293,249,2017
Hancock,IL,51460,324,2017
Hardin,IL,39524,113,2017
Henderson,IL,47428,252,2017
Henry,IL,55755,386,2017
Iroquois,IL,48857,277,2017
Jackson,IL,36008,66,2017
Jasper,IL,56523,397,2017
Jefferson,IL,46109,225,2017
Jersey,IL,56320,394,2017
Jo Daviess,IL,55532,384,2017
Johnson,IL,45743,219,2017
Kane,IL,74862,486,2017
Kankakee,IL,56542,397,2017
Kendall,IL,89860,504,2017
Knox,IL,41972,153,2017
Lake,IL,82613,498,2017
LaSalle,IL,54693,375,2017
Lawrence,IL,44504,196,2017
Lee,IL,58319,414,2017
Livingston,IL,54339,369,2017
Logan,IL,58271,414,2017
McDonough,IL,42911,170,2017
McHenry,IL,82230,498,2017
McLean,IL,64573,458,2017
Macon,IL,49052,279,2017
Macoupin,IL,53890,363,2017
Madison,IL,56536,397,2017
Marion,IL,44679,199,2017
Marshall,IL,55173,379,2017
Mason,IL,44695,199,2017
Massac,IL,42168,157,2017
Menard,IL,62368,446,2017
Mercer,IL,55649,385,2017
Monroe,IL,74410,486,2017
Montgomery,IL,47807,257,2017
Morgan,IL,49353,284,2017
Moultrie,IL,53979,365,2017
Ogle,IL,57655,409,2017
Peoria,IL,53063,351,2017
Perry,IL,45864,221,2017
Piatt,IL,67360,470,2017
Pike,IL,41387,143,2017
Pope,IL,41139,138,2017
Pulaski,IL,34655,51,2017
Putnam,IL,64741,459,2017
Randolph,IL,49717,290,2017
Richland,IL,46454,233,2017
Rock Island,IL,51426,323,2017
St. Clair,IL,51103,318,2017
Saline,IL,40722,130,2017
Sangamon,IL,58687,418,2017
Schuyler,IL,47321,249,2017
Scott,IL,48542,272,2017
Shelby,IL,49807,292,2017
Stark,IL,52284,339,2017
Stephenson,IL,46427,233,2017
Tazewell,IL,60874,437,2017
Union,IL,46716,239,2017
Vermilion,IL,44930,205,2017
Wabash,IL,49716,290,2017
Warren,IL,47278,249,2017
Washington,IL,54520,372,2017
Wayne,IL,46405,232,2017
White,IL,46279,229,2017
Whiteside,IL,51969,332,2017
Will,IL,80782,496,2017
Williamson,IL,48600,272,2017
Winnebago,IL,51110,318,2017
Woodford,IL,69507,476,2017
Adams,IN,48290,266,2017
Allen,IN,51091,317,2017
Bartholomew,IN,57331,405,2017
Benton,IN,49183,281,2017
Blackford,IN,40622,128,2017
Boone,IN,75591,488,2017
Brown,IN,59292,423,2017
Carroll,IN,56188,391,2017
Cass,IN,45558,215,2017
Clark,IN,52834,348,2017
Clay,IN,50924,314,2017
Clinton,IN,51659,327,2017
Crawford,IN,40067,119,2017
Daviess,IN,48355,268,2017
Dearborn,IN,62905,451,2017
Decatur,IN,52270,339,2017
DeKalb,IN,51374,322,2017
Delaware,IN,41208,139,2017
Dubois,IN,57307,405,2017
Elkhart,IN,52449,342,2017
Fayette,IN,41476,144,2017
Floyd,IN,59451,425,2017
Fountain,IN,46669,238,2017
Franklin,IN,55588,385,2017
Fulton,IN,47108,245,2017
Gibson,IN,51149,318,2017
Grant,IN,42046,155,2017
Greene,IN,49648,288,2017
Hamilton,IN,90582,504,2017
Hancock,IN,70973,479,2017
Harrison,IN,53897,363,2017
Hendricks,IN,74245,485,2017
Henry,IN,46131,226,2017
Howard,IN,47958,260,2017
Huntington,IN,50063,296,2017
Jackson,IN,49080,279,2017
Jasper,IN,56574,397,2017
Jay,IN,42878,169,2017
Jefferson,IN,50722,309,2017
Jennings,IN,48362,268,2017
Johnson,IN,65272,461,2017
Knox,IN,44837,202,2017
Kosciusko,IN,57190,402,2017
LaGrange,IN,58336,415,2017
Lake,IN,52559,344,2017
LaPorte,IN,49921,293,2017
Lawrence,IN,49985,294,2017
Madison,IN,45432,213,2017
Marion,IN,44869,203,2017
Marshall,IN,51869,331,2017
Martin,IN,49372,284,2017
Miami,IN,46666,238,2017
Monroe,IN,45689,218,2017
Montgomery,IN,53075,351,2017
Morgan,IN,60317,432,2017
Newton,IN,52193,337,2017
Noble,IN,52393,341,2017
Ohio,IN,58359,415,2017
Orange,IN,42803,168,2017
Owen,IN,48315,266,2017
Parke,IN,44643,198,2017
Perry,IN,49689,289,2017
Pike,IN,50196,299,2017
Porter,IN,65979,465,2017
Posey,IN,60992,437,2017
Pulaski,IN,47633,256,2017
Putnam,IN,55295,382,2017
Randolph,IN,44985,206,2017
Ripley,IN,53698,359,2017
Rush,IN,47955,260,2017
St. Joseph,IN,48121,262,2017
Scott,IN,49243,282,2017
Shelby,IN,57216,403,2017
Spencer,IN,55280,381,2017
Starke,IN,45526,214,2017
Steuben,IN,52749,346,2017
Sullivan,IN,45031,206,2017
Switzerland,IN,43468,179,2017
Tippecanoe,IN,50486,304,2017
Tipton,IN,53931,364,2017
Union,IN,45531,214,2017
Vanderburgh,IN,44815,202,2017
Vermillion,IN,45440,213,2017
Vigo,IN,42030,154,2017
Wabash,IN,49052,279,2017
Warren,IN,58950,421,2017
Warrick,IN,66080,466,2017
Washington,IN,46861,242,2017
Wayne,IN,41813,151,2017
Wells,IN,53038,350,2017
White,IN,51404,322,2017
Whitley,IN,57041,401,2017
Adair,IA,49477,285,2017
Adams,IA,49745,291,2017
Allamakee,IA,47895,259,2017
Appanoose,IA,40377,123,2017
Audubon,IA,48750,275,2017
Benton,IA,64061,457,2017
Black Hawk,IA,50916,314,2017
Boone,IA,57906,411,2017
Bremer,IA,65440,463,2017
Buchanan,IA,59348,424,2017
Buena Vista,IA,52784,347,2017
Butler,IA,53937,364,2017
