county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Calhoun,IA,46302,230,2017
Carroll,IA,54563,372,2017
Cass,IA,45637,217,2017
Cedar,IA,62555,448,2017
Cerro Gordo,IA,50569,306,2017
Cherokee,IA,53998,365,2017
Chickasaw,IA,50688,309,2017
Clarke,IA,49718,290,2017
Clay,IA,48978,278,2017
Clayton,IA,51114,318,2017
Clinton,IA,50295,302,2017
Crawford,IA,51091,317,2017
Dallas,IA,82719,499,2017
Davis,IA,52390,341,2017
Decatur,IA,41042,134,2017
Delaware,IA,60534,433,2017
Des Moines,IA,47524,254,2017
Dickinson,IA,59889,428,2017
Dubuque,IA,59150,421,2017
Emmet,IA,47419,251,2017
Fayette,IA,48412,270,2017
Floyd,IA,48607,273,2017
Franklin,IA,48172,264,2017
Fremont,IA,54430,370,2017
Greene,IA,52529,343,2017
Grundy,IA,65170,461,2017
Guthrie,IA,56306,393,2017
Hamilton,IA,55836,387,2017
Hancock,IA,57840,410,2017
Hardin,IA,52207,337,2017
Harrison,IA,57558,407,2017
Henry,IA,52275,339,2017
Howard,IA,51422,323,2017
Humboldt,IA,48847,276,2017
Ida,IA,51978,332,2017
Iowa,IA,58077,413,2017
Jackson,IA,51806,330,2017
Jasper,IA,56363,394,2017
Jefferson,IA,44516,196,2017
Johnson,IA,59965,429,2017
Jones,IA,58391,415,2017
Keokuk,IA,48399,269,2017
Kossuth,IA,54868,376,2017
Lee,IA,48266,265,2017
Linn,IA,62702,450,2017
Louisa,IA,54393,370,2017
Lucas,IA,47325,250,2017
Lyon,IA,62012,444,2017
Madison,IA,60077,429,2017
Mahaska,IA,50568,306,2017
Marion,IA,57917,411,2017
Marshall,IA,52752,346,2017
Mills,IA,67949,472,2017
Mitchell,IA,53675,358,2017
Monona,IA,41598,147,2017
Monroe,IA,50179,299,2017
Montgomery,IA,43674,182,2017
Muscatine,IA,56398,395,2017
O'Brien,IA,56314,393,2017
Osceola,IA,53604,357,2017
Page,IA,46708,239,2017
Palo Alto,IA,50470,304,2017
Plymouth,IA,61316,440,2017
Pocahontas,IA,45969,222,2017
Polk,IA,63530,454,2017
Pottawattamie,IA,56291,393,2017
Poweshiek,IA,51456,324,2017
Ringgold,IA,50642,307,2017
Sac,IA,53254,353,2017
Scott,IA,57681,409,2017
Shelby,IA,55638,385,2017
Sioux,IA,66022,465,2017
Story,IA,52671,345,2017
Tama,IA,56110,390,2017
Taylor,IA,46825,241,2017
Union,IA,47597,255,2017
Van Buren,IA,47197,247,2017
Wapello,IA,43329,176,2017
Warren,IA,71514,480,2017
Washington,IA,59157,422,2017
Wayne,IA,42434,161,2017
Webster,IA,42148,157,2017
Winnebago,IA,50072,297,2017
Winneshiek,IA,60788,435,2017
Woodbury,IA,51350,321,2017
Worth,IA,50880,313,2017
Wright,IA,48935,277,2017
Allen,KS,43031,171,2017
Anderson,KS,40986,133,2017
Atchison,KS,46640,238,2017
Barber,KS,52075,335,2017
Barton,KS,46070,224,2017
Bourbon,KS,39379,110,2017
Brown,KS,46964,243,2017
Butler,KS,62324,446,2017
Chase,KS,42772,167,2017
Chautauqua,KS,39531,113,2017
Cherokee,KS,41101,136,2017
Cheyenne,KS,47167,247,2017
Clark,KS,46094,225,2017
Clay,KS,55434,383,2017
Cloud,KS,44199,191,2017
Coffey,KS,58662,418,2017
Comanche,KS,51563,326,2017
Cowley,KS,46624,237,2017
Crawford,KS,38017,92,2017
Decatur,KS,41230,140,2017
Dickinson,KS,49663,288,2017
Doniphan,KS,50300,302,2017
Douglas,KS,54370,370,2017
Edwards,KS,50229,300,2017
Elk,KS,39405,111,2017
Ellis,KS,49562,286,2017
Ellsworth,KS,48550,272,2017
Finney,KS,51703,328,2017
Ford,KS,49890,293,2017
Franklin,KS,53167,352,2017
Geary,KS,46096,225,2017
Gove,KS,50817,311,2017
Graham,KS,43427,178,2017
Grant,KS,57474,406,2017
Gray,KS,61220,439,2017
Greeley,KS,47045,245,2017
Greenwood,KS,41648,148,2017
Hamilton,KS,48160,263,2017
Harper,KS,48059,262,2017
Harvey,KS,55687,386,2017
Haskell,KS,53780,361,2017
Hodgeman,KS,55345,383,2017
Jackson,KS,53592,357,2017
Jefferson,KS,58935,420,2017
Jewell,KS,43125,172,2017
Johnson,KS,81121,496,2017
Kearny,KS,51439,323,2017
Kingman,KS,57593,408,2017
Kiowa,KS,48226,265,2017
Labette,KS,45706,218,2017
Lane,KS,51765,329,2017
Leavenworth,KS,70022,477,2017
Lincoln,KS,48693,274,2017
Linn,KS,46576,236,2017
Logan,KS,49926,294,2017
Lyon,KS,42992,170,2017
McPherson,KS,56946,400,2017
Marion,KS,50212,299,2017
Marshall,KS,50420,304,2017
Meade,KS,54167,367,2017
Miami,KS,63501,454,2017
Mitchell,KS,44591,197,2017
Montgomery,KS,43977,187,2017
Morris,KS,50338,303,2017
Morton,KS,43813,184,2017
Nemaha,KS,53368,354,2017
Neosho,KS,44402,193,2017
Ness,KS,48412,270,2017
Norton,KS,50673,308,2017
Osage,KS,54186,368,2017
Osborne,KS,42173,158,2017
Ottawa,KS,51797,330,2017
Pawnee,KS,46224,228,2017
Phillips,KS,46806,241,2017
Pottawatomie,KS,64410,458,2017
Pratt,KS,53415,354,2017
Rawlins,KS,50893,313,2017
Reno,KS,47897,259,2017
Republic,KS,43489,179,2017
Rice,KS,48333,267,2017
Riley,KS,48428,270,2017
Rooks,KS,48352,267,2017
Rush,KS,43594,181,2017
Russell,KS,48427,270,2017
Saline,KS,49728,290,2017
Scott,KS,62198,445,2017
Sedgwick,KS,52841,348,2017
Seward,KS,47535,254,2017
Shawnee,KS,54667,374,2017
Sheridan,KS,56607,397,2017
Sherman,KS,52030,334,2017
Smith,KS,45357,211,2017
Stafford,KS,47121,245,2017
Stanton,KS,42222,159,2017
Stevens,KS,57500,407,2017
Sumner,KS,52695,346,2017
Thomas,KS,52465,342,2017
Trego,KS,55197,381,2017
Wabaunsee,KS,58947,420,2017
Wallace,KS,60000,429,2017
Washington,KS,47992,261,2017
Wichita,KS,55109,379,2017
Wilson,KS,44468,194,2017
Woodson,KS,36493,72,2017
Wyandotte,KS,42783,168,2017
Adair,KY,36575,74,2017
Allen,KY,40598,127,2017
Anderson,KY,51681,328,2017
Ballard,KY,42988,170,2017
Barren,KY,39658,115,2017
Bath,KY,38763,100,2017
Bell,KY,23558,13,2017
Boone,KY,72731,482,2017
Bourbon,KY,47886,259,2017
Boyd,KY,45543,215,2017
Boyle,KY,43076,172,2017
Bracken,KY,40458,125,2017
Breathitt,KY,25861,15,2017
Breckinridge,KY,44057,189,2017
Bullitt,KY,59917,428,2017
Butler,KY,39362,110,2017
Caldwell,KY,46182,227,2017
Calloway,KY,39269,108,2017
Campbell,KY,57208,402,2017
Carlisle,KY,38860,102,2017
Carroll,KY,43345,177,2017
Carter,KY,35095,55,2017
Casey,KY,33031,41,2017
Christian,KY,41849,152,2017
Clark,KY,51547,326,2017
Clay,KY,24596,14,2017
Clinton,KY,31130,29,2017
Crittenden,KY,41114,137,2017
Cumberland,KY,35449,60,2017
Daviess,KY,48371,268,2017
Edmonson,KY,41114,137,2017
Elliott,KY,29043,21,2017
Estill,KY,30692,27,2017
Fayette,KY,53013,350,2017
Fleming,KY,41095,135,2017
Floyd,KY,31196,30,2017
Franklin,KY,53539,356,2017
Fulton,KY,28274,20,2017
Gallatin,KY,50250,300,2017
Garrard,KY,47906,260,2017
Grant,KY,43881,185,2017
Graves,KY,40369,123,2017
Grayson,KY,35944,65,2017
Green,KY,37388,84,2017
Greenup,KY,47517,253,2017
Hancock,KY,49135,280,2017
Hardin,KY,51923,332,2017
Harlan,KY,24451,13,2017
Harrison,KY,44620,198,2017
Hart,KY,37315,83,2017
Henderson,KY,43458,178,2017
Henry,KY,50787,311,2017
Hickman,KY,38036,93,2017
Hopkins,KY,44048,189,2017
Jackson,KY,32055,34,2017
Jefferson,KY,52237,338,2017
Jessamine,KY,55450,383,2017
Johnson,KY,35629,62,2017
Kenton,KY,58674,418,2017
Knott,KY,30503,26,2017
Knox,KY,26061,16,2017
Larue,KY,41720,150,2017
Laurel,KY,37235,82,2017
Lawrence,KY,32703,39,2017
Lee,KY,23297,12,2017
Leslie,KY,27861,19,2017
Letcher,KY,30293,25,2017
Lewis,KY,32054,34,2017
Lincoln,KY,37930,91,2017
Livingston,KY,43472,179,2017
Logan,KY,40982,133,2017
Lyon,KY,50268,300,2017
McCracken,KY,42894,169,2017
McCreary,KY,19264,9,2017
McLean,KY,44242,191,2017
Madison,KY,46674,239,2017
Magoffin,KY,29578,23,2017
Marion,KY,40005,118,2017
Marshall,KY,49126,280,2017
Martin,KY,29239,22,2017
Mason,KY,43082,172,2017
Meade,KY,53732,360,2017
Menifee,KY,39688,115,2017
Mercer,KY,47574,255,2017
Metcalfe,KY,35594,61,2017
Monroe,KY,35665,62,2017
Montgomery,KY,42172,157,2017
Morgan,KY,33523,43,2017
Muhlenberg,KY,40037,119,2017
Nelson,KY,55182,380,2017
Nicholas,KY,38900,103,2017
Ohio,KY,41470,144,2017
Oldham,KY,92237,505,2017
Owen,KY,44031,188,2017
Owsley,KY,22736,12,2017
Pendleton,KY,49706,290,2017
Perry,KY,31820,32,2017
Pike,KY,32972,40,2017
Powell,KY,34647,51,2017
Pulaski,KY,35022,55,2017
Robertson,KY,30694,27,2017
Rockcastle,KY,35888,64,2017
Rowan,KY,36411,71,2017
Russell,KY,34660,51,2017
Scott,KY,65598,464,2017
Shelby,KY,63171,452,2017
Simpson,KY,44989,206,2017
Spencer,KY,68916,475,2017
Taylor,KY,36455,71,2017
Todd,KY,38248,95,2017
Trigg,KY,47259,248,2017
Trimble,KY,50998,316,2017
Union,KY,42139,157,2017
Warren,KY,49508,286,2017
Washington,KY,47843,258,2017
Wayne,KY,33715,46,2017
Webster,KY,39273,108,2017
Whitley,KY,34103,48,2017
Wolfe,KY,21999,11,2017
Woodford,KY,60604,434,2017
Acadia,LA,40492,125,2017
Allen,LA,42176,158,2017
Ascension,LA,74748,486,2017
Assumption,LA,48656,273,2017
Avoyelles,LA,36763,76,2017
Beauregard,LA,47350,250,2017
Bienville,LA,34077,48,2017
Bossier,LA,52145,336,2017
Caddo,LA,40391,123,2017
Calcasieu,LA,48219,265,2017
Caldwell,LA,31933,33,2017
Cameron,LA,60194,430,2017
Catahoula,LA,34470,50,2017
Claiborne,LA,26877,17,2017
Concordia,LA,30028,25,2017
De Soto,LA,41443,143,2017
East Baton Rouge,LA,51436,323,2017
East Carroll,LA,20795,10,2017
East Feliciana,LA,46964,243,2017
Evangeline,LA,31745,32,2017
Franklin,LA,34722,52,2017
Grant,LA,40577,126,2017
Iberia,LA,44504,196,2017
Iberville,LA,47128,246,2017
Jackson,LA,36394,70,2017
Jefferson,LA,50868,313,2017
Jefferson Davis,LA,40744,131,2017
Lafayette,LA,53950,364,2017
Lafourche,LA,52705,346,2017
LaSalle,LA,34712,52,2017
Lincoln,LA,34424,50,2017
Livingston,LA,60456,432,2017
Madison,LA,29424,22,2017
Morehouse,LA,31672,32,2017
Natchitoches,LA,29001,21,2017
Orleans,LA,38721,99,2017
Ouachita,LA,40081,120,2017
Plaquemines,LA,49635,288,2017
Pointe Coupee,LA,43964,186,2017
Rapides,LA,42655,166,2017
Red River,LA,41510,145,2017
Richland,LA,34745,52,2017
Sabine,LA,40695,129,2017
St. Bernard,LA,45265,210,2017
St. Charles,LA,64707,459,2017
St. Helena,LA,35254,57,2017
St. James,LA,52055,335,2017
St. John the Baptist,LA,53628,358,2017
St. Landry,LA,32163,35,2017
St. Martin,LA,47279,249,2017
St. Mary,LA,41345,142,2017
St. Tammany,LA,66539,467,2017
Tangipahoa,LA,45901,222,2017
Tensas,LA,21906,11,2017
Terrebonne,LA,47650,256,2017
Union,LA,38916,103,2017
Vermilion,LA,49266,282,2017
Vernon,LA,46620,237,2017
Washington,LA,32962,40,2017
Webster,LA,30891,28,2017
West Baton Rouge,LA,60902,437,2017
West Carroll,LA,37304,83,2017
West Feliciana,LA,55647,385,2017
Winn,LA,29472,22,2017
Androscoggin,ME,49538,286,2017
Aroostook,ME,39021,105,2017
Cumberland,ME,65702,464,2017
Franklin,ME,45541,215,2017
Hancock,ME,51438,323,2017
Kennebec,ME,50116,297,2017
Knox,ME,53117,351,2017
Lincoln,ME,54041,366,2017
Oxford,ME,44582,196,2017
Penobscot,ME,47886,259,2017
Piscataquis,ME,38797,101,2017
Sagadahoc,ME,60457,433,2017
Somerset,ME,41549,146,2017
Waldo,ME,50162,299,2017
Washington,ME,40328,122,2017
York,ME,62618,449,2017
Allegany,MD,42771,167,2017
Anne Arundel,MD,94502,507,2017
Baltimore,MD,71810,481,2017
Calvert,MD,100350,508,2017
Caroline,MD,52469,343,2017
Carroll,MD,90510,504,2017
Cecil,MD,70516,477,2017
Charles,MD,93973,507,2017
Dorchester,MD,50532,306,2017
Frederick,MD,88502,503,2017
Garrett,MD,48174,264,2017
Harford,MD,83445,499,2017
Howard,MD,115576,511,2017
Kent,MD,56638,398,2017
Montgomery,MD,103178,509,2017
Prince George's,MD,78607,492,2017
Queen Anne's,MD,89241,503,2017
St. Mary's,MD,86508,502,2017
Somerset,MD,39239,107,2017
Talbot,MD,65595,464,2017
Washington,MD,58260,414,2017
Wicomico,MD,54493,371,2017
Worcester,MD,59458,425,2017
Baltimore City,MD,46641,238,2017
Barnstable,MA,68048,472,2017
Berkshire,MA,55190,380,2017
Bristol,MA,62514,447,2017
Dukes,MA,67535,470,2017
Essex,MA,73533,483,2017
Franklin,MA,57307,405,2017
Hampden,MA,52205,337,2017
Hampshire,MA,64974,460,2017
Middlesex,MA,92878,506,2017
Nantucket,MA,91942,505,2017
Norfolk,MA,95668,508,2017
Plymouth,MA,82081,498,2017
Suffolk,MA,61242,439,2017
Worcester,MA,69313,475,2017
Alcona,MI,39424,111,2017
Alger,MI,42647,165,2017
Allegan,MI,58487,416,2017
Alpena,MI,40954,133,2017
Antrim,MI,50988,316,2017
Arenac,MI,39947,118,2017
Baraga,MI,42757,167,2017
Barry,MI,57312,405,2017
Bay,MI,45983,223,2017
Benzie,MI,53185,352,2017
Berrien,MI,47132,246,2017
Branch,MI,48192,264,2017
Calhoun,MI,46213,228,2017
Cass,MI,50699,309,2017
Charlevoix,MI,51567,326,2017
Cheboygan,MI,42876,168,2017
Chippewa,MI,44030,188,2017
Clare,MI,35913,64,2017
Clinton,MI,64903,460,2017
Crawford,MI,42666,166,2017
Delta,MI,44639,198,2017
Dickinson,MI,45681,218,2017
Eaton,MI,59244,422,2017
Emmet,MI,51475,325,2017
Genesee,MI,45231,209,2017
Gladwin,MI,40871,132,2017
Gogebic,MI,36689,75,2017
Grand Traverse,MI,58229,414,2017
Gratiot,MI,42256,159,2017
Hillsdale,MI,46160,226,2017
Houghton,MI,41379,143,2017
Huron,MI,45191,209,2017
Ingham,MI,49109,279,2017
Ionia,MI,51980,333,2017
Iosco,MI,41414,143,2017
Iron,MI,36773,76,2017
Isabella,MI,42771,167,2017
Jackson,MI,49715,290,2017
Kalamazoo,MI,51945,332,2017
Kalkaska,MI,43431,178,2017
Kent,MI,57302,404,2017
Keweenaw,MI,41118,137,2017
Lake,MI,32309,36,2017
Lapeer,MI,56186,391,2017
Leelanau,MI,62646,449,2017
Lenawee,MI,51339,321,2017
Livingston,MI,78430,492,2017
Luce,MI,41221,139,2017
Mackinac,MI,42559,164,2017
Macomb,MI,58175,413,2017
Manistee,MI,44882,204,2017
Marquette,MI,48491,271,2017
Mason,MI,45524,214,2017
Mecosta,MI,43470,179,2017
Menominee,MI,44480,194,2017
Midland,MI,57117,401,2017
Missaukee,MI,42370,161,2017
Monroe,MI,59479,425,2017
Montcalm,MI,44651,198,2017
Montmorency,MI,39152,106,2017
Muskegon,MI,46077,224,2017
Newaygo,MI,45645,217,2017
Oakland,MI,73369,483,2017
Oceana,MI,44382,193,2017
Ogemaw,MI,38149,94,2017
Ontonagon,MI,36073,67,2017
Osceola,MI,41099,136,2017
Oscoda,MI,36833,77,2017
Otsego,MI,50823,311,2017
Ottawa,MI,63962,457,2017
Presque Isle,MI,43758,184,2017
Roscommon,MI,37834,90,2017
Saginaw,MI,45034,207,2017
St. Clair,MI,53641,358,2017
St. Joseph,MI,47856,258,2017
Sanilac,MI,44417,193,2017
Schoolcraft,MI,37428,85,2017
Shiawassee,MI,50967,315,2017
Tuscola,MI,45495,214,2017
Van Buren,MI,49119,280,2017
Washtenaw,MI,65618,464,2017
Wayne,MI,43702,183,2017
Wexford,MI,42793,168,2017
Aitkin,MN,45860,221,2017
Anoka,MN,76796,490,2017
Becker,MN,55884,388,2017
Beltrami,MN,45923,222,2017
Benton,MN,53574,356,2017
Big Stone,MN,48299,266,2017
Blue Earth,MN,53752,361,2017
Brown,MN,55764,387,2017
Carlton,MN,58874,420,2017
Carver,MN,93095,506,2017
Cass,MN,50162,299,2017
Chippewa,MN,57601,408,2017
Chisago,MN,76747,489,2017
Clay,MN,61409,440,2017
Clearwater,MN,45638,217,2017
Cook,MN,51903,331,2017
Cottonwood,MN,50524,305,2017
Crow Wing,MN,53121,351,2017
Dakota,MN,79995,494,2017
Dodge,MN,71078,479,2017
Douglas,MN,58667,418,2017
Faribault,MN,50847,312,2017
Fillmore,MN,57093,401,2017
Freeborn,MN,51174,319,2017
Goodhue,MN,62431,447,2017
Grant,MN,53727,360,2017
Hennepin,MN,71154,479,2017
Houston,MN,56837,400,2017
Hubbard,MN,52941,349,2017
Isanti,MN,67565,471,2017
Itasca,MN,52050,334,2017
Jackson,MN,55122,379,2017
Kanabec,MN,50509,305,2017
Kandiyohi,MN,56604,397,2017
Kittson,MN,52304,339,2017
Koochiching,MN,47131,246,2017
Lac qui Parle,MN,50195,299,2017
Lake,MN,56078,390,2017
Lake of the Woods,MN,46943,243,2017
Le Sueur,MN,65500,463,2017
Lincoln,MN,51102,317,2017
Lyon,MN,54181,367,2017
McLeod,MN,59869,428,2017
Mahnomen,MN,42439,162,2017
Marshall,MN,57289,404,2017
Martin,MN,53627,357,2017
Meeker,MN,59611,427,2017
Mille Lacs,MN,53737,360,2017
Morrison,MN,52855,348,2017
Mower,MN,53700,359,2017
Murray,MN,54211,368,2017
Nicollet,MN,62593,449,2017
Nobles,MN,53267,353,2017
Norman,MN,53034,350,2017
Olmsted,MN,72337,482,2017
Otter Tail,MN,55181,380,2017
Pennington,MN,53893,363,2017
Pine,MN,47285,249,2017
Pipestone,MN,48909,277,2017
Polk,MN,55393,383,2017
Pope,MN,58198,414,2017
Ramsey,MN,60301,431,2017
Red Lake,MN,52500,343,2017
Redwood,MN,51871,331,2017
Renville,MN,56721,398,2017
Rice,MN,63311,453,2017
Rock,MN,56753,399,2017
Roseau,MN,56273,393,2017
St. Louis,MN,50936,315,2017
Scott,MN,93151,506,2017
Sherburne,MN,83895,500,2017
Sibley,MN,60848,436,2017
Stearns,MN,59564,426,2017
Steele,MN,58882,420,2017
Stevens,MN,57552,407,2017
Swift,MN,49556,286,2017
Todd,MN,49213,281,2017
Traverse,MN,48889,277,2017
Wabasha,MN,61973,444,2017
Wadena,MN,45018,206,2017
Waseca,MN,55189,380,2017
Washington,MN,89598,503,2017
Watonwan,MN,50044,296,2017
Wilkin,MN,52917,348,2017
Winona,MN,53975,364,2017
Wright,MN,77953,492,2017
Yellow Medicine,MN,54645,374,2017
Adams,MS,30359,26,2017
Alcorn,MS,38919,104,2017
Amite,MS,30129,25,2017
Attala,MS,33815,46,2017
Benton,MS,40605,127,2017
Bolivar,MS,28468,20,2017
Calhoun,MS,33370,43,2017
Carroll,MS,43068,171,2017
Chickasaw,MS,33579,45,2017
Choctaw,MS,34542,50,2017
Claiborne,MS,24601,14,2017
Clarke,MS,37626,87,2017
Clay,MS,34118,48,2017
Coahoma,MS,28728,20,2017
Copiah,MS,38046,93,2017
Covington,MS,36471,72,2017
DeSoto,MS,62595,449,2017
Forrest,MS,39555,114,2017
Franklin,MS,42388,161,2017
George,MS,47640,256,2017
Greene,MS,48029,261,2017
Grenada,MS,34876,53,2017
Hancock,MS,47518,253,2017
Harrison,MS,44684,199,2017
Hinds,MS,41011,134,2017
Holmes,MS,20330,10,2017
Humphreys,MS,26188,16,2017
Issaquena,MS,25609,15,2017
Itawamba,MS,38358,97,2017
Jackson,MS,50274,301,2017
Jasper,MS,35271,57,2017
Jefferson,MS,21779,11,2017
Jefferson Davis,MS,26736,17,2017
Jones,MS,38656,98,2017
Kemper,MS,27016,18,2017
Lafayette,MS,45019,206,2017
Lamar,MS,56129,391,2017
Lauderdale,MS,41340,142,2017
Lawrence,MS,40432,124,2017
Leake,MS,35578,61,2017
Lee,MS,45985,223,2017
Leflore,MS,25210,14,2017
Lincoln,MS,37308,83,2017
Lowndes,MS,43198,173,2017
Madison,MS,68600,474,2017
Marion,MS,30998,28,2017
Marshall,MS,41134,137,2017
Monroe,MS,39444,112,2017
Montgomery,MS,34983,54,2017
Neshoba,MS,36755,75,2017
Newton,MS,37643,88,2017
Noxubee,MS,30808,27,2017
Oktibbeha,MS,37348,84,2017
Panola,MS,35891,64,2017
Pearl River,MS,44734,200,2017
Perry,MS,35374,58,2017
Pike,MS,30949,28,2017
Pontotoc,MS,41865,152,2017
Prentiss,MS,32854,40,2017
Quitman,MS,25671,15,2017
Rankin,MS,61605,442,2017
Scott,MS,33601,45,2017
Sharkey,MS,30033,25,2017
Simpson,MS,37591,87,2017
Smith,MS,37697,88,2017
Stone,MS,46283,229,2017
Sunflower,MS,28556,20,2017
Tallahatchie,MS,30000,24,2017
Tate,MS,46233,228,2017
Tippah,MS,39351,110,2017
Tishomingo,MS,36672,74,2017
Tunica,MS,32052,34,2017
Union,MS,40076,119,2017
Walthall,MS,31077,29,2017
Warren,MS,41635,148,2017
Washington,MS,29387,22,2017
Wayne,MS,35215,56,2017
Webster,MS,35634,62,2017
Wilkinson,MS,23340,13,2017
Winston,MS,33313,42,2017
Yalobusha,MS,37647,88,2017
Yazoo,MS,28330,20,2017
Adair,MO,38750,100,2017
Andrew,MO,56658,398,2017
Atchison,MO,45259,210,2017
Audrain,MO,44056,189,2017
Barry,MO,40638,128,2017
Barton,MO,41184,138,2017
Bates,MO,45605,216,2017
Benton,MO,35097,56,2017
Bollinger,MO,40791,131,2017
Boone,MO,52005,333,2017
Buchanan,MO,48652,273,2017
Butler,MO,37878,91,2017
Caldwell,MO,44975,206,2017
Callaway,MO,53180,352,2017
Camden,MO,50496,305,2017
Cape Girardeau,MO,49554,286,2017
Carroll,MO,43583,181,2017
Carter,MO,37875,90,2017
Cass,MO,65352,461,2017
Cedar,MO,35930,65,2017
Chariton,MO,43186,173,2017
Christian,MO,55761,386,2017
Clark,MO,45216,209,2017
Clay,MO,65675,464,2017
Clinton,MO,57591,408,2017
Cole,MO,54216,368,2017
Cooper,MO,46547,235,2017
Crawford,MO,37171,81,2017
Dade,MO,38880,103,2017
Dallas,MO,41441,143,2017
Daviess,MO,45707,219,2017
DeKalb,MO,46517,235,2017
Dent,MO,38829,101,2017
Douglas,MO,33003,41,2017
Dunklin,MO,32348,37,2017
Franklin,MO,53849,362,2017
Gasconade,MO,50687,309,2017
Gentry,MO,43777,184,2017
Greene,MO,43175,173,2017
Grundy,MO,41092,135,2017
Harrison,MO,42889,169,2017
Henry,MO,41089,135,2017
Hickory,MO,34746,52,2017
Holt,MO,43981,187,2017
Howard,MO,50356,303,2017
Howell,MO,34984,54,2017
Iron,MO,36457,71,2017
Jackson,MO,50652,308,2017
Jasper,MO,45328,211,2017
Jefferson,MO,60765,435,2017
Johnson,MO,50689,309,2017
Knox,MO,39674,115,2017
Laclede,MO,42646,165,2017
Lafayette,MO,52557,344,2017
Lawrence,MO,41673,149,2017
Lewis,MO,47148,247,2017
Lincoln,MO,58603,417,2017
Linn,MO,41652,148,2017
Livingston,MO,45929,222,2017
McDonald,MO,41207,139,2017
Macon,MO,38903,103,2017
Madison,MO,37484,86,2017
Maries,MO,41715,149,2017
Marion,MO,44098,189,2017
Mercer,MO,43314,176,2017
Miller,MO,41461,144,2017
Mississippi,MO,32212,35,2017
Moniteau,MO,50897,314,2017
Monroe,MO,42011,154,2017
Montgomery,MO,43094,172,2017
Morgan,MO,34776,53,2017
New Madrid,MO,33846,46,2017
Newton,MO,46723,240,2017
Nodaway,MO,41370,142,2017
Oregon,MO,32070,35,2017
Osage,MO,54503,372,2017
Ozark,MO,32021,34,2017
Pemiscot,MO,32468,38,2017
Perry,MO,54935,377,2017
Pettis,MO,43097,172,2017
Phelps,MO,41681,149,2017
Pike,MO,45112,208,2017
Platte,MO,74199,485,2017
Polk,MO,44805,201,2017
Pulaski,MO,51137,318,2017
Putnam,MO,37028,79,2017
Ralls,MO,50161,298,2017
Randolph,MO,44754,201,2017
Ray,MO,57270,404,2017
Reynolds,MO,40265,121,2017
Ripley,MO,33849,46,2017
St. Charles,MO,78380,492,2017
St. Clair,MO,35066,55,2017
Ste. Genevieve,MO,50959,315,2017
St. Francois,MO,42873,168,2017
St. Louis,MO,38664,98,2017
Saline,MO,41567,146,2017
Schuyler,MO,38848,102,2017
Scotland,MO,42939,170,2017
Scott,MO,41628,148,2017
Shannon,MO,31202,30,2017
Shelby,MO,42593,164,2017
Stoddard,MO,40076,119,2017
Stone,MO,43292,175,2017
Sullivan,MO,42034,154,2017
Taney,MO,39661,115,2017
Texas,MO,35571,61,2017
Vernon,MO,41479,144,2017
Warren,MO,56193,392,2017
Washington,MO,37810,89,2017
Wayne,MO,35135,56,2017
Webster,MO,45185,208,2017
Worth,MO,48214,264,2017
Wright,MO,31290,30,2017
Beaverhead,MT,43880,185,2017
Big Horn,MT,47276,249,2017
Blaine,MT,35506,60,2017
Broadwater,MT,55295,382,2017
Carbon,MT,56988,400,2017
