county,state,population,populationBucket,year
Bremer,IA,20007,247,2018
Buchanan,IA,15984,211,2018
Buena Vista,IA,15640,208,2018
Butler,IA,11688,162,2018
Calhoun,IA,7939,113,2018
Carroll,IA,15870,210,2018
Cass,IA,10670,148,2018
Cedar,IA,14731,199,2018
Cerro Gordo,IA,35271,335,2018
Cherokee,IA,9298,131,2018
Chickasaw,IA,9639,135,2018
Clarke,IA,7216,101,2018
Clay,IA,13003,178,2018
Clayton,IA,14243,194,2018
Clinton,IA,37636,345,2018
Crawford,IA,13354,181,2018
Dallas,IA,62881,397,2018
Davis,IA,6553,89,2018
Decatur,IA,6480,87,2018
Delaware,IA,13640,186,2018
Des Moines,IA,31589,319,2018
Dickinson,IA,14263,194,2018
Dubuque,IA,77130,413,2018
Emmet,IA,7810,111,2018
Fayette,IA,16235,215,2018
Floyd,IA,12658,173,2018
Franklin,IA,8059,115,2018
Fremont,IA,5623,74,2018
Greene,IA,7198,100,2018
Grundy,IA,9809,138,2018
Guthrie,IA,8530,122,2018
Hamilton,IA,11965,166,2018
Hancock,IA,8790,126,2018
Hardin,IA,14027,191,2018
Harrison,IA,11315,157,2018
Henry,IA,15997,212,2018
Howard,IA,7189,100,2018
Humboldt,IA,7572,107,2018
Ida,IA,5497,72,2018
Iowa,IA,12897,177,2018
Jackson,IA,15697,208,2018
Jasper,IA,29537,308,2018
Jefferson,IA,15045,203,2018
Johnson,IA,120265,442,2018
Jones,IA,16646,219,2018
Keokuk,IA,8158,117,2018
Kossuth,IA,12140,168,2018
Lee,IA,27909,298,2018
Linn,IA,175742,464,2018
Louisa,IA,8959,127,2018
Lucas,IA,6861,94,2018
Lyon,IA,8786,125,2018
Madison,IA,12347,169,2018
Mahaska,IA,17498,227,2018
Marion,IA,26171,289,2018
Marshall,IA,31188,317,2018
Mills,IA,11826,163,2018
Mitchell,IA,8431,120,2018
Monona,IA,7188,100,2018
Monroe,IA,6040,82,2018
Montgomery,IA,8126,116,2018
Muscatine,IA,33407,328,2018
O'Brien,IA,11027,153,2018
Osceola,IA,4815,61,2018
Page,IA,12729,175,2018
Palo Alto,IA,7242,101,2018
Plymouth,IA,19540,244,2018
Pocahontas,IA,5584,73,2018
Polk,IA,367768,488,2018
Pottawattamie,IA,73899,410,2018
Poweshiek,IA,15384,205,2018
Ringgold,IA,3914,48,2018
Sac,IA,7908,112,2018
Scott,IA,135438,450,2018
Shelby,IA,9419,132,2018
Sioux,IA,26325,290,2018
Story,IA,82546,418,2018
Tama,IA,13534,184,2018
Taylor,IA,4892,63,2018
Union,IA,9975,141,2018
Van Buren,IA,5681,75,2018
Wapello,IA,28163,301,2018
Warren,IA,38453,347,2018
Washington,IA,17296,225,2018
Wayne,IA,5014,64,2018
Webster,IA,29910,309,2018
Winnebago,IA,8571,123,2018
Winneshiek,IA,17124,223,2018
Woodbury,IA,78528,415,2018
Worth,IA,6094,83,2018
Wright,IA,10054,142,2018
Allen,KS,10111,143,2018
Anderson,KS,6007,81,2018
Atchison,KS,12837,176,2018
Barber,KS,3709,45,2018
Barton,KS,21049,256,2018
Bourbon,KS,11287,156,2018
Brown,KS,7424,104,2018
Butler,KS,51404,379,2018
Chase,KS,2106,23,2018
Chautauqua,KS,2744,31,2018
Cherokee,KS,16135,214,2018
Cheyenne,KS,2175,24,2018
Clark,KS,1593,14,2018
Clay,KS,6418,85,2018
Cloud,KS,7235,101,2018
Coffey,KS,6720,92,2018
Comanche,KS,1442,11,2018
Cowley,KS,28034,299,2018
Crawford,KS,31526,318,2018
Decatur,KS,2386,27,2018
Dickinson,KS,14991,202,2018
Doniphan,KS,6437,86,2018
Douglas,KS,99472,431,2018
Edwards,KS,2325,26,2018
Elk,KS,2089,23,2018
Ellis,KS,23250,273,2018
Ellsworth,KS,5269,69,2018
Finney,KS,26764,293,2018
Ford,KS,25043,282,2018
Franklin,KS,20073,247,2018
Geary,KS,24906,282,2018
Gove,KS,2113,23,2018
Graham,KS,2082,23,2018
Grant,KS,5456,72,2018
Gray,KS,4485,57,2018
Greeley,KS,921,6,2018
Greenwood,KS,5025,65,2018
Hamilton,KS,1896,19,2018
Harper,KS,4444,56,2018
Harvey,KS,27030,294,2018
Haskell,KS,3001,35,2018
Hodgeman,KS,1502,12,2018
Jackson,KS,10382,146,2018
Jefferson,KS,15112,204,2018
Jewell,KS,2440,28,2018
Johnson,KS,456249,494,2018
Kearny,KS,2879,34,2018
Kingman,KS,6009,81,2018
Kiowa,KS,2023,21,2018
Labette,KS,15989,212,2018
Lane,KS,1311,10,2018
Leavenworth,KS,63093,398,2018
Lincoln,KS,2474,28,2018
Linn,KS,7731,109,2018
Logan,KS,2216,25,2018
Lyon,KS,26649,292,2018
McPherson,KS,22916,272,2018
Marion,KS,9717,137,2018
Marshall,KS,7729,109,2018
Meade,KS,3281,39,2018
Miami,KS,25863,287,2018
Mitchell,KS,4978,64,2018
Montgomery,KS,25940,288,2018
Morris,KS,4480,57,2018
Morton,KS,2216,25,2018
Nemaha,KS,7766,110,2018
Neosho,KS,12534,171,2018
Ness,KS,2371,27,2018
Norton,KS,4526,57,2018
Osage,KS,12605,172,2018
Osborne,KS,2916,34,2018
Ottawa,KS,4747,61,2018
Pawnee,KS,5728,76,2018
Phillips,KS,4320,54,2018
Pottawatomie,KS,17510,227,2018
Pratt,KS,7402,104,2018
Rawlins,KS,2052,22,2018
Reno,KS,50388,376,2018
Republic,KS,3902,48,2018
Rice,KS,7797,110,2018
Riley,KS,63798,399,2018
Rooks,KS,4091,50,2018
Rush,KS,2530,29,2018
Russell,KS,5706,75,2018
Saline,KS,43504,361,2018
Scott,KS,3789,46,2018
Sedgwick,KS,392826,489,2018
Seward,KS,16088,214,2018
Shawnee,KS,140395,453,2018
Sheridan,KS,1941,20,2018
Sherman,KS,4690,60,2018
Smith,KS,3030,36,2018
Stafford,KS,3329,40,2018
Stanton,KS,1582,14,2018
Stevens,KS,4160,52,2018
Sumner,KS,18163,232,2018
Thomas,KS,6206,84,2018
Trego,KS,2379,27,2018
Wabaunsee,KS,5464,72,2018
Wallace,KS,1223,10,2018
Washington,KS,4429,56,2018
Wichita,KS,1679,16,2018
Wilson,KS,6955,96,2018
Woodson,KS,2557,29,2018
Wyandotte,KS,122894,444,2018
Adair,KY,15923,210,2018
Allen,KY,16327,216,2018
Anderson,KY,17474,227,2018
Ballard,KY,6487,87,2018
Barren,KY,34610,332,2018
Bath,KY,9482,133,2018
Bell,KY,22027,265,2018
Boone,KY,98981,430,2018
Bourbon,KY,16059,213,2018
Boyd,KY,38929,349,2018
Boyle,KY,24668,280,2018
Bracken,KY,6457,86,2018
Breathitt,KY,10771,149,2018
Breckinridge,KY,15994,212,2018
Bullitt,KY,63802,399,2018
Butler,KY,10212,144,2018
Caldwell,KY,10217,144,2018
Calloway,KY,32556,323,2018
Campbell,KY,75215,412,2018
Carlisle,KY,3897,48,2018
Carroll,KY,8250,118,2018
Carter,KY,21923,264,2018
Casey,KY,12620,173,2018
Christian,KY,54190,385,2018
Clark,KY,28770,304,2018
Clay,KY,16644,219,2018
Clinton,KY,8191,118,2018
Crittenden,KY,7334,103,2018
Cumberland,KY,5473,72,2018
Daviess,KY,78005,414,2018
Edmonson,KY,10132,143,2018
Elliott,KY,6323,85,2018
Estill,KY,11679,161,2018
Fayette,KY,258326,478,2018
Fleming,KY,11255,156,2018
Floyd,KY,29996,310,2018
Franklin,KY,41074,355,2018
Fulton,KY,5015,65,2018
Gallatin,KY,6840,93,2018
Garrard,KY,13826,188,2018
Grant,KY,18707,237,2018
Graves,KY,29278,306,2018
Grayson,KY,20682,252,2018
Green,KY,8967,127,2018
Greenup,KY,28998,305,2018
Hancock,KY,6721,92,2018
Hardin,KY,84498,421,2018
Harlan,KY,21554,260,2018
Harrison,KY,14893,200,2018
Hart,KY,14482,196,2018
Henderson,KY,36813,341,2018
Henry,KY,12560,171,2018
Hickman,KY,3796,46,2018
Hopkins,KY,36390,339,2018
Jackson,KY,10734,148,2018
Jefferson,KY,613949,499,2018
Jessamine,KY,41025,355,2018
Johnson,KY,18369,234,2018
Kenton,KY,129244,447,2018
Knott,KY,12660,173,2018
Knox,KY,24906,282,2018
Larue,KY,11398,158,2018
Laurel,KY,47877,372,2018
Lawrence,KY,12449,170,2018
Lee,KY,5512,72,2018
Leslie,KY,8405,120,2018
Letcher,KY,18340,234,2018
Lewis,KY,10922,151,2018
Lincoln,KY,19331,242,2018
Livingston,KY,7546,107,2018
Logan,KY,21147,257,2018
Lyon,KY,7101,98,2018
McCracken,KY,52532,382,2018
McCreary,KY,14313,194,2018
McLean,KY,7269,102,2018
Madison,KY,72741,409,2018
Magoffin,KY,10133,143,2018
Marion,KY,15069,203,2018
Marshall,KY,25633,285,2018
Martin,KY,9758,137,2018
Mason,KY,13636,186,2018
Meade,KY,22496,268,2018
Menifee,KY,5214,68,2018
Mercer,KY,17277,224,2018
Metcalfe,KY,7972,114,2018
Monroe,KY,8546,122,2018
Montgomery,KY,21861,263,2018
Morgan,KY,11147,155,2018
Muhlenberg,KY,25564,285,2018
Nelson,KY,35586,336,2018
Nicholas,KY,5613,74,2018
Ohio,KY,18794,238,2018
Oldham,KY,50706,377,2018
Owen,KY,8494,121,2018
Owsley,KY,3726,45,2018
Pendleton,KY,11593,160,2018
Perry,KY,21621,261,2018
Pike,KY,49356,375,2018
Powell,KY,9677,136,2018
Pulaski,KY,51522,380,2018
Robertson,KY,1807,17,2018
Rockcastle,KY,13618,185,2018
Rowan,KY,20282,250,2018
Russell,KY,14198,193,2018
Scott,KY,41378,356,2018
Shelby,KY,36884,342,2018
Simpson,KY,14112,192,2018
Spencer,KY,14715,198,2018
Taylor,KY,20297,250,2018
Todd,KY,9396,132,2018
Trigg,KY,11622,161,2018
Trimble,KY,6997,96,2018
Union,KY,12189,168,2018
Warren,KY,100801,431,2018
Washington,KY,9468,133,2018
Wayne,KY,16790,220,2018
Webster,KY,10469,146,2018
Whitley,KY,28125,300,2018
Wolfe,KY,5719,75,2018
Woodford,KY,20868,255,2018
Acadia,LA,47840,372,2018
Allen,LA,20448,251,2018
Ascension,LA,92046,426,2018
Assumption,LA,18223,233,2018
Avoyelles,LA,32229,322,2018
Beauregard,LA,28809,304,2018
Bienville,LA,10860,151,2018
Bossier,LA,98052,430,2018
Caddo,LA,194988,468,2018
Calcasieu,LA,155437,458,2018
Caldwell,LA,7863,111,2018
Cameron,LA,5631,74,2018
Catahoula,LA,7942,113,2018
Claiborne,LA,13563,184,2018
Concordia,LA,15758,209,2018
De Soto,LA,21290,259,2018
East Baton Rouge,LA,354458,487,2018
East Carroll,LA,5941,80,2018
East Feliciana,LA,16321,216,2018
Evangeline,LA,25926,287,2018
Franklin,LA,15564,207,2018
Grant,LA,18206,233,2018
Iberia,LA,55738,388,2018
Iberville,LA,26774,293,2018
Jackson,LA,12727,174,2018
Jefferson,LA,349859,486,2018
Jefferson Davis,LA,24344,279,2018
Lafayette,LA,189300,467,2018
Lafourche,LA,77288,413,2018
LaSalle,LA,11870,164,2018
Lincoln,LA,39044,349,2018
Livingston,LA,106265,435,2018
Madison,LA,9015,128,2018
Morehouse,LA,20460,251,2018
Natchitoches,LA,30501,313,2018
Orleans,LA,318877,484,2018
Ouachita,LA,121249,443,2018
Plaquemines,LA,17885,230,2018
Pointe Coupee,LA,17717,229,2018
Rapides,LA,102574,433,2018
Red River,LA,6744,93,2018
Richland,LA,16211,215,2018
Sabine,LA,18970,239,2018
St. Bernard,LA,34568,332,2018
St. Charles,LA,41201,356,2018
St. Helena,LA,8333,119,2018
St. James,LA,17030,223,2018
St. John the Baptist,LA,34029,330,2018
St. Landry,LA,63179,398,2018
St. Martin,LA,42030,357,2018
St. Mary,LA,40564,353,2018
St. Tammany,LA,197688,469,2018
Tangipahoa,LA,101741,432,2018
Tensas,LA,3679,44,2018
Terrebonne,LA,87099,422,2018
Union,LA,18080,231,2018
Vermilion,LA,46196,369,2018
Vernon,LA,39222,350,2018
Washington,LA,36752,341,2018
Webster,LA,31754,320,2018
West Baton Rouge,LA,20177,249,2018
West Carroll,LA,8886,126,2018
West Feliciana,LA,13132,179,2018
Winn,LA,11833,163,2018
Androscoggin,ME,86464,422,2018
Aroostook,ME,57370,390,2018
Cumberland,ME,242041,475,2018
Franklin,ME,25172,283,2018
Hancock,ME,46078,368,2018
Kennebec,ME,100587,431,2018
Knox,ME,33490,328,2018
Lincoln,ME,29121,305,2018
Oxford,ME,47831,372,2018
Penobscot,ME,127262,446,2018
Piscataquis,ME,14439,195,2018
Sagadahoc,ME,29374,307,2018
Somerset,ME,42020,357,2018
Waldo,ME,32887,325,2018
Washington,ME,26450,291,2018
York,ME,168771,462,2018
Allegany,MD,60855,394,2018
Anne Arundel,MD,454073,493,2018
Baltimore,MD,668823,501,2018
Calvert,MD,72205,409,2018
Caroline,MD,25916,287,2018
Carroll,MD,135303,450,2018
Cecil,MD,81668,417,2018
Charles,MD,124325,444,2018
Dorchester,MD,26224,289,2018
Frederick,MD,197071,469,2018
Garrett,MD,24537,280,2018
Harford,MD,201529,470,2018
Howard,MD,247203,477,2018
Kent,MD,16709,219,2018
Montgomery,MD,823056,505,2018
Prince George's,MD,724261,502,2018
Queen Anne's,MD,39800,352,2018
St. Mary's,MD,87163,423,2018
Somerset,MD,21880,264,2018
Talbot,MD,31145,316,2018
Washington,MD,120544,443,2018
Wicomico,MD,82281,418,2018
Worcester,MD,43674,362,2018
Baltimore City,MD,498965,495,2018
Barnstable,MA,185069,466,2018
Berkshire,MA,108363,437,2018
Bristol,MA,456450,494,2018
Dukes,MA,14441,196,2018
Essex,MA,633115,500,2018
Franklin,MA,59969,393,2018
Hampden,MA,378775,489,2018
Hampshire,MA,140238,453,2018
Middlesex,MA,1312708,508,2018
Nantucket,MA,9028,128,2018
Norfolk,MA,568020,498,2018
Plymouth,MA,414111,491,2018
Suffolk,MA,671930,501,2018
Worcester,MA,667774,501,2018
Alcona,MI,9219,130,2018
Alger,MI,7953,114,2018
Allegan,MI,90379,425,2018
Alpena,MI,23893,276,2018
Antrim,MI,19444,243,2018
Arenac,MI,12756,175,2018
Baraga,MI,7161,99,2018
Barry,MI,48255,373,2018
Bay,MI,85860,422,2018
Benzie,MI,14720,199,2018
Berrien,MI,124462,445,2018
Branch,MI,34623,332,2018
Calhoun,MI,106909,435,2018
Cass,MI,42104,358,2018
Charlevoix,MI,21659,261,2018
Cheboygan,MI,21749,262,2018
Chippewa,MI,31729,319,2018
Clare,MI,25294,284,2018
Clinton,MI,62427,397,2018
Crawford,MI,11678,161,2018
Delta,MI,29857,309,2018
Dickinson,MI,21117,257,2018
Eaton,MI,88864,423,2018
Emmet,MI,27345,295,2018
Genesee,MI,326640,484,2018
Gladwin,MI,21081,257,2018
Gogebic,MI,13363,181,2018
Grand Traverse,MI,75135,412,2018
Gratiot,MI,33817,329,2018
Hillsdale,MI,36957,343,2018
Houghton,MI,29910,309,2018
Huron,MI,26203,289,2018
Ingham,MI,238360,475,2018
Ionia,MI,51017,378,2018
Iosco,MI,21565,260,2018
Iron,MI,9627,135,2018
Isabella,MI,59956,393,2018
Jackson,MI,128750,447,2018
Kalamazoo,MI,210542,471,2018
Kalkaska,MI,14228,194,2018
Kent,MI,502256,495,2018
Keweenaw,MI,1852,18,2018
Lake,MI,10072,142,2018
Lapeer,MI,71827,408,2018
Leelanau,MI,18583,236,2018
Lenawee,MI,80013,416,2018
Livingston,MI,152617,457,2018
Luce,MI,5450,72,2018
Mackinac,MI,9293,131,2018
Macomb,MI,705357,502,2018
Manistee,MI,20741,253,2018
Marquette,MI,56149,389,2018
Mason,MI,23640,275,2018
Mecosta,MI,36239,339,2018
Menominee,MI,19365,242,2018
Midland,MI,67652,404,2018
Missaukee,MI,11935,165,2018
Monroe,MI,121468,443,2018
Montcalm,MI,50575,377,2018
Montmorency,MI,8036,115,2018
Muskegon,MI,137058,451,2018
Newaygo,MI,38446,347,2018
Oakland,MI,1015249,506,2018
Oceana,MI,20949,256,2018
Ogemaw,MI,17560,227,2018
Ontonagon,MI,5320,70,2018
Osceola,MI,18644,237,2018
Oscoda,MI,6903,95,2018
Otsego,MI,19908,246,2018
Ottawa,MI,222988,473,2018
Presque Isle,MI,11034,154,2018
Roscommon,MI,20715,253,2018
Saginaw,MI,156480,459,2018
St. Clair,MI,129811,448,2018
St. Joseph,MI,47609,371,2018
Sanilac,MI,33608,329,2018
Schoolcraft,MI,6844,94,2018
Shiawassee,MI,55780,388,2018
Tuscola,MI,43490,361,2018
Van Buren,MI,59660,392,2018
Washtenaw,MI,304911,483,2018
Wayne,MI,1389038,508,2018
Wexford,MI,26216,289,2018
Aitkin,MN,13531,184,2018
Anoka,MN,273199,480,2018
Becker,MN,26422,290,2018
Beltrami,MN,35538,336,2018
Benton,MN,30632,313,2018
Big Stone,MN,4079,50,2018
Blue Earth,MN,54617,386,2018
Brown,MN,20355,251,2018
Carlton,MN,28339,301,2018
Carver,MN,76390,412,2018
Cass,MN,23486,275,2018
Chippewa,MN,9536,134,2018
Chisago,MN,43651,362,2018
Clay,MN,49204,374,2018
Clearwater,MN,6908,95,2018
Cook,MN,4627,58,2018
Cottonwood,MN,8916,126,2018
Crow Wing,MN,51518,380,2018
Dakota,MN,326981,485,2018
Dodge,MN,15703,209,2018
Douglas,MN,30116,310,2018
Faribault,MN,11168,155,2018
Fillmore,MN,16322,216,2018
Freeborn,MN,24609,280,2018
Goodhue,MN,37119,344,2018
Grant,MN,4723,60,2018
Hennepin,MN,990445,506,2018
Houston,MN,15067,203,2018
Hubbard,MN,16950,222,2018
Isanti,MN,30498,312,2018
Itasca,MN,36924,342,2018
Jackson,MN,8060,115,2018
Kanabec,MN,12986,178,2018
Kandiyohi,MN,33387,327,2018
Kittson,MN,3516,43,2018
Koochiching,MN,10597,147,2018
Lac qui Parle,MN,5651,74,2018
Lake,MN,8935,127,2018
Lake of the Woods,MN,3161,38,2018
Le Sueur,MN,22032,265,2018
Lincoln,MN,4531,57,2018
Lyon,MN,19940,246,2018
McLeod,MN,28456,302,2018
Mahnomen,MN,3928,49,2018
Marshall,MN,7486,105,2018
Martin,MN,16106,214,2018
Meeker,MN,18139,232,2018
Mille Lacs,MN,20163,249,2018
Morrison,MN,26113,288,2018
Mower,MN,30794,315,2018
Murray,MN,6776,93,2018
Nicollet,MN,27216,295,2018
Nobles,MN,16513,218,2018
Norman,MN,5204,68,2018
Olmsted,MN,119220,441,2018
Otter Tail,MN,46807,370,2018
Pennington,MN,11200,155,2018
Pine,MN,24010,277,2018
Pipestone,MN,7134,99,2018
Polk,MN,24833,281,2018
Pope,MN,8935,127,2018
Ramsey,MN,428170,492,2018
Red Lake,MN,3124,37,2018
Redwood,MN,12045,167,2018
Renville,MN,11699,162,2018
Rice,MN,52996,382,2018
Rock,MN,7376,103,2018
Roseau,MN,12133,168,2018
St. Louis,MN,166244,461,2018
Scott,MN,107507,436,2018
Sherburne,MN,71436,408,2018
Sibley,MN,11737,162,2018
Stearns,MN,124725,445,2018
Steele,MN,28324,301,2018
Stevens,MN,7965,114,2018
Swift,MN,7519,106,2018
Todd,MN,19236,241,2018
Traverse,MN,2731,31,2018
Wabasha,MN,17424,226,2018
Wadena,MN,10606,147,2018
Waseca,MN,14974,202,2018
Washington,MN,197944,469,2018
Watonwan,MN,8670,124,2018
Wilkin,MN,5129,67,2018
Winona,MN,42713,360,2018
Wright,MN,99320,431,2018
Yellow Medicine,MN,7859,111,2018
Adams,MS,25645,286,2018
Alcorn,MS,29360,306,2018
Amite,MS,10143,144,2018
Attala,MS,14356,194,2018
Benton,MS,6715,91,2018
Bolivar,MS,25348,284,2018
Calhoun,MS,11449,159,2018
Carroll,MS,8404,119,2018
Chickasaw,MS,13509,183,2018
Choctaw,MS,6718,92,2018
Claiborne,MS,7376,103,2018
Clarke,MS,12733,175,2018
Clay,MS,15816,209,2018
Coahoma,MS,18014,231,2018
Copiah,MS,22695,270,2018
Covington,MS,14837,200,2018
DeSoto,MS,135892,450,2018
Forrest,MS,59644,392,2018
Franklin,MS,6009,81,2018
George,MS,18311,234,2018
Greene,MS,11370,158,2018
Grenada,MS,16882,221,2018
Hancock,MS,37946,346,2018
Harrison,MS,158617,459,2018
Hinds,MS,188930,467,2018
Holmes,MS,13833,188,2018
Humphreys,MS,6532,88,2018
Issaquena,MS,1137,8,2018
Itawamba,MS,18949,239,2018
Jackson,MS,112363,439,2018
Jasper,MS,13106,179,2018
Jefferson,MS,5830,78,2018
Jefferson Davis,MS,9469,133,2018
Jones,MS,52910,382,2018
Kemper,MS,8467,121,2018
Lafayette,MS,44698,365,2018
Lamar,MS,47528,371,2018
Lauderdale,MS,60845,393,2018
Lawrence,MS,9856,138,2018
Leake,MS,17643,228,2018
Lee,MS,65439,401,2018
Leflore,MS,22450,268,2018
Lincoln,MS,27139,295,2018
Lowndes,MS,46870,370,2018
Madison,MS,80121,416,2018
Marion,MS,19931,246,2018
Marshall,MS,28759,304,2018
Monroe,MS,28460,302,2018
Montgomery,MS,8098,116,2018
Neshoba,MS,22181,266,2018
Newton,MS,16691,219,2018
Noxubee,MS,8447,120,2018
Oktibbeha,MS,41666,356,2018
Panola,MS,26448,291,2018
Pearl River,MS,44172,363,2018
Perry,MS,9508,134,2018
Pike,MS,30553,313,2018
Pontotoc,MS,23783,276,2018
Prentiss,MS,20195,249,2018
Quitman,MS,5828,78,2018
Rankin,MS,119621,442,2018
Scott,MS,21740,262,2018
Sharkey,MS,3542,43,2018
Simpson,MS,21331,259,2018
Smith,MS,12593,172,2018
Stone,MS,14884,200,2018
Sunflower,MS,21135,257,2018
Tallahatchie,MS,11853,164,2018
Tate,MS,22689,270,2018
Tippah,MS,17062,223,2018
Tishomingo,MS,15700,209,2018
Tunica,MS,7522,106,2018
Union,MS,22015,265,2018
Walthall,MS,11518,159,2018
Warren,MS,36835,342,2018
Washington,MS,36109,338,2018
Wayne,MS,16000,212,2018
Webster,MS,7700,108,2018
Wilkinson,MS,7313,103,2018
Winston,MS,14576,197,2018
Yalobusha,MS,9945,140,2018
Yazoo,MS,21984,264,2018
Adair,MO,21380,259,2018
Andrew,MO,13991,191,2018
Atchison,MO,4366,55,2018
Audrain,MO,20455,251,2018
Barry,MO,28596,303,2018
Barton,MO,9426,133,2018
Bates,MO,12927,177,2018
Benton,MO,16151,214,2018
Bollinger,MO,9956,140,2018
Boone,MO,144697,454,2018
Buchanan,MO,70848,406,2018
Butler,MO,33998,330,2018
Caldwell,MO,7123,98,2018
Callaway,MO,36587,340,2018
Camden,MO,38091,347,2018
Cape Girardeau,MO,63224,398,2018
Carroll,MO,7045,97,2018
Carter,MO,4855,62,2018
Cass,MO,80167,416,2018
Cedar,MO,10995,152,2018
Chariton,MO,6031,82,2018
Christian,MO,65172,401,2018
Clark,MO,5394,71,2018
Clay,MO,187200,467,2018
Clinton,MO,16331,216,2018
Cole,MO,61224,394,2018
Cooper,MO,14222,193,2018
Crawford,MO,19262,241,2018
Dade,MO,6269,84,2018
Dallas,MO,12988,178,2018
Daviess,MO,6425,86,2018
DeKalb,MO,10786,149,2018
Dent,MO,12363,169,2018
Douglas,MO,10828,150,2018
Dunklin,MO,23485,274,2018
Franklin,MO,81828,418,2018
Gasconade,MO,11960,165,2018
Gentry,MO,5196,68,2018
Greene,MO,234490,474,2018
Grundy,MO,7939,113,2018
Harrison,MO,6699,91,2018
Henry,MO,17505,227,2018
Hickory,MO,8002,114,2018
Holt,MO,3638,44,2018
Howard,MO,8086,116,2018
Howell,MO,31719,319,2018
Iron,MO,8347,119,2018
Jackson,MO,544741,497,2018
Jasper,MO,92526,427,2018
Jefferson,MO,176587,464,2018
Johnson,MO,43250,360,2018
Knox,MO,3136,37,2018
Laclede,MO,27657,297,2018
Lafayette,MO,26081,288,2018
Lawrence,MO,29519,307,2018
Lewis,MO,8008,115,2018
Lincoln,MO,43049,360,2018
Linn,MO,9580,134,2018
Livingston,MO,12162,168,2018
McDonald,MO,17603,228,2018
Macon,MO,12067,167,2018
Madison,MO,9705,136,2018
Maries,MO,7263,102,2018
Marion,MO,22508,269,2018
Mercer,MO,2828,33,2018
Miller,MO,19795,246,2018
Mississippi,MO,11060,154,2018
Moniteau,MO,12372,169,2018
Monroe,MO,6956,96,2018
Montgomery,MO,9205,129,2018
Morgan,MO,16053,213,2018
New Madrid,MO,14109,192,2018
Newton,MO,45849,367,2018
Nodaway,MO,19303,241,2018
Oregon,MO,8598,123,2018
Osage,MO,10800,149,2018
Ozark,MO,7663,108,2018
Pemiscot,MO,13063,179,2018
Perry,MO,15100,204,2018
Pettis,MO,33088,326,2018
Phelps,MO,36548,340,2018
Pike,MO,14966,202,2018
Platte,MO,77929,414,2018
Polk,MO,25106,282,2018
Pulaski,MO,42298,358,2018
Putnam,MO,3846,47,2018
Ralls,MO,8274,118,2018
Randolph,MO,20086,248,2018
Ray,MO,18278,233,2018
Reynolds,MO,5237,69,2018
Ripley,MO,10861,151,2018
St. Charles,MO,307734,483,2018
St. Clair,MO,7741,109,2018
Ste. Genevieve,MO,14471,196,2018
St. Francois,MO,54059,385,2018
St. Louis,MO,256154,478,2018
Saline,MO,18420,235,2018
Schuyler,MO,3446,41,2018
Scotland,MO,3654,44,2018
Scott,MO,30572,313,2018
Shannon,MO,6627,90,2018
Shelby,MO,4777,61,2018
Stoddard,MO,23841,276,2018
Stone,MO,27071,294,2018
Sullivan,MO,5030,65,2018
Taney,MO,44488,364,2018
Texas,MO,20802,254,2018
Vernon,MO,16280,216,2018
Warren,MO,26569,291,2018
Washington,MO,19955,247,2018
Wayne,MO,10855,150,2018
Webster,MO,28748,303,2018
Worth,MO,1653,15,2018
Wright,MO,14214,193,2018
Beaverhead,MT,7960,114,2018
Big Horn,MT,9268,131,2018
