county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Autauga,AL,92.9,317,2019
Baldwin,AL,91.1,243,2019
Barbour,AL,88.7,152,2019
Bibb,AL,89.3,173,2019
Blount,AL,89.2,170,2019
Bullock,AL,88.6,148,2019
Butler,AL,91.3,252,2019
Calhoun,AL,90.5,217,2019
Chambers,AL,89.7,188,2019
Cherokee,AL,91.4,258,2019
Chilton,AL,87.0,107,2019
Choctaw,AL,89.7,188,2019
Clarke,AL,90.3,208,2019
Clay,AL,89.7,188,2019
Cleburne,AL,87.7,121,2019
Coffee,AL,90.2,205,2019
Colbert,AL,92.8,313,2019
Conecuh,AL,87.3,113,2019
Coosa,AL,92.0,281,2019
Covington,AL,88.9,160,2019
Crenshaw,AL,91.3,252,2019
Cullman,AL,88.9,160,2019
Dale,AL,88.4,141,2019
Dallas,AL,88.9,160,2019
DeKalb,AL,86.3,91,2019
Elmore,AL,92.6,305,2019
Escambia,AL,85.8,80,2019
Etowah,AL,89.4,176,2019
Fayette,AL,92.4,299,2019
Franklin,AL,88.3,139,2019
Geneva,AL,87.4,115,2019
Greene,AL,87.2,111,2019
Hale,AL,90.5,217,2019
Henry,AL,90.2,205,2019
Houston,AL,89.5,180,2019
Jackson,AL,90.5,217,2019
Jefferson,AL,90.8,230,2019
Lamar,AL,89.4,176,2019
Lauderdale,AL,91.0,239,2019
Lawrence,AL,90.9,234,2019
Lee,AL,92.2,290,2019
Limestone,AL,90.4,212,2019
Lowndes,AL,91.2,248,2019
Macon,AL,92.5,302,2019
Madison,AL,91.7,269,2019
Marengo,AL,91.2,248,2019
Marion,AL,91.3,252,2019
Marshall,AL,87.7,121,2019
Mobile,AL,88.8,156,2019
Monroe,AL,88.6,148,2019
Montgomery,AL,90.0,198,2019
Morgan,AL,90.4,212,2019
Perry,AL,90.7,226,2019
Pickens,AL,90.9,234,2019
Pike,AL,90.3,208,2019
Randolph,AL,90.9,234,2019
Russell,AL,88.5,145,2019
St. Clair,AL,91.5,262,2019
Shelby,AL,93.8,359,2019
Sumter,AL,87.5,116,2019
Talladega,AL,90.7,226,2019
Tallapoosa,AL,91.8,273,2019
Tuscaloosa,AL,92.8,313,2019
Walker,AL,88.2,136,2019
Washington,AL,90.6,221,2019
Wilcox,AL,89.1,166,2019
Winston,AL,87.7,121,2019
Aleutians East,AK,53.7,0,2019
Aleutians West,AK,82.5,38,2019
Anchorage,AK,88.8,156,2019
Bethel,AK,79.7,17,2019
Bristol Bay,AK,79.5,16,2019
Denali,AK,81.5,29,2019
Dillingham,AK,79.1,14,2019
Fairbanks North Star,AK,90.2,205,2019
Haines,AK,86.6,98,2019
Hoonah-Angoon,AK,75.3,7,2019
Juneau City,AK,89.5,180,2019
Kenai Peninsula,AK,84.0,55,2019
Ketchikan Gateway,AK,88.6,148,2019
Kodiak,AK,82.8,41,2019
Kusilvak,AK,80.1,19,2019
Lake and Peninsula,AK,66.6,1,2019
Matanuska-Susitna,AK,85.2,71,2019
Nome,AK,79.3,15,2019
North Slope,AK,81.4,28,2019
Northwest Arctic,AK,74.3,5,2019
Petersburg,AK,90.4,212,2019
Prince of Wales-Hyder,AK,75.3,7,2019
Sitka City,AK,83.7,50,2019
Skagway,AK,81.8,32,2019
Southeast Fairbanks,AK,82.9,42,2019
Valdez-Cordova,AK,80.8,23,2019
Wrangell City,AK,81.2,26,2019
Yakutat City,AK,76.3,7,2019
Yukon-Koyukuk,AK,72.9,4,2019
Apache,AZ,74.9,6,2019
Cochise,AZ,92.2,290,2019
Coconino,AZ,88.8,156,2019
Gila,AZ,90.0,198,2019
Graham,AZ,93.1,325,2019
Greenlee,AZ,95.4,450,2019
La Paz,AZ,85.3,73,2019
Maricopa,AZ,89.4,176,2019
Mohave,AZ,91.1,243,2019
Navajo,AZ,86.8,102,2019
Pima,AZ,90.8,230,2019
Pinal,AZ,91.2,248,2019
Santa Cruz,AZ,89.8,192,2019
Yavapai,AZ,90.2,205,2019
Yuma,AZ,87.3,113,2019
Arkansas,AR,93.2,330,2019
Ashley,AR,92.2,290,2019
Baxter,AR,94.8,417,2019
Benton,AR,91.1,243,2019
Boone,AR,93.1,325,2019
Bradley,AR,89.0,163,2019
Calhoun,AR,90.7,226,2019
Carroll,AR,88.9,160,2019
Chicot,AR,90.7,226,2019
Clark,AR,91.5,262,2019
Clay,AR,93.5,345,2019
Cleburne,AR,91.8,273,2019
Cleveland,AR,94.5,401,2019
Columbia,AR,92.9,317,2019
Conway,AR,93.2,330,2019
Craighead,AR,91.2,248,2019
Crawford,AR,91.9,277,2019
Crittenden,AR,91.6,266,2019
Cross,AR,92.3,295,2019
Dallas,AR,93.5,345,2019
Desha,AR,93.7,354,2019
Drew,AR,94.5,401,2019
Faulkner,AR,91.2,248,2019
Franklin,AR,94.5,401,2019
Fulton,AR,87.9,127,2019
Garland,AR,89.5,180,2019
Grant,AR,95.2,439,2019
Greene,AR,92.3,295,2019
Hempstead,AR,90.9,234,2019
Hot Spring,AR,92.9,317,2019
Howard,AR,91.4,258,2019
Independence,AR,91.3,252,2019
Izard,AR,93.8,359,2019
Jackson,AR,92.3,295,2019
Jefferson,AR,93.2,330,2019
Johnson,AR,88.9,160,2019
Lafayette,AR,91.8,273,2019
Lawrence,AR,93.4,340,2019
Lee,AR,92.8,313,2019
Lincoln,AR,92.6,305,2019
Little River,AR,93.8,359,2019
Logan,AR,93.4,340,2019
Lonoke,AR,92.4,299,2019
Madison,AR,89.7,188,2019
Marion,AR,94.3,389,2019
Miller,AR,90.6,221,2019
Mississippi,AR,92.6,305,2019
Monroe,AR,91.1,243,2019
Montgomery,AR,89.8,192,2019
Nevada,AR,90.6,221,2019
Newton,AR,95.0,428,2019
Ouachita,AR,92.9,317,2019
Perry,AR,94.9,423,2019
Phillips,AR,91.6,266,2019
Pike,AR,90.9,234,2019
Poinsett,AR,88.7,152,2019
Polk,AR,89.5,180,2019
Pope,AR,91.4,258,2019
Prairie,AR,92.2,290,2019
Pulaski,AR,92.1,285,2019
Randolph,AR,92.7,308,2019
St. Francis,AR,91.4,258,2019
Saline,AR,94.0,370,2019
Scott,AR,90.0,198,2019
Searcy,AR,93.5,345,2019
Sebastian,AR,89.6,183,2019
Sevier,AR,83.2,45,2019
Sharp,AR,93.7,354,2019
Stone,AR,92.4,299,2019
Union,AR,92.5,302,2019
Van Buren,AR,90.4,212,2019
Washington,AR,88.4,141,2019
White,AR,91.7,269,2019
Woodruff,AR,94.0,370,2019
Yell,AR,92.1,285,2019
Alameda,CA,95.6,459,2019
Alpine,CA,91.1,243,2019
Amador,CA,95.3,444,2019
Butte,CA,93.8,359,2019
Calaveras,CA,95.6,459,2019
Colusa,CA,90.2,205,2019
Contra Costa,CA,94.9,423,2019
Del Norte,CA,93.5,345,2019
El Dorado,CA,95.4,450,2019
Fresno,CA,91.7,269,2019
Glenn,CA,91.4,258,2019
Humboldt,CA,91.8,273,2019
Imperial,CA,92.0,281,2019
Inyo,CA,94.2,383,2019
Kern,CA,92.1,285,2019
Kings,CA,92.5,302,2019
Lake,CA,92.9,317,2019
Lassen,CA,95.6,459,2019
Los Angeles,CA,90.4,212,2019
Madera,CA,91.7,269,2019
Marin,CA,96.5,494,2019
Mariposa,CA,94.4,394,2019
Mendocino,CA,91.4,258,2019
Merced,CA,91.7,269,2019
Modoc,CA,87.5,116,2019
Mono,CA,83.9,53,2019
Monterey,CA,90.2,205,2019
Napa,CA,94.1,377,2019
Nevada,CA,93.5,345,2019
Orange,CA,92.4,299,2019
Placer,CA,96.0,476,2019
Plumas,CA,96.9,501,2019
Riverside,CA,91.2,248,2019
Sacramento,CA,94.5,401,2019
San Benito,CA,92.5,302,2019
San Bernardino,CA,91.6,266,2019
San Diego,CA,92.2,290,2019
San Francisco,CA,96.3,487,2019
San Joaquin,CA,93.6,348,2019
San Luis Obispo,CA,94.0,370,2019
San Mateo,CA,95.8,469,2019
Santa Barbara,CA,90.0,198,2019
Santa Clara,CA,95.7,464,2019
Santa Cruz,CA,94.9,423,2019
Shasta,CA,93.5,345,2019
Sierra,CA,91.2,248,2019
Siskiyou,CA,94.1,377,2019
Solano,CA,95.3,444,2019
Sonoma,CA,93.9,364,2019
Stanislaus,CA,94.3,389,2019
Sutter,CA,92.0,281,2019
Tehama,CA,93.7,354,2019
Trinity,CA,89.5,180,2019
Tulare,CA,91.9,277,2019
Tuolumne,CA,94.5,401,2019
Ventura,CA,91.2,248,2019
Yolo,CA,95.2,439,2019
Yuba,CA,92.8,313,2019
Adams,CO,89.9,194,2019
Alamosa,CO,87.8,124,2019
Arapahoe,CO,92.3,295,2019
Archuleta,CO,89.3,173,2019
Baca,CO,93.2,330,2019
Bent,CO,91.2,248,2019
Boulder,CO,95.4,450,2019
Broomfield,CO,95.7,464,2019
Chaffee,CO,90.0,198,2019
Cheyenne,CO,88.3,139,2019
Clear Creek,CO,90.1,201,2019
Conejos,CO,89.5,180,2019
Costilla,CO,88.5,145,2019
Crowley,CO,93.8,359,2019
Custer,CO,83.8,51,2019
Delta,CO,91.5,262,2019
Denver,CO,90.7,226,2019
Dolores,CO,94.7,412,2019
Douglas,CO,97.2,505,2019
Eagle,CO,86.5,96,2019
Elbert,CO,94.7,412,2019
El Paso,CO,92.8,313,2019
Fremont,CO,93.1,325,2019
Garfield,CO,84.0,55,2019
Gilpin,CO,94.3,389,2019
Grand,CO,86.9,104,2019
Gunnison,CO,90.5,217,2019
Hinsdale,CO,90.0,198,2019
Huerfano,CO,90.4,212,2019
Jackson,CO,93.9,364,2019
Jefferson,CO,94.5,401,2019
Kiowa,CO,93.7,354,2019
Kit Carson,CO,90.9,234,2019
Lake,CO,86.0,85,2019
La Plata,CO,91.6,266,2019
Larimer,CO,94.1,377,2019
Las Animas,CO,91.5,262,2019
Lincoln,CO,91.9,277,2019
Logan,CO,90.8,230,2019
Mesa,CO,90.3,208,2019
Mineral,CO,90.9,234,2019
Moffat,CO,84.4,59,2019
Montezuma,CO,87.9,127,2019
Montrose,CO,89.4,176,2019
Morgan,CO,91.0,239,2019
Otero,CO,89.7,188,2019
Ouray,CO,90.0,198,2019
Park,CO,91.1,243,2019
Phillips,CO,85.7,78,2019
Pitkin,CO,90.1,201,2019
Prowers,CO,90.0,198,2019
Pueblo,CO,93.3,336,2019
Rio Blanco,CO,91.6,266,2019
Rio Grande,CO,89.2,170,2019
Routt,CO,92.7,308,2019
Saguache,CO,86.7,100,2019
San Juan,CO,91.2,248,2019
San Miguel,CO,91.3,252,2019
Sedgwick,CO,91.0,239,2019
Summit,CO,83.4,48,2019
Teller,CO,91.4,258,2019
Washington,CO,95.3,444,2019
Weld,CO,92.1,285,2019
Yuma,CO,91.0,239,2019
Fairfield,CT,91.6,266,2019
Hartford,CT,95.9,472,2019
Litchfield,CT,96.1,480,2019
Middlesex,CT,96.8,499,2019
New Haven,CT,95.0,428,2019
New London,CT,96.0,476,2019
Tolland,CT,97.4,507,2019
Windham,CT,95.9,472,2019
Kent,DE,92.9,317,2019
New Castle,DE,95.1,434,2019
Sussex,DE,93.3,336,2019
District of,,96.3,487,2019
Alachua,FL,91.6,266,2019
Baker,FL,90.0,198,2019
Bay,FL,86.9,104,2019
Bradford,FL,88.7,152,2019
Brevard,FL,89.8,192,2019
Broward,FL,85.8,80,2019
Calhoun,FL,83.5,49,2019
Charlotte,FL,89.6,183,2019
Citrus,FL,89.8,192,2019
Clay,FL,89.7,188,2019
Collier,FL,84.6,61,2019
Columbia,FL,87.5,116,2019
DeSoto,FL,80.8,23,2019
Dixie,FL,83.8,51,2019
Duval,FL,88.2,136,2019
Escambia,FL,89.7,188,2019
Flagler,FL,86.6,98,2019
Franklin,FL,81.7,31,2019
Gadsden,FL,85.9,82,2019
Gilchrist,FL,82.4,37,2019
Glades,FL,75.9,7,2019
Gulf,FL,89.6,183,2019
Hamilton,FL,86.3,91,2019
Hardee,FL,88.3,139,2019
Hendry,FL,74.4,6,2019
Hernando,FL,87.8,124,2019
Highlands,FL,88.9,160,2019
Hillsborough,FL,87.4,115,2019
Holmes,FL,82.3,37,2019
Indian River,FL,88.2,136,2019
Jackson,FL,88.7,152,2019
Jefferson,FL,92.7,308,2019
Lafayette,FL,83.4,48,2019
Lake,FL,89.7,188,2019
Lee,FL,86.7,100,2019
Leon,FL,91.9,277,2019
Levy,FL,84.8,65,2019
Liberty,FL,84.8,65,2019
Madison,FL,87.3,113,2019
Manatee,FL,87.8,124,2019
Marion,FL,88.6,148,2019
Martin,FL,89.6,183,2019
Miami-Dade,FL,83.2,45,2019
Monroe,FL,81.8,32,2019
Nassau,FL,89.5,180,2019
Okaloosa,FL,88.3,139,2019
Okeechobee,FL,83.9,53,2019
Orange,FL,86.7,100,2019
Osceola,FL,85.5,76,2019
Palm Beach,FL,87.0,107,2019
Pasco,FL,88.5,145,2019
Pinellas,FL,89.1,166,2019
Polk,FL,87.3,113,2019
Putnam,FL,84.0,55,2019
St. Johns,FL,92.0,281,2019
St. Lucie,FL,86.3,91,2019
Santa Rosa,FL,90.7,226,2019
Sarasota,FL,89.0,163,2019
Seminole,FL,90.5,217,2019
Sumter,FL,94.4,394,2019
Suwannee,FL,86.1,87,2019
Taylor,FL,90.4,212,2019
Union,FL,89.2,170,2019
Volusia,FL,88.5,145,2019
Wakulla,FL,91.1,243,2019
Walton,FL,87.1,109,2019
Washington,FL,87.2,111,2019
Appling,GA,84.6,61,2019
Atkinson,GA,77.4,10,2019
Bacon,GA,79.4,16,2019
Baker,GA,88.4,141,2019
Baldwin,GA,88.1,132,2019
Banks,GA,84.7,63,2019
Barrow,GA,85.6,77,2019
Bartow,GA,85.1,70,2019
Ben Hill,GA,82.2,36,2019
Berrien,GA,77.3,10,2019
Bibb,GA,87.1,109,2019
Bleckley,GA,90.5,217,2019
Brantley,GA,85.3,73,2019
Brooks,GA,81.9,33,2019
Bryan,GA,89.4,176,2019
Bulloch,GA,86.7,100,2019
Burke,GA,87.7,121,2019
Butts,GA,89.0,163,2019
Calhoun,GA,83.0,43,2019
Camden,GA,87.8,124,2019
Candler,GA,78.1,11,2019
Carroll,GA,87.7,121,2019
Catoosa,GA,88.5,145,2019
Charlton,GA,80.0,18,2019
Chatham,GA,85.8,80,2019
Chattahoochee,GA,93.8,359,2019
Chattooga,GA,85.8,80,2019
Cherokee,GA,89.2,170,2019
Clarke,GA,86.5,96,2019
Clay,GA,84.0,55,2019
Clayton,GA,81.6,30,2019
Clinch,GA,80.6,22,2019
Cobb,GA,87.7,121,2019
Coffee,GA,81.4,28,2019
Colquitt,GA,78.9,14,2019
Columbia,GA,92.1,285,2019
Cook,GA,82.0,34,2019
Coweta,GA,90.3,208,2019
Crawford,GA,87.0,107,2019
Crisp,GA,84.3,58,2019
Dade,GA,87.7,121,2019
Dawson,GA,87.9,127,2019
Decatur,GA,81.6,30,2019
DeKalb,GA,86.0,85,2019
Dodge,GA,89.5,180,2019
Dooly,GA,83.3,46,2019
Dougherty,GA,83.5,49,2019
Douglas,GA,87.1,109,2019
Early,GA,83.2,45,2019
Echols,GA,76.5,8,2019
Effingham,GA,91.1,243,2019
Elbert,GA,86.8,102,2019
Emanuel,GA,82.3,37,2019
Evans,GA,83.1,44,2019
Fannin,GA,86.1,87,2019
Fayette,GA,92.8,313,2019
Floyd,GA,86.5,96,2019
Forsyth,GA,91.2,248,2019
Franklin,GA,85.3,73,2019
Fulton,GA,89.7,188,2019
Gilmer,GA,80.1,19,2019
Glascock,GA,92.8,313,2019
Glynn,GA,85.9,82,2019
Gordon,GA,84.7,63,2019
Grady,GA,81.3,27,2019
Greene,GA,85.0,68,2019
Gwinnett,GA,83.5,49,2019
Habersham,GA,84.1,56,2019
Hall,GA,82.7,40,2019
Hancock,GA,89.1,166,2019
Haralson,GA,87.7,121,2019
Harris,GA,93.2,330,2019
Hart,GA,87.9,127,2019
Heard,GA,88.1,132,2019
Henry,GA,89.7,188,2019
Houston,GA,88.4,141,2019
Irwin,GA,81.6,30,2019
Jackson,GA,88.2,136,2019
Jasper,GA,87.8,124,2019
Jeff Davis,GA,81.6,30,2019
Jefferson,GA,85.2,71,2019
Jenkins,GA,83.1,44,2019
Johnson,GA,86.1,87,2019
Jones,GA,90.1,201,2019
Lamar,GA,87.4,115,2019
Lanier,GA,85.4,74,2019
Laurens,GA,88.6,148,2019
Lee,GA,90.0,198,2019
Liberty,GA,88.8,156,2019
Lincoln,GA,87.6,118,2019
Long,GA,84.6,61,2019
Lowndes,GA,85.1,70,2019
Lumpkin,GA,88.4,141,2019
McDuffie,GA,87.9,127,2019
McIntosh,GA,85.1,70,2019
Macon,GA,81.3,27,2019
Madison,GA,84.9,67,2019
Marion,GA,89.3,173,2019
Meriwether,GA,86.2,89,2019
Miller,GA,84.8,65,2019
Mitchell,GA,82.8,41,2019
Monroe,GA,88.0,129,2019
Montgomery,GA,85.4,74,2019
Morgan,GA,88.8,156,2019
Murray,GA,85.4,74,2019
Muscogee,GA,88.5,145,2019
Newton,GA,87.0,107,2019
Oconee,GA,93.3,336,2019
Oglethorpe,GA,87.8,124,2019
Paulding,GA,88.5,145,2019
Peach,GA,87.1,109,2019
Pickens,GA,89.4,176,2019
Pierce,GA,84.2,57,2019
Pike,GA,86.9,104,2019
Polk,GA,84.3,58,2019
Pulaski,GA,85.7,78,2019
Putnam,GA,86.0,85,2019
Quitman,GA,76.4,8,2019
Rabun,GA,82.6,39,2019
Randolph,GA,86.7,100,2019
Richmond,GA,87.0,107,2019
Rockdale,GA,86.3,91,2019
Schley,GA,85.8,80,2019
Screven,GA,86.5,96,2019
Seminole,GA,84.0,55,2019
Spalding,GA,85.5,76,2019
Stephens,GA,86.5,96,2019
Stewart,GA,83.7,50,2019
Sumter,GA,88.1,132,2019
Talbot,GA,85.0,68,2019
Taliaferro,GA,88.9,160,2019
Tattnall,GA,86.0,85,2019
Taylor,GA,82.5,38,2019
Telfair,GA,90.2,205,2019
Terrell,GA,83.3,46,2019
Thomas,GA,85.1,70,2019
Tift,GA,81.2,26,2019
Toombs,GA,81.7,31,2019
Towns,GA,88.1,132,2019
Treutlen,GA,79.8,18,2019
Troup,GA,88.2,136,2019
Turner,GA,87.1,109,2019
Twiggs,GA,90.4,212,2019
Union,GA,87.3,113,2019
Upson,GA,88.2,136,2019
Walker,GA,87.7,121,2019
Walton,GA,88.3,139,2019
Ware,GA,83.7,50,2019
Warren,GA,87.0,107,2019
Washington,GA,88.7,152,2019
Wayne,GA,84.9,67,2019
Webster,GA,91.8,273,2019
Wheeler,GA,78.5,13,2019
White,GA,88.9,160,2019
Whitfield,GA,83.4,48,2019
Wilcox,GA,83.0,43,2019
Wilkes,GA,85.3,73,2019
Wilkinson,GA,90.2,205,2019
Worth,GA,81.6,30,2019
Hawaii,HI,95.1,434,2019
Honolulu,HI,96.7,498,2019
Kalawao,HI,100.0,511,2019
Kauai,HI,95.0,428,2019
Maui,HI,95.0,428,2019
Ada,ID,91.7,269,2019
Adams,ID,88.0,129,2019
Bannock,ID,91.2,248,2019
Bear Lake,ID,94.3,389,2019
Benewah,ID,88.6,148,2019
Bingham,ID,89.5,180,2019
Blaine,ID,87.2,111,2019
Boise,ID,88.7,152,2019
Bonner,ID,89.7,188,2019
Bonneville,ID,91.7,269,2019
Boundary,ID,83.1,44,2019
Butte,ID,84.5,60,2019
Camas,ID,87.9,127,2019
Canyon,ID,86.4,93,2019
Caribou,ID,92.3,295,2019
Cassia,ID,86.5,96,2019
Clark,ID,69.6,2,2019
Clearwater,ID,88.3,139,2019
Custer,ID,90.8,230,2019
Elmore,ID,86.2,89,2019
Franklin,ID,89.1,166,2019
Fremont,ID,88.0,129,2019
Gem,ID,82.7,40,2019
Gooding,ID,83.9,53,2019
Idaho,ID,89.1,166,2019
Jefferson,ID,91.1,243,2019
Jerome,ID,81.4,28,2019
Kootenai,ID,90.3,208,2019
Latah,ID,93.5,345,2019
Lemhi,ID,88.3,139,2019
Lewis,ID,84.9,67,2019
Lincoln,ID,78.4,12,2019
Madison,ID,94.1,377,2019
Minidoka,ID,81.8,32,2019
Nez Perce,ID,89.9,194,2019
Oneida,ID,92.3,295,2019
Owyhee,ID,78.4,12,2019
Payette,ID,87.5,116,2019
Power,ID,85.7,78,2019
Shoshone,ID,85.1,70,2019
Teton,ID,93.2,330,2019
Twin Falls,ID,88.0,129,2019
Valley,ID,88.6,148,2019
Washington,ID,85.0,68,2019
Adams,IL,95.3,444,2019
Alexander,IL,92.3,295,2019
Bond,IL,94.3,389,2019
Boone,IL,94.0,370,2019
Brown,IL,93.7,354,2019
Bureau,IL,95.4,450,2019
Calhoun,IL,98.6,511,2019
Carroll,IL,93.9,364,2019
Cass,IL,94.5,401,2019
Champaign,IL,96.0,476,2019
Christian,IL,95.7,464,2019
Clark,IL,95.3,444,2019
Clay,IL,93.6,348,2019
Clinton,IL,96.2,484,2019
Coles,IL,93.9,364,2019
Cook,IL,91.2,248,2019
Crawford,IL,93.9,364,2019
Cumberland,IL,94.7,412,2019
DeKalb,IL,94.7,412,2019
De Witt,IL,95.8,469,2019
Douglas,IL,85.3,73,2019
DuPage,IL,94.7,412,2019
Edgar,IL,95.1,434,2019
Edwards,IL,93.8,359,2019
Effingham,IL,95.3,444,2019
Fayette,IL,91.8,273,2019
Ford,IL,95.0,428,2019
Franklin,IL,93.7,354,2019
Fulton,IL,93.8,359,2019
Gallatin,IL,97.0,503,2019
Greene,IL,94.1,377,2019
Grundy,IL,96.3,487,2019
Hamilton,IL,94.6,406,2019
Hancock,IL,97.0,503,2019
Hardin,IL,91.9,277,2019
Henderson,IL,94.2,383,2019
Henry,IL,95.5,454,2019
Iroquois,IL,94.2,383,2019
Jackson,IL,93.6,348,2019
Jasper,IL,93.4,340,2019
Jefferson,IL,94.1,377,2019
Jersey,IL,95.8,469,2019
Jo Daviess,IL,94.9,423,2019
Johnson,IL,96.0,476,2019
Kane,IL,91.7,269,2019
