county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Autauga,AL,95.7,506,2019
Baldwin,AL,91.34,405,2019
Barbour,AL,91.34,405,2019
Bibb,AL,91.86,427,2019
Blount,AL,91.86,427,2019
Bullock,AL,95.7,506,2019
Butler,AL,91.34,405,2019
Calhoun,AL,91.86,427,2019
Chambers,AL,95.7,506,2019
Cherokee,AL,89.71,335,2019
Chilton,AL,91.86,427,2019
Choctaw,AL,95.7,506,2019
Clarke,AL,91.34,405,2019
Clay,AL,91.86,427,2019
Cleburne,AL,91.86,427,2019
Coffee,AL,91.34,405,2019
Colbert,AL,89.71,335,2019
Conecuh,AL,91.34,405,2019
Coosa,AL,91.86,427,2019
Covington,AL,91.34,405,2019
Crenshaw,AL,91.34,405,2019
Cullman,AL,89.71,335,2019
Dale,AL,91.34,405,2019
Dallas,AL,95.7,506,2019
DeKalb,AL,89.71,335,2019
Elmore,AL,95.7,506,2019
Escambia,AL,91.34,405,2019
Etowah,AL,89.71,335,2019
Fayette,AL,89.71,335,2019
Franklin,AL,89.71,335,2019
Geneva,AL,91.34,405,2019
Greene,AL,95.7,506,2019
Hale,AL,95.7,506,2019
Henry,AL,91.34,405,2019
Houston,AL,91.34,405,2019
Jackson,AL,89.71,335,2019
Jefferson,AL,91.86,427,2019
Lamar,AL,89.71,335,2019
Lauderdale,AL,89.71,335,2019
Lawrence,AL,89.71,335,2019
Lee,AL,95.7,506,2019
Limestone,AL,89.71,335,2019
Lowndes,AL,95.7,506,2019
Macon,AL,95.7,506,2019
Madison,AL,89.71,335,2019
Marengo,AL,95.7,506,2019
Marion,AL,89.71,335,2019
Marshall,AL,89.71,335,2019
Mobile,AL,91.34,405,2019
Monroe,AL,91.34,405,2019
Montgomery,AL,95.7,506,2019
Morgan,AL,89.71,335,2019
Perry,AL,95.7,506,2019
Pickens,AL,91.86,427,2019
Pike,AL,95.7,506,2019
Randolph,AL,91.86,427,2019
Russell,AL,95.7,506,2019
St. Clair,AL,91.86,427,2019
Shelby,AL,91.86,427,2019
Sumter,AL,95.7,506,2019
Talladega,AL,91.86,427,2019
Tallapoosa,AL,95.7,506,2019
Tuscaloosa,AL,91.86,427,2019
Walker,AL,89.71,335,2019
Washington,AL,91.34,405,2019
Wilcox,AL,95.7,506,2019
Winston,AL,89.71,335,2019
Aleutians East,AK,89.12,293,2019
Aleutians West,AK,89.12,293,2019
Anchorage,AK,86.73,156,2019
Bethel,AK,87.58,188,2019
Bristol Bay,AK,89.12,293,2019
Denali,AK,87.58,188,2019
Dillingham,AK,89.12,293,2019
Fairbanks North Star,AK,87.58,188,2019
Haines,AK,94.82,497,2019
Hoonah-Angoon,AK,94.82,497,2019
Juneau City,AK,94.82,497,2019
Kenai Peninsula,AK,89.12,293,2019
Ketchikan Gateway,AK,94.82,497,2019
Kodiak,AK,89.12,293,2019
Kusilvak,AK,87.58,188,2019
Lake and Peninsula,AK,89.12,293,2019
Matanuska-Susitna,AK,89.12,293,2019
Nome,AK,87.58,188,2019
North Slope,AK,87.58,188,2019
Northwest Arctic,AK,87.58,188,2019
Petersburg,AK,94.82,497,2019
Prince of Wales-Hyder,AK,94.82,497,2019
Sitka City,AK,94.82,497,2019
Skagway,AK,94.82,497,2019
Southeast Fairbanks,AK,87.58,188,2019
Valdez-Cordova,AK,89.12,293,2019
Wrangell City,AK,94.82,497,2019
Yakutat City,AK,94.82,497,2019
Yukon-Koyukuk,AK,87.58,188,2019
Apache,AZ,88.35,240,2019
Cochise,AZ,89.36,319,2019
Coconino,AZ,88.35,240,2019
Gila,AZ,89.36,319,2019
Graham,AZ,89.36,319,2019
Greenlee,AZ,89.36,319,2019
La Paz,AZ,89.36,319,2019
Maricopa,AZ,90.68,377,2019
Mohave,AZ,88.35,240,2019
Navajo,AZ,88.35,240,2019
Pima,AZ,87.15,166,2019
Pinal,AZ,89.36,319,2019
Santa Cruz,AZ,89.36,319,2019
Yavapai,AZ,88.35,240,2019
Yuma,AZ,89.36,319,2019
Arkansas,AR,82.97,37,2019
Ashley,AR,82.97,37,2019
Baxter,AR,88.48,245,2019
Benton,AR,84.62,64,2019
Boone,AR,88.48,245,2019
Bradley,AR,82.97,37,2019
Calhoun,AR,89.82,340,2019
Carroll,AR,84.62,64,2019
Chicot,AR,82.97,37,2019
Clark,AR,86.48,137,2019
Clay,AR,92.99,461,2019
Cleburne,AR,88.48,245,2019
Cleveland,AR,82.97,37,2019
Columbia,AR,89.82,340,2019
Conway,AR,86.48,137,2019
Craighead,AR,92.99,461,2019
Crawford,AR,86.86,162,2019
Crittenden,AR,92.99,461,2019
Cross,AR,92.99,461,2019
Dallas,AR,89.82,340,2019
Desha,AR,82.97,37,2019
Drew,AR,82.97,37,2019
Faulkner,AR,86.48,137,2019
Franklin,AR,86.86,162,2019
Fulton,AR,88.48,245,2019
Garland,AR,86.48,137,2019
Grant,AR,82.97,37,2019
Greene,AR,92.99,461,2019
Hempstead,AR,89.82,340,2019
Hot Spring,AR,86.48,137,2019
Howard,AR,89.82,340,2019
Independence,AR,88.48,245,2019
Izard,AR,88.48,245,2019
Jackson,AR,88.48,245,2019
Jefferson,AR,82.97,37,2019
Johnson,AR,86.48,137,2019
Lafayette,AR,89.82,340,2019
Lawrence,AR,92.99,461,2019
Lee,AR,92.99,461,2019
Lincoln,AR,82.97,37,2019
Little River,AR,89.82,340,2019
Logan,AR,86.86,162,2019
Lonoke,AR,88.53,246,2019
Madison,AR,84.62,64,2019
Marion,AR,88.48,245,2019
Miller,AR,89.82,340,2019
Mississippi,AR,92.99,461,2019
Monroe,AR,92.99,461,2019
Montgomery,AR,86.48,137,2019
Nevada,AR,89.82,340,2019
Newton,AR,88.48,245,2019
Ouachita,AR,89.82,340,2019
Perry,AR,86.48,137,2019
Phillips,AR,92.99,461,2019
Pike,AR,86.48,137,2019
Poinsett,AR,92.99,461,2019
Polk,AR,86.86,162,2019
Pope,AR,86.48,137,2019
Prairie,AR,88.53,246,2019
Pulaski,AR,88.53,246,2019
Randolph,AR,92.99,461,2019
St. Francis,AR,92.99,461,2019
Saline,AR,88.53,246,2019
Scott,AR,86.86,162,2019
Searcy,AR,88.48,245,2019
Sebastian,AR,86.86,162,2019
Sevier,AR,89.82,340,2019
Sharp,AR,88.48,245,2019
Stone,AR,88.48,245,2019
Union,AR,89.82,340,2019
Van Buren,AR,88.48,245,2019
Washington,AR,84.62,64,2019
White,AR,88.48,245,2019
Woodruff,AR,88.48,245,2019
Yell,AR,86.48,137,2019
Alameda,CA,91.32,402,2019
Alpine,CA,87.54,186,2019
Amador,CA,87.54,186,2019
Butte,CA,87.25,179,2019
Calaveras,CA,87.54,186,2019
Colusa,CA,87.25,179,2019
Contra Costa,CA,89.13,293,2019
Del Norte,CA,87.25,179,2019
El Dorado,CA,87.67,192,2019
Fresno,CA,87.38,179,2019
Glenn,CA,87.25,179,2019
Humboldt,CA,87.25,179,2019
Imperial,CA,91.29,398,2019
Inyo,CA,87.97,213,2019
Kern,CA,87.97,213,2019
Kings,CA,87.97,213,2019
Lake,CA,87.25,179,2019
Lassen,CA,87.25,179,2019
Los Angeles,CA,92.09,427,2019
Madera,CA,90.22,354,2019
Marin,CA,82.74,28,2019
Mariposa,CA,90.22,354,2019
Mendocino,CA,87.25,179,2019
Merced,CA,90.22,354,2019
Modoc,CA,87.25,179,2019
Mono,CA,87.54,186,2019
Monterey,CA,89.79,335,2019
Napa,CA,82.74,28,2019
Nevada,CA,87.67,192,2019
Orange,CA,90,349,2019
Placer,CA,87.67,192,2019
Plumas,CA,87.25,179,2019
Riverside,CA,91.29,398,2019
Sacramento,CA,85.76,92,2019
San Benito,CA,89.79,335,2019
San Bernardino,CA,87.91,212,2019
San Diego,CA,90.33,358,2019
San Francisco,CA,100,511,2019
San Joaquin,CA,87.54,186,2019
San Luis Obispo,CA,89.79,335,2019
San Mateo,CA,93.16,469,2019
Santa Barbara,CA,87.66,191,2019
Santa Clara,CA,89.83,343,2019
Santa Cruz,CA,89.79,335,2019
Shasta,CA,87.25,179,2019
Sierra,CA,87.25,179,2019
Siskiyou,CA,87.25,179,2019
Solano,CA,82.74,28,2019
Sonoma,CA,82.74,28,2019
Stanislaus,CA,90.22,354,2019
Sutter,CA,87.67,192,2019
Tehama,CA,87.25,179,2019
Trinity,CA,87.25,179,2019
Tulare,CA,87.97,213,2019
Tuolumne,CA,87.54,186,2019
Ventura,CA,87.66,191,2019
Yolo,CA,87.67,192,2019
Yuba,CA,87.67,192,2019
Adams,CO,86.73,156,2019
Alamosa,CO,88.33,239,2019
Arapahoe,CO,86.73,156,2019
Archuleta,CO,89.84,348,2019
Baca,CO,88.33,239,2019
Bent,CO,88.33,239,2019
Boulder,CO,86.73,156,2019
Broomfield,CO,86.73,156,2019
Chaffee,CO,89.84,348,2019
Cheyenne,CO,88.75,261,2019
Clear Creek,CO,86.73,156,2019
Conejos,CO,88.33,239,2019
Costilla,CO,88.33,239,2019
Crowley,CO,88.33,239,2019
Custer,CO,89.84,348,2019
Delta,CO,89.84,348,2019
Denver,CO,86.73,156,2019
Dolores,CO,89.84,348,2019
Douglas,CO,86.73,156,2019
Eagle,CO,89.84,348,2019
Elbert,CO,88.75,261,2019
El Paso,CO,89.84,348,2019
Fremont,CO,89.84,348,2019
Garfield,CO,89.84,348,2019
Gilpin,CO,86.73,156,2019
Grand,CO,89.84,348,2019
Gunnison,CO,89.84,348,2019
Hinsdale,CO,89.84,348,2019
Huerfano,CO,88.33,239,2019
Jackson,CO,89.84,348,2019
Jefferson,CO,86.73,156,2019
Kiowa,CO,88.33,239,2019
Kit Carson,CO,88.75,261,2019
Lake,CO,89.84,348,2019
La Plata,CO,89.84,348,2019
Larimer,CO,88.75,261,2019
Las Animas,CO,88.33,239,2019
Lincoln,CO,88.75,261,2019
Logan,CO,88.75,261,2019
Mesa,CO,89.84,348,2019
Mineral,CO,88.33,239,2019
Moffat,CO,89.84,348,2019
Montezuma,CO,89.84,348,2019
Montrose,CO,89.84,348,2019
Morgan,CO,88.75,261,2019
Otero,CO,88.33,239,2019
Ouray,CO,89.84,348,2019
Park,CO,89.84,348,2019
Phillips,CO,88.75,261,2019
Pitkin,CO,89.84,348,2019
Prowers,CO,88.33,239,2019
Pueblo,CO,88.33,239,2019
Rio Blanco,CO,89.84,348,2019
Rio Grande,CO,88.33,239,2019
Routt,CO,89.84,348,2019
Saguache,CO,88.33,239,2019
San Juan,CO,89.84,348,2019
San Miguel,CO,89.84,348,2019
Sedgwick,CO,88.75,261,2019
Summit,CO,89.84,348,2019
Teller,CO,89.84,348,2019
Washington,CO,88.75,261,2019
Weld,CO,88.75,261,2019
Yuma,CO,88.75,261,2019
Fairfield,CT,87.54,186,2019
Hartford,CT,87.54,186,2019
Litchfield,CT,87.54,186,2019
Middlesex,CT,87.54,186,2019
New Haven,CT,87.54,186,2019
New London,CT,87.54,186,2019
Tolland,CT,87.54,186,2019
Windham,CT,87.54,186,2019
Kent,DE,77.45,13,2019
New Castle,DE,77.45,13,2019
Sussex,DE,77.45,13,2019
District of,,94.35,490,2019
Alachua,FL,89.12,293,2019
Baker,FL,89.12,293,2019
Bay,FL,87.87,210,2019
Bradford,FL,89.12,293,2019
Brevard,FL,86.04,109,2019
Broward,FL,92.64,458,2019
Calhoun,FL,87.87,210,2019
Charlotte,FL,86.27,127,2019
Citrus,FL,87.85,209,2019
Clay,FL,88.97,281,2019
Collier,FL,86.27,127,2019
Columbia,FL,89.12,293,2019
DeSoto,FL,90.87,391,2019
Dixie,FL,89.12,293,2019
Duval,FL,88.97,281,2019
Escambia,FL,87.42,181,2019
Flagler,FL,89.62,331,2019
Franklin,FL,90.75,381,2019
Gadsden,FL,90.75,381,2019
Gilchrist,FL,89.12,293,2019
Glades,FL,86.27,127,2019
Gulf,FL,87.87,210,2019
Hamilton,FL,89.12,293,2019
Hardee,FL,87.69,193,2019
Hendry,FL,86.27,127,2019
Hernando,FL,87.85,209,2019
Highlands,FL,87.69,193,2019
Hillsborough,FL,88.39,241,2019
Holmes,FL,87.87,210,2019
Indian River,FL,88,213,2019
Jackson,FL,87.87,210,2019
Jefferson,FL,90.75,381,2019
Lafayette,FL,89.12,293,2019
Lake,FL,87.85,209,2019
Lee,FL,86.27,127,2019
Leon,FL,90.75,381,2019
Levy,FL,89.12,293,2019
Liberty,FL,90.75,381,2019
Madison,FL,90.75,381,2019
Manatee,FL,90.87,391,2019
Marion,FL,87.85,209,2019
Martin,FL,88,213,2019
Miami-Dade,FL,97.93,511,2019
Monroe,FL,97.93,511,2019
Nassau,FL,88.97,281,2019
Okaloosa,FL,87.42,181,2019
Okeechobee,FL,88,213,2019
Orange,FL,90.11,352,2019
Osceola,FL,90.11,352,2019
Palm Beach,FL,86.25,122,2019
Pasco,FL,86.52,140,2019
Pinellas,FL,86.52,140,2019
Polk,FL,87.69,193,2019
Putnam,FL,89.62,331,2019
St. Johns,FL,89.62,331,2019
St. Lucie,FL,88,213,2019
Santa Rosa,FL,87.42,181,2019
Sarasota,FL,90.87,391,2019
Seminole,FL,86.04,109,2019
Sumter,FL,87.85,209,2019
Suwannee,FL,89.12,293,2019
Taylor,FL,90.75,381,2019
Union,FL,89.12,293,2019
Volusia,FL,89.62,331,2019
Wakulla,FL,90.75,381,2019
Walton,FL,87.42,181,2019
Washington,FL,87.87,210,2019
Appling,GA,87.8,199,2019
Atkinson,GA,87.8,199,2019
Bacon,GA,87.8,199,2019
Baker,GA,91.3,402,2019
Baldwin,GA,88.24,229,2019
Banks,GA,88.24,229,2019
Barrow,GA,88.24,229,2019
Bartow,GA,88.24,229,2019
Ben Hill,GA,91.3,402,2019
Berrien,GA,91.3,402,2019
Bibb,GA,88.24,229,2019
Bleckley,GA,87.8,199,2019
Brantley,GA,87.8,199,2019
Brooks,GA,91.3,402,2019
Bryan,GA,87.8,199,2019
Bulloch,GA,87.8,199,2019
Burke,GA,88.24,229,2019
Butts,GA,86.56,145,2019
Calhoun,GA,91.3,402,2019
Camden,GA,87.8,199,2019
Candler,GA,87.8,199,2019
Carroll,GA,86.56,145,2019
Catoosa,GA,88.24,229,2019
Charlton,GA,87.8,199,2019
Chatham,GA,87.8,199,2019
Chattahoochee,GA,86.56,145,2019
Chattooga,GA,88.24,229,2019
Cherokee,GA,88.24,229,2019
Clarke,GA,88.24,229,2019
Clay,GA,86.56,145,2019
Clayton,GA,88.89,273,2019
Clinch,GA,87.8,199,2019
Cobb,GA,88.24,229,2019
Coffee,GA,87.8,199,2019
Colquitt,GA,91.3,402,2019
Columbia,GA,88.24,229,2019
Cook,GA,91.3,402,2019
Coweta,GA,86.56,145,2019
Crawford,GA,86.56,145,2019
Crisp,GA,86.56,145,2019
Dade,GA,88.24,229,2019
Dawson,GA,88.24,229,2019
Decatur,GA,91.3,402,2019
DeKalb,GA,88.89,273,2019
Dodge,GA,87.8,199,2019
Dooly,GA,86.56,145,2019
Dougherty,GA,91.3,402,2019
Douglas,GA,88.24,229,2019
Early,GA,91.3,402,2019
Echols,GA,91.3,402,2019
Effingham,GA,87.8,199,2019
Elbert,GA,88.24,229,2019
Emanuel,GA,88.24,229,2019
Evans,GA,87.8,199,2019
Fannin,GA,88.24,229,2019
Fayette,GA,86.56,145,2019
Floyd,GA,88.24,229,2019
Forsyth,GA,88.24,229,2019
Franklin,GA,88.24,229,2019
Fulton,GA,88.89,273,2019
Gilmer,GA,88.24,229,2019
Glascock,GA,88.24,229,2019
Glynn,GA,87.8,199,2019
Gordon,GA,88.24,229,2019
Grady,GA,91.3,402,2019
Greene,GA,88.24,229,2019
Gwinnett,GA,88.89,273,2019
Habersham,GA,88.24,229,2019
Hall,GA,88.24,229,2019
Hancock,GA,88.24,229,2019
Haralson,GA,88.24,229,2019
Harris,GA,86.56,145,2019
Hart,GA,88.24,229,2019
Heard,GA,86.56,145,2019
Henry,GA,86.56,145,2019
Houston,GA,86.56,145,2019
Irwin,GA,91.3,402,2019
Jackson,GA,88.24,229,2019
Jasper,GA,88.24,229,2019
Jeff Davis,GA,87.8,199,2019
Jefferson,GA,88.24,229,2019
Jenkins,GA,88.24,229,2019
Johnson,GA,87.8,199,2019
Jones,GA,88.24,229,2019
Lamar,GA,86.56,145,2019
Lanier,GA,91.3,402,2019
Laurens,GA,87.8,199,2019
Lee,GA,91.3,402,2019
Liberty,GA,87.8,199,2019
Lincoln,GA,88.24,229,2019
Long,GA,87.8,199,2019
Lowndes,GA,91.3,402,2019
Lumpkin,GA,88.24,229,2019
McDuffie,GA,88.24,229,2019
McIntosh,GA,87.8,199,2019
Macon,GA,86.56,145,2019
Madison,GA,88.24,229,2019
Marion,GA,86.56,145,2019
Meriwether,GA,86.56,145,2019
Miller,GA,91.3,402,2019
Mitchell,GA,91.3,402,2019
Monroe,GA,88.24,229,2019
Montgomery,GA,87.8,199,2019
Morgan,GA,88.24,229,2019
Murray,GA,88.24,229,2019
Muscogee,GA,86.56,145,2019
Newton,GA,88.89,273,2019
Oconee,GA,88.24,229,2019
Oglethorpe,GA,88.24,229,2019
Paulding,GA,88.24,229,2019
Peach,GA,86.56,145,2019
Pickens,GA,88.24,229,2019
Pierce,GA,87.8,199,2019
Pike,GA,86.56,145,2019
Polk,GA,88.24,229,2019
Pulaski,GA,87.8,199,2019
Putnam,GA,88.24,229,2019
Quitman,GA,86.56,145,2019
Rabun,GA,88.24,229,2019
Randolph,GA,86.56,145,2019
Richmond,GA,88.24,229,2019
Rockdale,GA,88.89,273,2019
Schley,GA,86.56,145,2019
Screven,GA,88.24,229,2019
Seminole,GA,91.3,402,2019
Spalding,GA,86.56,145,2019
Stephens,GA,88.24,229,2019
Stewart,GA,86.56,145,2019
Sumter,GA,86.56,145,2019
Talbot,GA,86.56,145,2019
Taliaferro,GA,88.24,229,2019
Tattnall,GA,87.8,199,2019
Taylor,GA,86.56,145,2019
Telfair,GA,87.8,199,2019
Terrell,GA,91.3,402,2019
Thomas,GA,91.3,402,2019
Tift,GA,91.3,402,2019
Toombs,GA,87.8,199,2019
Towns,GA,88.24,229,2019
Treutlen,GA,87.8,199,2019
Troup,GA,86.56,145,2019
Turner,GA,91.3,402,2019
Twiggs,GA,88.24,229,2019
Union,GA,88.24,229,2019
Upson,GA,86.56,145,2019
Walker,GA,88.24,229,2019
Walton,GA,88.24,229,2019
Ware,GA,87.8,199,2019
Warren,GA,88.24,229,2019
Washington,GA,88.24,229,2019
Wayne,GA,87.8,199,2019
Webster,GA,86.56,145,2019
Wheeler,GA,87.8,199,2019
White,GA,88.24,229,2019
Whitfield,GA,88.24,229,2019
Wilcox,GA,87.8,199,2019
Wilkes,GA,88.24,229,2019
Wilkinson,GA,88.24,229,2019
Worth,GA,91.3,402,2019
Hawaii,HI,88.66,255,2019
Honolulu,HI,95.86,506,2019
Kalawao,HI,0,12,2019
Kauai,HI,90.78,381,2019
Maui,HI,93.52,485,2019
Ada,ID,88.08,214,2019
Adams,ID,91.19,396,2019
Bannock,ID,90.46,363,2019
Bear Lake,ID,90.46,363,2019
Benewah,ID,90.05,352,2019
Bingham,ID,92.56,458,2019
Blaine,ID,90.05,352,2019
Boise,ID,88.08,214,2019
Bonner,ID,90.05,352,2019
Bonneville,ID,92.56,458,2019
Boundary,ID,90.05,352,2019
Butte,ID,92.56,458,2019
Camas,ID,90.05,352,2019
Canyon,ID,91.19,396,2019
Caribou,ID,90.46,363,2019
Cassia,ID,90.05,352,2019
Clark,ID,92.56,458,2019
Clearwater,ID,89.6,328,2019
Custer,ID,92.56,458,2019
Elmore,ID,88.08,214,2019
Franklin,ID,90.46,363,2019
Fremont,ID,92.56,458,2019
Gem,ID,91.19,396,2019
Gooding,ID,90.05,352,2019
Idaho,ID,89.6,328,2019
Jefferson,ID,92.56,458,2019
Jerome,ID,90.05,352,2019
Kootenai,ID,90.05,352,2019
Latah,ID,89.6,328,2019
Lemhi,ID,92.56,458,2019
Lewis,ID,89.6,328,2019
Lincoln,ID,90.05,352,2019
Madison,ID,92.56,458,2019
Minidoka,ID,90.05,352,2019
Nez Perce,ID,89.6,328,2019
Oneida,ID,90.46,363,2019
Owyhee,ID,91.19,396,2019
Payette,ID,91.19,396,2019
Power,ID,90.46,363,2019
Shoshone,ID,90.05,352,2019
Teton,ID,92.56,458,2019
Twin Falls,ID,90.05,352,2019
Valley,ID,88.08,214,2019
Washington,ID,91.19,396,2019
Adams,IL,86.18,114,2019
Alexander,IL,89.36,319,2019
Bond,IL,89.36,319,2019
Boone,IL,92.31,447,2019
Brown,IL,86.18,114,2019
Bureau,IL,90.68,377,2019
Calhoun,IL,86.18,114,2019
Carroll,IL,92.31,447,2019
Cass,IL,86.18,114,2019
Champaign,IL,90.68,377,2019
Christian,IL,86.18,114,2019
Clark,IL,86.18,114,2019
Clay,IL,89.36,319,2019
Clinton,IL,89.36,319,2019
Coles,IL,86.18,114,2019
Cook,IL,95.35,497,2019
Crawford,IL,89.36,319,2019
Cumberland,IL,86.18,114,2019
DeKalb,IL,92.31,447,2019
De Witt,IL,86.18,114,2019
Douglas,IL,86.18,114,2019
DuPage,IL,92.31,447,2019
Edgar,IL,86.18,114,2019
Edwards,IL,89.36,319,2019
Effingham,IL,86.18,114,2019
Fayette,IL,89.36,319,2019
Ford,IL,90.68,377,2019
Franklin,IL,89.36,319,2019
Fulton,IL,90.68,377,2019
Gallatin,IL,89.36,319,2019
Greene,IL,86.18,114,2019
Grundy,IL,92.31,447,2019
Hamilton,IL,89.36,319,2019
Hancock,IL,86.18,114,2019
Hardin,IL,89.36,319,2019
Henderson,IL,90.68,377,2019
Henry,IL,90.68,377,2019
