county,state,sexRatio,sexRatioBucket,year
Kendall,IL,97.2,200,2019
Knox,IL,102.7,390,2019
Lake,IL,99.8,315,2019
LaSalle,IL,101.4,362,2019
Lawrence,IL,118.3,486,2019
Lee,IL,113.7,474,2019
Livingston,IL,104.6,420,2019
Logan,IL,97.2,200,2019
McDonough,IL,95.0,114,2019
McHenry,IL,99.3,293,2019
McLean,IL,94.6,102,2019
Macon,IL,92.1,44,2019
Macoupin,IL,98.3,251,2019
Madison,IL,95.1,117,2019
Marion,IL,97.3,207,2019
Marshall,IL,98.3,251,2019
Mason,IL,97.0,190,2019
Massac,IL,89.5,18,2019
Menard,IL,96.1,154,2019
Mercer,IL,99.9,317,2019
Monroe,IL,96.6,172,2019
Montgomery,IL,110.5,463,2019
Morgan,IL,100.6,339,2019
Moultrie,IL,96.7,176,2019
Ogle,IL,98.4,254,2019
Peoria,IL,94.1,89,2019
Perry,IL,120.8,491,2019
Piatt,IL,97.0,190,2019
Pike,IL,97.7,223,2019
Pope,IL,116.5,482,2019
Pulaski,IL,97.3,207,2019
Putnam,IL,107.4,446,2019
Randolph,IL,124.0,495,2019
Richland,IL,97.8,227,2019
Rock Island,IL,97.2,200,2019
St. Clair,IL,93.5,71,2019
Saline,IL,96.9,184,2019
Sangamon,IL,92.3,47,2019
Schuyler,IL,109.9,460,2019
Scott,IL,94.9,112,2019
Shelby,IL,97.3,207,2019
Stark,IL,97.6,219,2019
Stephenson,IL,93.7,77,2019
Tazewell,IL,96.9,184,2019
Union,IL,100.6,339,2019
Vermilion,IL,98.9,275,2019
Wabash,IL,96.4,165,2019
Warren,IL,91.0,32,2019
Washington,IL,101.1,352,2019
Wayne,IL,97.8,227,2019
White,IL,95.8,144,2019
Whiteside,IL,97.9,232,2019
Will,IL,98.5,260,2019
Williamson,IL,99.5,301,2019
Winnebago,IL,95.4,128,2019
Woodford,IL,100.1,324,2019
Adams,IN,99.6,305,2019
Allen,IN,95.6,137,2019
Bartholomew,IN,99.7,309,2019
Benton,IN,99.7,309,2019
Blackford,IN,98.6,263,2019
Boone,IN,97.9,232,2019
Brown,IN,95.4,128,2019
Carroll,IN,101.0,350,2019
Cass,IN,100.8,344,2019
Clark,IN,95.3,123,2019
Clay,IN,97.1,195,2019
Clinton,IN,99.1,284,2019
Crawford,IN,102.7,390,2019
Daviess,IN,101.5,365,2019
Dearborn,IN,99.3,293,2019
Decatur,IN,98.5,260,2019
DeKalb,IN,99.5,301,2019
Delaware,IN,93.4,68,2019
Dubois,IN,99.1,284,2019
Elkhart,IN,98.0,237,2019
Fayette,IN,96.7,176,2019
Floyd,IN,93.3,67,2019
Fountain,IN,101.0,350,2019
Franklin,IN,97.3,207,2019
Fulton,IN,97.2,200,2019
Gibson,IN,101.1,352,2019
Grant,IN,91.2,34,2019
Greene,IN,98.7,267,2019
Hamilton,IN,95.3,123,2019
Hancock,IN,97.2,200,2019
Harrison,IN,98.9,275,2019
Hendricks,IN,99.7,309,2019
Henry,IN,111.0,466,2019
Howard,IN,93.9,82,2019
Huntington,IN,97.2,200,2019
Jackson,IN,98.5,260,2019
Jasper,IN,100.1,324,2019
Jay,IN,100.6,339,2019
Jefferson,IN,90.9,31,2019
Jennings,IN,101.6,368,2019
Johnson,IN,96.5,168,2019
Knox,IN,103.1,397,2019
Kosciusko,IN,99.8,315,2019
LaGrange,IN,102.2,381,2019
Lake,IN,93.7,77,2019
LaPorte,IN,106.2,437,2019
Lawrence,IN,97.5,216,2019
Madison,IN,99.8,315,2019
Marion,IN,93.0,59,2019
Marshall,IN,99.6,305,2019
Martin,IN,102.1,379,2019
Miami,IN,113.3,472,2019
Monroe,IN,99.0,281,2019
Montgomery,IN,102.6,388,2019
Morgan,IN,98.1,242,2019
Newton,IN,99.8,315,2019
Noble,IN,101.0,350,2019
Ohio,IN,99.0,281,2019
Orange,IN,100.7,341,2019
Owen,IN,104.3,416,2019
Parke,IN,93.1,62,2019
Perry,IN,114.4,476,2019
Pike,IN,99.6,305,2019
Porter,IN,98.0,237,2019
Posey,IN,99.4,297,2019
Pulaski,IN,101.6,368,2019
Putnam,IN,112.1,470,2019
Randolph,IN,96.1,154,2019
Ripley,IN,97.8,227,2019
Rush,IN,94.7,105,2019
St. Joseph,IN,94.6,102,2019
Scott,IN,96.7,176,2019
Shelby,IN,96.9,184,2019
Spencer,IN,100.8,344,2019
Starke,IN,99.1,284,2019
Steuben,IN,103.8,409,2019
Sullivan,IN,114.7,477,2019
Switzerland,IN,107.4,446,2019
Tippecanoe,IN,104.3,416,2019
Tipton,IN,98.9,275,2019
Union,IN,95.8,144,2019
Vanderburgh,IN,93.6,74,2019
Vermillion,IN,100.2,326,2019
Vigo,IN,103.1,397,2019
Wabash,IN,95.5,133,2019
Warren,IN,99.5,301,2019
Warrick,IN,97.0,190,2019
Washington,IN,99.4,297,2019
Wayne,IN,94.5,99,2019
Wells,IN,96.2,158,2019
White,IN,99.8,315,2019
Whitley,IN,98.7,267,2019
Adair,IA,97.9,232,2019
Adams,IA,99.5,301,2019
Allamakee,IA,102.0,376,2019
Appanoose,IA,97.2,200,2019
Audubon,IA,98.9,275,2019
Benton,IA,99.5,301,2019
Black Hawk,IA,96.7,176,2019
Boone,IA,100.3,330,2019
Bremer,IA,98.1,242,2019
Buchanan,IA,97.6,219,2019
Buena Vista,IA,99.4,297,2019
Butler,IA,99.4,297,2019
Calhoun,IA,107.9,449,2019
Carroll,IA,97.4,211,2019
Cass,IA,97.3,207,2019
Cedar,IA,98.9,275,2019
Cerro Gordo,IA,95.3,123,2019
Cherokee,IA,101.7,370,2019
Chickasaw,IA,102.6,388,2019
Clarke,IA,96.1,154,2019
Clay,IA,97.4,211,2019
Clayton,IA,103.1,397,2019
Clinton,IA,95.9,147,2019
Crawford,IA,99.4,297,2019
Dallas,IA,97.4,211,2019
Davis,IA,97.5,216,2019
Decatur,IA,101.0,350,2019
Delaware,IA,100.8,344,2019
Des Moines,IA,94.6,102,2019
Dickinson,IA,99.0,281,2019
Dubuque,IA,97.3,207,2019
Emmet,IA,100.4,332,2019
Fayette,IA,101.1,352,2019
Floyd,IA,96.6,172,2019
Franklin,IA,99.0,281,2019
Fremont,IA,99.0,281,2019
Greene,IA,96.6,172,2019
Grundy,IA,98.0,237,2019
Guthrie,IA,97.9,232,2019
Hamilton,IA,96.8,179,2019
Hancock,IA,100.6,339,2019
Hardin,IA,99.8,315,2019
Harrison,IA,99.6,305,2019
Henry,IA,103.3,400,2019
Howard,IA,100.0,321,2019
Humboldt,IA,96.1,154,2019
Ida,IA,99.5,301,2019
Iowa,IA,98.2,247,2019
Jackson,IA,100.3,330,2019
Jasper,IA,104.3,416,2019
Jefferson,IA,96.0,150,2019
Johnson,IA,98.2,247,2019
Jones,IA,107.1,443,2019
Keokuk,IA,103.4,402,2019
Kossuth,IA,100.5,336,2019
Lee,IA,101.8,372,2019
Linn,IA,97.3,207,2019
Louisa,IA,105.1,427,2019
Lucas,IA,101.2,356,2019
Lyon,IA,104.3,416,2019
Madison,IA,102.4,385,2019
Mahaska,IA,101.2,356,2019
Marion,IA,98.9,275,2019
Marshall,IA,103.3,400,2019
Mills,IA,100.0,321,2019
Mitchell,IA,97.4,211,2019
Monona,IA,91.9,42,2019
Monroe,IA,99.1,284,2019
Montgomery,IA,93.2,64,2019
Muscatine,IA,98.9,275,2019
O'Brien,IA,97.9,232,2019
Osceola,IA,102.2,381,2019
Page,IA,110.0,461,2019
Palo Alto,IA,98.5,260,2019
Plymouth,IA,96.3,162,2019
Pocahontas,IA,95.4,128,2019
Polk,IA,97.2,200,2019
Pottawattamie,IA,97.2,200,2019
Poweshiek,IA,92.6,51,2019
Ringgold,IA,95.0,114,2019
Sac,IA,97.5,216,2019
Scott,IA,96.3,162,2019
Shelby,IA,95.9,147,2019
Sioux,IA,100.8,344,2019
Story,IA,109.3,458,2019
Tama,IA,98.3,251,2019
Taylor,IA,103.3,400,2019
Union,IA,94.4,97,2019
Van Buren,IA,105.2,429,2019
Wapello,IA,98.1,242,2019
Warren,IA,95.8,144,2019
Washington,IA,98.5,260,2019
Wayne,IA,97.1,195,2019
Webster,IA,106.8,441,2019
Winnebago,IA,97.0,190,2019
Winneshiek,IA,98.6,263,2019
Woodbury,IA,98.0,237,2019
Worth,IA,101.8,372,2019
Wright,IA,102.0,376,2019
Allen,KS,98.1,242,2019
Anderson,KS,98.7,267,2019
Atchison,KS,93.1,62,2019
Barber,KS,103.5,404,2019
Barton,KS,97.2,200,2019
Bourbon,KS,97.1,195,2019
Brown,KS,96.9,184,2019
Butler,KS,102.6,388,2019
Chase,KS,105.5,432,2019
Chautauqua,KS,110.9,465,2019
Cherokee,KS,98.5,260,2019
Cheyenne,KS,99.0,281,2019
Clark,KS,107.6,447,2019
Clay,KS,99.8,315,2019
Cloud,KS,99.2,290,2019
Coffey,KS,103.8,409,2019
Comanche,KS,113.8,474,2019
Cowley,KS,102.0,376,2019
Crawford,KS,100.1,324,2019
Decatur,KS,99.2,290,2019
Dickinson,KS,101.6,368,2019
Doniphan,KS,104.2,414,2019
Douglas,KS,98.4,254,2019
Edwards,KS,99.4,297,2019
Elk,KS,95.6,137,2019
Ellis,KS,99.2,290,2019
Ellsworth,KS,131.2,500,2019
Finney,KS,105.8,435,2019
Ford,KS,108.1,450,2019
Franklin,KS,96.4,165,2019
Geary,KS,114.6,477,2019
Gove,KS,101.2,356,2019
Graham,KS,100.2,326,2019
Grant,KS,108.6,453,2019
Gray,KS,100.8,344,2019
Greeley,KS,101.2,356,2019
Greenwood,KS,101.6,368,2019
Hamilton,KS,119.9,490,2019
Harper,KS,103.6,406,2019
Harvey,KS,98.9,275,2019
Haskell,KS,100.8,344,2019
Hodgeman,KS,103.9,410,2019
Jackson,KS,99.8,315,2019
Jefferson,KS,102.5,386,2019
Jewell,KS,104.3,416,2019
Johnson,KS,96.2,158,2019
Kearny,KS,90.9,31,2019
Kingman,KS,100.1,324,2019
Kiowa,KS,94.3,94,2019
Labette,KS,96.9,184,2019
Lane,KS,104.2,414,2019
Leavenworth,KS,115.5,480,2019
Lincoln,KS,105.3,429,2019
Linn,KS,100.5,336,2019
Logan,KS,100.8,344,2019
Lyon,KS,94.0,85,2019
McPherson,KS,97.1,195,2019
Marion,KS,100.4,332,2019
Marshall,KS,100.5,336,2019
Meade,KS,100.0,321,2019
Miami,KS,99.4,297,2019
Mitchell,KS,103.5,404,2019
Montgomery,KS,99.3,293,2019
Morris,KS,99.3,293,2019
Morton,KS,99.7,309,2019
Nemaha,KS,102.7,390,2019
Neosho,KS,98.3,251,2019
Ness,KS,104.8,422,2019
Norton,KS,124.3,496,2019
Osage,KS,100.3,330,2019
Osborne,KS,100.0,321,2019
Ottawa,KS,106.1,436,2019
Pawnee,KS,124.0,495,2019
Phillips,KS,97.1,195,2019
Pottawatomie,KS,100.2,326,2019
Pratt,KS,99.9,317,2019
Rawlins,KS,104.2,414,2019
Reno,KS,101.3,359,2019
Republic,KS,93.0,59,2019
Rice,KS,101.0,350,2019
Riley,KS,112.6,471,2019
Rooks,KS,92.5,50,2019
Rush,KS,98.9,275,2019
Russell,KS,98.7,267,2019
Saline,KS,98.5,260,2019
Scott,KS,108.2,451,2019
Sedgwick,KS,97.6,219,2019
Seward,KS,104.3,416,2019
Shawnee,KS,93.6,74,2019
Sheridan,KS,105.4,431,2019
Sherman,KS,108.2,451,2019
Smith,KS,98.1,242,2019
Stafford,KS,103.5,404,2019
Stanton,KS,96.9,184,2019
Stevens,KS,102.6,388,2019
Sumner,KS,100.0,321,2019
Thomas,KS,93.5,71,2019
Trego,KS,100.3,330,2019
Wabaunsee,KS,102.7,390,2019
Wallace,KS,95.3,123,2019
Washington,KS,104.5,419,2019
Wichita,KS,88.3,13,2019
Wilson,KS,96.3,162,2019
Woodson,KS,103.5,404,2019
Wyandotte,KS,98.5,260,2019
Adair,KY,98.5,260,2019
Allen,KY,99.7,309,2019
Anderson,KY,96.0,150,2019
Ballard,KY,97.5,216,2019
Barren,KY,92.8,54,2019
Bath,KY,98.9,275,2019
Bell,KY,96.7,176,2019
Boone,KY,98.6,263,2019
Bourbon,KY,92.1,44,2019
Boyd,KY,100.1,324,2019
Boyle,KY,100.3,330,2019
Bracken,KY,101.5,365,2019
Breathitt,KY,100.8,344,2019
Breckinridge,KY,101.7,370,2019
Bullitt,KY,99.9,317,2019
Butler,KY,101.2,356,2019
Caldwell,KY,96.8,179,2019
Calloway,KY,94.2,92,2019
Campbell,KY,95.7,139,2019
Carlisle,KY,95.6,137,2019
Carroll,KY,105.0,425,2019
Carter,KY,96.6,172,2019
Casey,KY,95.2,119,2019
Christian,KY,113.5,473,2019
Clark,KY,95.4,128,2019
Clay,KY,110.1,461,2019
Clinton,KY,99.9,317,2019
Crittenden,KY,104.3,416,2019
Cumberland,KY,94.5,99,2019
Daviess,KY,95.5,133,2019
Edmonson,KY,101.6,368,2019
Elliott,KY,131.7,501,2019
Estill,KY,97.3,207,2019
Fayette,KY,96.2,158,2019
Fleming,KY,97.2,200,2019
Floyd,KY,95.5,133,2019
Franklin,KY,94.3,94,2019
Fulton,KY,100.8,344,2019
Gallatin,KY,105.8,435,2019
Garrard,KY,95.2,119,2019
Grant,KY,97.6,219,2019
Graves,KY,97.0,190,2019
Grayson,KY,99.2,290,2019
Green,KY,96.1,154,2019
Greenup,KY,95.8,144,2019
Hancock,KY,107.8,448,2019
Hardin,KY,99.2,290,2019
Harlan,KY,93.1,62,2019
Harrison,KY,97.5,216,2019
Hart,KY,96.8,179,2019
Henderson,KY,93.4,68,2019
Henry,KY,98.9,275,2019
Hickman,KY,90.1,24,2019
Hopkins,KY,95.4,128,2019
Jackson,KY,98.4,254,2019
Jefferson,KY,93.6,74,2019
Jessamine,KY,93.5,71,2019
Johnson,KY,96.6,172,2019
Kenton,KY,97.9,232,2019
Knott,KY,96.8,179,2019
Knox,KY,95.3,123,2019
Larue,KY,97.3,207,2019
Laurel,KY,95.8,144,2019
Lawrence,KY,98.3,251,2019
Lee,KY,111.3,467,2019
Leslie,KY,96.3,162,2019
Letcher,KY,94.8,108,2019
Lewis,KY,100.3,330,2019
Lincoln,KY,95.9,147,2019
Livingston,KY,98.4,254,2019
Logan,KY,95.3,123,2019
Lyon,KY,111.4,468,2019
McCracken,KY,92.3,47,2019
McCreary,KY,120.0,490,2019
McLean,KY,97.4,211,2019
Madison,KY,94.9,112,2019
Magoffin,KY,99.8,315,2019
Marion,KY,102.9,393,2019
Marshall,KY,95.3,123,2019
Martin,KY,123.4,494,2019
Mason,KY,98.5,260,2019
Meade,KY,102.0,376,2019
Menifee,KY,112.7,471,2019
Mercer,KY,96.7,176,2019
Metcalfe,KY,99.2,290,2019
Monroe,KY,100.7,341,2019
Montgomery,KY,97.1,195,2019
Morgan,KY,128.8,499,2019
Muhlenberg,KY,97.0,190,2019
Nelson,KY,99.7,309,2019
Nicholas,KY,92.6,51,2019
Ohio,KY,96.9,184,2019
Oldham,KY,110.0,461,2019
Owen,KY,98.9,275,2019
Owsley,KY,83.3,2,2019
Pendleton,KY,103.8,409,2019
Perry,KY,98.0,237,2019
Pike,KY,94.3,94,2019
Powell,KY,96.2,158,2019
Pulaski,KY,94.8,108,2019
Robertson,KY,85.9,5,2019
Rockcastle,KY,94.1,89,2019
Rowan,KY,93.0,59,2019
Russell,KY,94.7,105,2019
Scott,KY,97.2,200,2019
Shelby,KY,94.2,92,2019
Simpson,KY,97.0,190,2019
Spencer,KY,102.4,385,2019
Taylor,KY,96.0,150,2019
Todd,KY,97.7,223,2019
Trigg,KY,99.2,290,2019
Trimble,KY,97.3,207,2019
Union,KY,109.3,458,2019
Warren,KY,95.9,147,2019
Washington,KY,96.4,165,2019
Wayne,KY,99.1,284,2019
Webster,KY,98.3,251,2019
Whitley,KY,96.0,150,2019
Wolfe,KY,100.0,321,2019
Woodford,KY,89.7,20,2019
Acadia,LA,95.1,117,2019
Allen,LA,131.3,500,2019
Ascension,LA,97.7,223,2019
Assumption,LA,93.6,74,2019
Avoyelles,LA,101.5,365,2019
Beauregard,LA,103.4,402,2019
Bienville,LA,89.3,17,2019
Bossier,LA,97.3,207,2019
Caddo,LA,90.0,22,2019
Calcasieu,LA,95.3,123,2019
Caldwell,LA,110.2,462,2019
Cameron,LA,93.8,79,2019
Catahoula,LA,110.7,464,2019
Claiborne,LA,133.2,501,2019
Concordia,LA,103.3,400,2019
De Soto,LA,95.0,114,2019
East Baton Rouge,LA,91.7,41,2019
East Carroll,LA,154.6,507,2019
East Feliciana,LA,125.6,497,2019
Evangeline,LA,105.2,429,2019
Franklin,LA,95.6,137,2019
Grant,LA,129.9,499,2019
Iberia,LA,95.7,139,2019
Iberville,LA,101.5,365,2019
Jackson,LA,102.9,393,2019
Jefferson,LA,94.0,85,2019
Jefferson Davis,LA,97.9,232,2019
Lafayette,LA,95.2,119,2019
Lafourche,LA,96.6,172,2019
LaSalle,LA,108.8,455,2019
Lincoln,LA,94.6,102,2019
Livingston,LA,96.5,168,2019
Madison,LA,99.2,290,2019
Morehouse,LA,92.5,50,2019
Natchitoches,LA,91.9,42,2019
Orleans,LA,90.3,27,2019
Ouachita,LA,92.2,45,2019
Plaquemines,LA,101.3,359,2019
Pointe Coupee,LA,92.4,48,2019
Rapides,LA,93.8,79,2019
Red River,LA,88.6,14,2019
Richland,LA,94.9,112,2019
Sabine,LA,97.7,223,2019
St. Bernard,LA,95.7,139,2019
St. Charles,LA,100.1,324,2019
St. Helena,LA,93.6,74,2019
St. James,LA,90.3,27,2019
St. John the Baptist,LA,96.2,158,2019
St. Landry,LA,93.3,67,2019
St. Martin,LA,96.9,184,2019
St. Mary,LA,97.9,232,2019
St. Tammany,LA,94.3,94,2019
Tangipahoa,LA,93.9,82,2019
Tensas,LA,97.1,195,2019
Terrebonne,LA,97.6,219,2019
Union,LA,99.5,301,2019
Vermilion,LA,93.6,74,2019
Vernon,LA,112.3,470,2019
Washington,LA,97.5,216,2019
Webster,LA,95.5,133,2019
West Baton Rouge,LA,95.3,123,2019
West Carroll,LA,102.7,390,2019
West Feliciana,LA,177.8,510,2019
Winn,LA,114.0,475,2019
Androscoggin,ME,95.5,133,2019
Aroostook,ME,97.9,232,2019
Cumberland,ME,94.2,92,2019
Franklin,ME,96.2,158,2019
Hancock,ME,93.4,68,2019
Kennebec,ME,95.3,123,2019
Knox,ME,99.4,297,2019
Lincoln,ME,96.1,154,2019
Oxford,ME,97.8,227,2019
Penobscot,ME,98.3,251,2019
Piscataquis,ME,99.8,315,2019
Sagadahoc,ME,95.7,139,2019
Somerset,ME,98.1,242,2019
Waldo,ME,96.4,165,2019
Washington,ME,96.5,168,2019
York,ME,95.2,119,2019
Allegany,MD,109.5,459,2019
Anne Arundel,MD,97.9,232,2019
Baltimore,MD,90.1,24,2019
Calvert,MD,99.1,284,2019
Caroline,MD,95.8,144,2019
Carroll,MD,97.9,232,2019
Cecil,MD,99.0,281,2019
Charles,MD,92.9,56,2019
Dorchester,MD,89.5,18,2019
Frederick,MD,97.2,200,2019
Garrett,MD,98.1,242,2019
Harford,MD,96.0,150,2019
Howard,MD,95.7,139,2019
Kent,MD,90.7,29,2019
Montgomery,MD,93.5,71,2019
Prince George's,MD,92.8,54,2019
Queen Anne's,MD,98.5,260,2019
St. Mary's,MD,100.0,321,2019
Somerset,MD,118.0,485,2019
Talbot,MD,90.2,26,2019
Washington,MD,103.5,404,2019
Wicomico,MD,90.4,27,2019
Worcester,MD,96.0,150,2019
Baltimore City,MD,88.6,14,2019
Barnstable,MA,91.6,40,2019
Berkshire,MA,93.7,77,2019
Bristol,MA,93.8,79,2019
Dukes,MA,97.2,200,2019
Essex,MA,93.1,62,2019
Franklin,MA,94.9,112,2019
Hampden,MA,93.4,68,2019
Hampshire,MA,87.8,11,2019
Middlesex,MA,95.8,144,2019
Nantucket,MA,105.0,425,2019
Norfolk,MA,92.6,51,2019
Plymouth,MA,94.5,99,2019
Suffolk,MA,93.5,71,2019
Worcester,MA,97.3,207,2019
Alcona,MI,102.3,384,2019
Alger,MI,124.5,496,2019
Allegan,MI,99.8,315,2019
Alpena,MI,97.3,207,2019
Antrim,MI,99.6,305,2019
Arenac,MI,102.7,390,2019
Baraga,MI,123.7,495,2019
Barry,MI,101.3,359,2019
Bay,MI,96.6,172,2019
Benzie,MI,98.7,267,2019
Berrien,MI,95.8,144,2019
Branch,MI,106.9,442,2019
Calhoun,MI,96.1,154,2019
Cass,MI,100.6,339,2019
Charlevoix,MI,98.2,247,2019
Cheboygan,MI,100.1,324,2019
Chippewa,MI,119.7,490,2019
Clare,MI,98.9,275,2019
Clinton,MI,97.5,216,2019
Crawford,MI,103.5,404,2019
Delta,MI,99.0,281,2019
Dickinson,MI,100.6,339,2019
Eaton,MI,96.0,150,2019
Emmet,MI,97.7,223,2019
Genesee,MI,93.1,62,2019
Gladwin,MI,101.7,370,2019
Gogebic,MI,113.9,474,2019
Grand Traverse,MI,97.4,211,2019
Gratiot,MI,115.5,480,2019
Hillsdale,MI,99.7,309,2019
Houghton,MI,117.6,484,2019
Huron,MI,98.4,254,2019
Ingham,MI,95.0,114,2019
Ionia,MI,114.1,475,2019
Iosco,MI,99.2,290,2019
Iron,MI,98.8,269,2019
Isabella,MI,94.5,99,2019
Jackson,MI,104.3,416,2019
Kalamazoo,MI,95.8,144,2019
Kalkaska,MI,103.5,404,2019
Kent,MI,97.1,195,2019
Keweenaw,MI,106.6,440,2019
Lake,MI,104.4,417,2019
Lapeer,MI,103.8,409,2019
Leelanau,MI,98.2,247,2019
Lenawee,MI,102.1,379,2019
Livingston,MI,100.6,339,2019
Luce,MI,145.5,505,2019
Mackinac,MI,103.9,410,2019
Macomb,MI,94.9,112,2019
Manistee,MI,107.9,449,2019
