county,state,medianHomeValue,medianHomeValueBucket,year
Custer,MT,186000,373,2021
Daniels,MT,160600,317,2021
Dawson,MT,152700,291,2021
Deer Lodge,MT,145000,270,2021
Fallon,MT,197100,388,2021
Fergus,MT,150200,284,2021
Flathead,MT,333700,482,2021
Gallatin,MT,435400,498,2021
Garfield,MT,154900,299,2021
Glacier,MT,129700,224,2021
Golden Valley,MT,109000,144,2021
Granite,MT,248200,441,2021
Hill,MT,168100,336,2021
Jefferson,MT,304300,471,2021
Judith Basin,MT,164400,328,2021
Lake,MT,289300,466,2021
Lewis and Clark,MT,280600,462,2021
Liberty,MT,99100,102,2021
Lincoln,MT,212400,406,2021
McCone,MT,159100,311,2021
Madison,MT,320800,477,2021
Meagher,MT,179900,363,2021
Mineral,MT,212000,405,2021
Missoula,MT,327100,479,2021
Musselshell,MT,196900,388,2021
Park,MT,329500,480,2021
Petroleum,MT,119000,186,2021
Phillips,MT,154100,297,2021
Pondera,MT,149700,282,2021
Powder River,MT,128300,220,2021
Powell,MT,144000,267,2021
Prairie,MT,115800,173,2021
Ravalli,MT,316400,476,2021
Richland,MT,236700,431,2021
Roosevelt,MT,103500,120,2021
Rosebud,MT,139900,257,2021
Sanders,MT,263500,452,2021
Sheridan,MT,115000,169,2021
Silver Bow,MT,164600,329,2021
Stillwater,MT,276500,459,2021
Sweet Grass,MT,243500,438,2021
Teton,MT,191300,381,2021
Toole,MT,152200,290,2021
Treasure,MT,171100,344,2021
Valley,MT,160800,318,2021
Wheatland,MT,124500,208,2021
Wibaux,MT,106800,135,2021
Yellowstone,MT,253700,445,2021
Adams,NE,143200,265,2021
Antelope,NE,85900,54,2021
Arthur,NE,155000,300,2021
Banner,NE,178400,361,2021
Blaine,NE,84700,49,2021
Boone,NE,149500,281,2021
Box Butte,NE,132300,232,2021
Boyd,NE,89600,70,2021
Brown,NE,79600,32,2021
Buffalo,NE,191200,381,2021
Burt,NE,113400,162,2021
Butler,NE,135500,244,2021
Cass,NE,206900,398,2021
Cedar,NE,134300,240,2021
Chase,NE,159400,312,2021
Cherry,NE,123600,204,2021
Cheyenne,NE,102000,112,2021
Clay,NE,117700,181,2021
Colfax,NE,89700,70,2021
Cuming,NE,134200,239,2021
Custer,NE,115600,171,2021
Dakota,NE,138200,253,2021
Dawes,NE,131800,232,2021
Dawson,NE,123100,202,2021
Deuel,NE,85500,52,2021
Dixon,NE,98800,102,2021
Dodge,NE,146900,276,2021
Douglas,NE,192800,383,2021
Dundy,NE,110400,148,2021
Fillmore,NE,101800,111,2021
Franklin,NE,80500,35,2021
Frontier,NE,110400,148,2021
Furnas,NE,76300,22,2021
Gage,NE,132600,234,2021
Garden,NE,79200,31,2021
Garfield,NE,114000,164,2021
Gosper,NE,173400,351,2021
Grant,NE,94300,85,2021
Greeley,NE,76900,24,2021
Hall,NE,163400,325,2021
Hamilton,NE,178100,360,2021
Harlan,NE,118400,184,2021
Hayes,NE,86000,54,2021
Hitchcock,NE,75000,20,2021
Holt,NE,134500,241,2021
Hooker,NE,93900,83,2021
Howard,NE,165300,330,2021
Jefferson,NE,101500,110,2021
Johnson,NE,107800,138,2021
Kearney,NE,180300,363,2021
Keith,NE,134500,241,2021
Keya Paha,NE,85500,52,2021
Kimball,NE,79000,31,2021
Knox,NE,98800,102,2021
Lancaster,NE,204400,396,2021
Lincoln,NE,156100,303,2021
Logan,NE,112200,156,2021
Loup,NE,107800,138,2021
McPherson,NE,109400,145,2021
Madison,NE,164300,328,2021
Merrick,NE,138100,253,2021
Morrill,NE,100900,109,2021
Nance,NE,86200,56,2021
Nemaha,NE,100300,107,2021
Nuckolls,NE,78600,29,2021
Otoe,NE,151300,287,2021
Pawnee,NE,69300,12,2021
Perkins,NE,119800,190,2021
Phelps,NE,143300,265,2021
Pierce,NE,151000,286,2021
Platte,NE,163900,326,2021
Polk,NE,124400,207,2021
Red Willow,NE,130400,227,2021
Richardson,NE,75900,22,2021
Rock,NE,88300,63,2021
Saline,NE,116600,176,2021
Sarpy,NE,227000,421,2021
Saunders,NE,183800,370,2021
Scotts Bluff,NE,138000,252,2021
Seward,NE,176400,357,2021
Sheridan,NE,83200,43,2021
Sherman,NE,102800,117,2021
Sioux,NE,115600,171,2021
Stanton,NE,148700,279,2021
Thayer,NE,78700,29,2021
Thomas,NE,152800,292,2021
Thurston,NE,78300,29,2021
Valley,NE,117000,178,2021
Washington,NE,226700,421,2021
Wayne,NE,149300,281,2021
Webster,NE,80700,36,2021
Wheeler,NE,90600,71,2021
York,NE,141600,261,2021
Churchill,NV,223700,418,2021
Clark,NV,308800,473,2021
Douglas,NV,445800,500,2021
Elko,NV,235700,430,2021
Esmeralda,NV,65900,8,2021
Eureka,NV,150400,285,2021
Humboldt,NV,212500,406,2021
Lander,NV,173000,350,2021
Lincoln,NV,160600,317,2021
Lyon,NV,264100,452,2021
Mineral,NV,119700,189,2021
Nye,NV,197700,389,2021
Pershing,NV,140600,258,2021
Storey,NV,261900,450,2021
Washoe,NV,388600,493,2021
White Pine,NV,165400,330,2021
Carson,NV,327300,479,2021
Belknap,NH,253600,445,2021
Carroll,NH,272000,457,2021
Cheshire,NH,208900,400,2021
Coos,NH,134400,240,2021
Grafton,NH,240300,435,2021
Hillsborough,NH,306000,472,2021
Merrimack,NH,255100,446,2021
Rockingham,NH,367300,489,2021
Strafford,NH,262000,450,2021
Sullivan,NH,180800,364,2021
Atlantic,NJ,222600,417,2021
Bergen,NJ,489600,502,2021
Burlington,NJ,270000,456,2021
Camden,NJ,211400,404,2021
Cape May,NJ,318600,476,2021
Cumberland,NJ,168900,338,2021
Essex,NJ,414000,496,2021
Gloucester,NJ,232800,428,2021
Hudson,NJ,424700,497,2021
Hunterdon,NJ,431600,498,2021
Mercer,NJ,295400,468,2021
Middlesex,NJ,362900,489,2021
Monmouth,NJ,454000,500,2021
Morris,NJ,474500,501,2021
Ocean,NJ,298800,469,2021
Passaic,NJ,363700,489,2021
Salem,NJ,187400,375,2021
Somerset,NJ,444700,499,2021
Sussex,NJ,282700,463,2021
Union,NJ,393900,494,2021
Warren,NJ,272500,457,2021
Bernalillo,NM,216200,410,2021
Catron,NM,175200,355,2021
Chaves,NM,117100,179,2021
Cibola,NM,86800,57,2021
Colfax,NM,125300,211,2021
Curry,NM,139300,255,2021
De Baca,NM,133100,236,2021
Dona Ana,NM,162200,321,2021
Eddy,NM,166900,333,2021
Grant,NM,125000,210,2021
Guadalupe,NM,106500,133,2021
Harding,NM,78500,29,2021
Hidalgo,NM,94400,85,2021
Lea,NM,144400,269,2021
Lincoln,NM,171400,346,2021
Los Alamos,NM,343100,484,2021
Luna,NM,88800,65,2021
McKinley,NM,67100,10,2021
Mora,NM,106100,131,2021
Otero,NM,123000,202,2021
Quay,NM,72200,16,2021
Rio Arriba,NM,179800,363,2021
Roosevelt,NM,117600,181,2021
Sandoval,NM,222200,417,2021
San Juan,NM,155000,300,2021
San Miguel,NM,143800,267,2021
Santa Fe,NM,315100,476,2021
Sierra,NM,122800,201,2021
Socorro,NM,112500,158,2021
Taos,NM,280700,462,2021
Torrance,NM,121100,195,2021
Union,NM,130300,227,2021
Valencia,NM,154400,298,2021
Albany,NY,235200,430,2021
Allegany,NY,80900,36,2021
Bronx,NY,445900,500,2021
Broome,NY,122200,199,2021
Cattaraugus,NY,92500,77,2021
Cayuga,NY,138200,253,2021
Chautauqua,NY,96000,91,2021
Chemung,NY,114600,167,2021
Chenango,NY,107900,139,2021
Clinton,NY,143800,267,2021
Columbia,NY,250600,444,2021
Cortland,NY,130000,226,2021
Delaware,NY,147600,278,2021
Dutchess,NY,304600,472,2021
Erie,NY,169100,339,2021
Essex,NY,162700,323,2021
Franklin,NY,118800,186,2021
Fulton,NY,124500,208,2021
Genesee,NY,130100,226,2021
Greene,NY,190000,377,2021
Hamilton,NY,170600,343,2021
Herkimer,NY,110500,149,2021
Jefferson,NY,154000,296,2021
Kings,NY,767500,510,2021
Lewis,NY,128600,220,2021
Livingston,NY,142000,261,2021
Madison,NY,151100,287,2021
Monroe,NY,160000,314,2021
Montgomery,NY,113500,162,2021
Nassau,NY,560100,504,2021
New York,NY,1008500,511,2021
Niagara,NY,140400,257,2021
Oneida,NY,138700,254,2021
Onondaga,NY,154100,297,2021
Ontario,NY,169200,340,2021
Orange,NY,291900,467,2021
Orleans,NY,107700,138,2021
Oswego,NY,115900,173,2021
Otsego,NY,154200,297,2021
Putnam,NY,377800,491,2021
Queens,NY,603200,506,2021
Rensselaer,NY,204200,395,2021
Richmond,NY,575500,505,2021
Rockland,NY,465200,501,2021
St. Lawrence,NY,99300,103,2021
Saratoga,NY,273500,458,2021
Schenectady,NY,178000,360,2021
Schoharie,NY,151700,289,2021
Schuyler,NY,134400,240,2021
Seneca,NY,111800,154,2021
Steuben,NY,108100,140,2021
Suffolk,NY,436300,498,2021
Sullivan,NY,185700,373,2021
Tioga,NY,122900,201,2021
Tompkins,NY,228900,424,2021
Ulster,NY,252300,445,2021
Warren,NY,214300,408,2021
Washington,NY,158100,309,2021
Wayne,NY,134800,242,2021
Westchester,NY,559900,504,2021
Wyoming,NY,125300,211,2021
Yates,NY,146600,274,2021
Alamance,NC,168900,338,2021
Alexander,NC,149900,283,2021
Alleghany,NC,165500,331,2021
Anson,NC,100700,108,2021
Ashe,NC,170700,343,2021
Avery,NC,171200,345,2021
Beaufort,NC,142800,264,2021
Bertie,NC,78100,28,2021
Bladen,NC,106000,130,2021
Brunswick,NC,238800,433,2021
Buncombe,NC,273900,458,2021
Burke,NC,128300,220,2021
Cabarrus,NC,239500,434,2021
Caldwell,NC,136100,246,2021
Camden,NC,226400,421,2021
Carteret,NC,237800,432,2021
Caswell,NC,122000,198,2021
Catawba,NC,163100,324,2021
Chatham,NC,325500,478,2021
Cherokee,NC,164400,328,2021
Chowan,NC,149800,282,2021
Clay,NC,208600,400,2021
Cleveland,NC,135700,245,2021
Columbus,NC,102300,115,2021
Craven,NC,168100,336,2021
Cumberland,NC,145200,270,2021
Currituck,NC,276400,459,2021
Dare,NC,321400,477,2021
Davidson,NC,157300,307,2021
Davie,NC,181600,365,2021
Duplin,NC,91400,74,2021
Durham,NC,262400,451,2021
Edgecombe,NC,92900,78,2021
Forsyth,NC,171300,345,2021
Franklin,NC,174200,353,2021
Gaston,NC,170500,342,2021
Gates,NC,146600,274,2021
Graham,NC,115600,171,2021
Granville,NC,177600,359,2021
Greene,NC,89900,70,2021
Guilford,NC,182300,367,2021
Halifax,NC,89600,70,2021
Harnett,NC,165800,331,2021
Haywood,NC,196300,387,2021
Henderson,NC,251800,444,2021
Hertford,NC,89400,68,2021
Hoke,NC,154400,298,2021
Hyde,NC,118200,183,2021
Iredell,NC,220800,415,2021
Jackson,NC,211500,404,2021
Johnston,NC,202600,393,2021
Jones,NC,104900,127,2021
Lee,NC,154300,297,2021
Lenoir,NC,91600,74,2021
Lincoln,NC,203200,394,2021
McDowell,NC,132300,232,2021
Macon,NC,176900,359,2021
Madison,NC,208800,400,2021
Martin,NC,90400,71,2021
Mecklenburg,NC,276200,459,2021
Mitchell,NC,170200,342,2021
Montgomery,NC,122400,199,2021
Moore,NC,247000,441,2021
Nash,NC,141900,261,2021
New Hanover,NC,277900,460,2021
Northampton,NC,87400,60,2021
Onslow,NC,169100,339,2021
Orange,NC,339900,483,2021
Pamlico,NC,166500,333,2021
Pasquotank,NC,179500,362,2021
Pender,NC,210600,402,2021
Perquimans,NC,182700,368,2021
Person,NC,146900,276,2021
Pitt,NC,153100,293,2021
Polk,NC,228000,422,2021
Randolph,NC,134800,242,2021
Richmond,NC,92200,76,2021
Robeson,NC,77900,27,2021
Rockingham,NC,120600,193,2021
Rowan,NC,155700,301,2021
Rutherford,NC,133600,238,2021
Sampson,NC,102300,115,2021
Scotland,NC,89600,70,2021
Stanly,NC,161900,320,2021
Stokes,NC,150000,283,2021
Surry,NC,136500,247,2021
Swain,NC,169000,339,2021
Transylvania,NC,250200,443,2021
Tyrrell,NC,99400,104,2021
Union,NC,279500,461,2021
Vance,NC,113100,161,2021
Wake,NC,324500,478,2021
Warren,NC,97600,96,2021
Washington,NC,86000,54,2021
Watauga,NC,249500,443,2021
Wayne,NC,131400,230,2021
Wilkes,NC,133200,236,2021
Wilson,NC,130000,226,2021
Yadkin,NC,145800,272,2021
Yancey,NC,175200,355,2021
Adams,ND,102200,114,2021
Barnes,ND,146800,275,2021
Benson,ND,80900,36,2021
Billings,ND,208600,400,2021
Bottineau,ND,165000,329,2021
Bowman,ND,155000,300,2021
Burke,ND,117700,181,2021
Burleigh,ND,274200,458,2021
Cass,ND,244000,439,2021
Cavalier,ND,112200,156,2021
Dickey,ND,135400,244,2021
Divide,ND,159200,312,2021
Dunn,ND,228300,423,2021
Eddy,ND,103100,118,2021
Emmons,ND,94700,87,2021
Foster,ND,157400,307,2021
Golden Valley,ND,112600,158,2021
Grand Forks,ND,215200,409,2021
Grant,ND,77300,25,2021
Griggs,ND,104200,123,2021
Hettinger,ND,106000,130,2021
Kidder,ND,108600,141,2021
LaMoure,ND,107900,139,2021
Logan,ND,89200,67,2021
McHenry,ND,119500,188,2021
McIntosh,ND,82000,39,2021
McKenzie,ND,309400,474,2021
McLean,ND,200600,391,2021
Mercer,ND,169400,340,2021
Morton,ND,220200,414,2021
Mountrail,ND,175100,355,2021
Nelson,ND,99300,103,2021
Oliver,ND,203600,395,2021
Pembina,ND,102100,113,2021
Pierce,ND,135800,245,2021
Ramsey,ND,168500,337,2021
Ransom,ND,137400,250,2021
Renville,ND,142200,262,2021
Richland,ND,142000,261,2021
Rolette,ND,82300,40,2021
Sargent,ND,132600,234,2021
Sheridan,ND,105400,128,2021
Sioux,ND,83500,45,2021
Slope,ND,96700,94,2021
Stark,ND,238700,433,2021
Steele,ND,95000,88,2021
Stutsman,ND,171300,345,2021
Towner,ND,103400,119,2021
Traill,ND,152700,291,2021
Walsh,ND,98700,101,2021
Ward,ND,224200,418,2021
Wells,ND,104300,124,2021
Williams,ND,240700,435,2021
Adams,OH,118300,184,2021
Allen,OH,126900,216,2021
Ashland,OH,143100,264,2021
Ashtabula,OH,121100,195,2021
Athens,OH,150800,286,2021
Auglaize,OH,150200,284,2021
Belmont,OH,116700,176,2021
Brown,OH,141400,260,2021
Butler,OH,190500,378,2021
Carroll,OH,142600,263,2021
Champaign,OH,146700,275,2021
Clark,OH,127400,217,2021
Clermont,OH,190600,379,2021
Clinton,OH,149500,281,2021
Columbiana,OH,107300,136,2021
Coshocton,OH,113800,163,2021
Crawford,OH,98600,101,2021
Cuyahoga,OH,146800,275,2021
Darke,OH,134200,239,2021
Defiance,OH,131400,230,2021
Delaware,OH,336600,482,2021
Erie,OH,152800,292,2021
Fairfield,OH,213500,407,2021
Fayette,OH,125000,210,2021
Franklin,OH,203200,394,2021
Fulton,OH,145600,271,2021
Gallia,OH,120500,192,2021
Geauga,OH,259900,449,2021
Greene,OH,190200,378,2021
Guernsey,OH,126500,215,2021
Hamilton,OH,172800,349,2021
Hancock,OH,157300,307,2021
Hardin,OH,114600,167,2021
Harrison,OH,101600,111,2021
Henry,OH,138100,253,2021
Highland,OH,126200,214,2021
Hocking,OH,144000,267,2021
Holmes,OH,231200,426,2021
Huron,OH,133600,238,2021
Jackson,OH,111400,153,2021
Jefferson,OH,102800,117,2021
Knox,OH,168700,338,2021
Lake,OH,166200,332,2021
Lawrence,OH,112200,156,2021
Licking,OH,195100,385,2021
Logan,OH,148600,279,2021
Lorain,OH,164600,329,2021
Lucas,OH,127900,219,2021
Madison,OH,173400,351,2021
Mahoning,OH,114600,167,2021
Marion,OH,114800,168,2021
Medina,OH,219900,414,2021
Meigs,OH,100300,107,2021
Mercer,OH,169500,341,2021
Miami,OH,165600,331,2021
Monroe,OH,115500,171,2021
Montgomery,OH,133400,237,2021
Morgan,OH,103500,120,2021
Morrow,OH,163300,324,2021
Muskingum,OH,132800,235,2021
Noble,OH,113500,162,2021
Ottawa,OH,160500,316,2021
Paulding,OH,107700,138,2021
Perry,OH,136300,247,2021
Pickaway,OH,185400,372,2021
Pike,OH,118400,184,2021
Portage,OH,168500,337,2021
Preble,OH,141600,261,2021
Putnam,OH,158300,309,2021
Richland,OH,123900,205,2021
Ross,OH,134300,240,2021
Sandusky,OH,124700,209,2021
Scioto,OH,107600,137,2021
Seneca,OH,113000,160,2021
Shelby,OH,154500,298,2021
Stark,OH,146100,272,2021
Summit,OH,159800,313,2021
Trumbull,OH,109300,145,2021
Tuscarawas,OH,144700,269,2021
Union,OH,242400,437,2021
Van Wert,OH,112300,157,2021
Vinton,OH,98500,100,2021
Warren,OH,250300,443,2021
Washington,OH,146600,274,2021
Wayne,OH,164300,328,2021
Williams,OH,111500,153,2021
Wood,OH,177000,359,2021
Wyandot,OH,133600,238,2021
Adair,OK,94200,85,2021
Alfalfa,OK,85400,52,2021
Atoka,OK,103500,120,2021
Beaver,OK,96400,93,2021
Beckham,OK,137900,251,2021
Blaine,OK,110900,151,2021
Bryan,OK,127800,218,2021
Caddo,OK,87400,60,2021
Canadian,OK,180400,364,2021
Carter,OK,123200,202,2021
Cherokee,OK,132100,232,2021
Choctaw,OK,102100,113,2021
Cimarron,OK,64600,7,2021
Cleveland,OK,175700,356,2021
Coal,OK,80700,36,2021
Comanche,OK,133300,236,2021
Cotton,OK,93400,80,2021
Craig,OK,112800,159,2021
Creek,OK,139400,256,2021
Custer,OK,155900,302,2021
Delaware,OK,128800,221,2021
Dewey,OK,96800,94,2021
Ellis,OK,94500,86,2021
Garfield,OK,128800,221,2021
Garvin,OK,109000,144,2021
Grady,OK,151200,287,2021
Grant,OK,74900,19,2021
Greer,OK,79600,32,2021
Harmon,OK,80200,34,2021
Harper,OK,86800,57,2021
Haskell,OK,98500,100,2021
Hughes,OK,77400,26,2021
Jackson,OK,105200,127,2021
Jefferson,OK,63100,6,2021
Johnston,OK,87900,62,2021
Kay,OK,97300,95,2021
Kingfisher,OK,165100,330,2021
Kiowa,OK,66000,8,2021
Latimer,OK,90700,72,2021
Le Flore,OK,96700,94,2021
Lincoln,OK,126900,216,2021
Logan,OK,187200,375,2021
Love,OK,122400,199,2021
McClain,OK,191200,381,2021
McCurtain,OK,99700,105,2021
McIntosh,OK,115500,171,2021
Major,OK,112700,159,2021
Marshall,OK,115800,173,2021
Mayes,OK,130200,226,2021
Murray,OK,131900,232,2021
Muskogee,OK,113100,161,2021
Noble,OK,123300,203,2021
Nowata,OK,98200,98,2021
Okfuskee,OK,93400,80,2021
Oklahoma,OK,164000,326,2021
Okmulgee,OK,96400,93,2021
Osage,OK,134300,240,2021
Ottawa,OK,93200,79,2021
Pawnee,OK,102600,116,2021
Payne,OK,172200,348,2021
Pittsburg,OK,119200,187,2021
Pontotoc,OK,137000,248,2021
Pottawatomie,OK,129800,225,2021
Pushmataha,OK,89100,67,2021
Roger Mills,OK,142300,262,2021
Rogers,OK,173600,352,2021
Seminole,OK,77200,25,2021
Sequoyah,OK,102100,113,2021
Stephens,OK,118100,183,2021
Texas,OK,124200,206,2021
Tillman,OK,53400,1,2021
Tulsa,OK,168800,338,2021
Wagoner,OK,171000,344,2021
Washington,OK,127400,217,2021
Washita,OK,89400,68,2021
Woods,OK,122300,199,2021
Woodward,OK,152300,290,2021
Baker,OR,190100,378,2021
Benton,OR,384900,493,2021
Clackamas,OR,452200,500,2021
Clatsop,OR,340700,484,2021
Columbia,OR,312700,475,2021
Coos,OR,238100,432,2021
Crook,OR,296500,469,2021
Curry,OR,308800,473,2021
Deschutes,OR,435600,498,2021
Douglas,OR,224400,419,2021
Gilliam,OR,122600,200,2021
Grant,OR,160100,314,2021
Harney,OR,142800,264,2021
Hood River,OR,444300,499,2021
Jackson,OR,322100,477,2021
Jefferson,OR,267300,455,2021
Josephine,OR,303500,471,2021
Klamath,OR,200000,391,2021
Lake,OR,160100,314,2021
Lane,OR,303800,471,2021
Lincoln,OR,287200,465,2021
Linn,OR,265900,454,2021
Malheur,OR,162100,321,2021
Marion,OR,293800,467,2021
Morrow,OR,169800,341,2021
Multnomah,OR,437600,499,2021
Polk,OR,319000,477,2021
Sherman,OR,157800,308,2021
Tillamook,OR,309000,474,2021
Umatilla,OR,203800,395,2021
Union,OR,206200,397,2021
Wallowa,OR,285000,464,2021
Wasco,OR,253700,445,2021
Washington,OR,439300,499,2021
Wheeler,OR,188600,376,2021
Yamhill,OR,353200,486,2021
Adams,PA,217600,412,2021
Allegheny,PA,171400,346,2021
Armstrong,PA,118900,186,2021
Beaver,PA,154500,298,2021
Bedford,PA,147200,276,2021
Berks,PA,195900,387,2021
Blair,PA,133800,239,2021
Bradford,PA,156300,303,2021
Bucks,PA,351700,486,2021
Butler,PA,228000,422,2021
Cambria,PA,98400,99,2021
Cameron,PA,79400,32,2021
Carbon,PA,158800,310,2021
Centre,PA,254500,446,2021
Chester,PA,384100,492,2021
Clarion,PA,127900,219,2021
Clearfield,PA,104300,124,2021
Clinton,PA,151900,289,2021
Columbia,PA,161900,320,2021
Crawford,PA,120600,193,2021
Cumberland,PA,217300,411,2021
Dauphin,PA,181400,365,2021
Delaware,PA,257100,448,2021
Elk,PA,106900,135,2021
Erie,PA,144100,268,2021
Fayette,PA,109400,145,2021
Forest,PA,93600,82,2021
Franklin,PA,194900,385,2021
Fulton,PA,170800,344,2021
Greene,PA,123800,205,2021
Huntingdon,PA,151000,286,2021
Indiana,PA,124400,207,2021
Jefferson,PA,108900,144,2021
Juniata,PA,161000,318,2021
Lackawanna,PA,160600,317,2021
Lancaster,PA,229300,424,2021
Lawrence,PA,117600,181,2021
Lebanon,PA,185100,372,2021
Lehigh,PA,224700,419,2021
Luzerne,PA,133600,238,2021
Lycoming,PA,165000,329,2021
McKean,PA,84600,49,2021
Mercer,PA,129900,225,2021
Mifflin,PA,119400,188,2021
Monroe,PA,182000,366,2021
Montgomery,PA,338800,483,2021
Montour,PA,198500,389,2021
Northampton,PA,232500,428,2021
Northumberland,PA,122700,200,2021
Perry,PA,186000,373,2021
Philadelphia,PA,184100,370,2021
Pike,PA,197600,389,2021
Potter,PA,117000,178,2021
Schuylkill,PA,112800,159,2021
Snyder,PA,176800,358,2021
Somerset,PA,114700,168,2021
Sullivan,PA,163800,326,2021
Susquehanna,PA,176000,356,2021
Tioga,PA,155600,301,2021
Union,PA,191700,381,2021
Venango,PA,99900,105,2021
Warren,PA,105700,130,2021
Washington,PA,178600,361,2021
Wayne,PA,190100,378,2021
Westmoreland,PA,162300,322,2021
Wyoming,PA,173200,350,2021
York,PA,191000,380,2021
Bristol,RI,379000,491,2021
Kent,RI,264900,453,2021
Newport,RI,425100,497,2021
Providence,RI,266700,454,2021
Washington,RI,379200,492,2021
Abbeville,SC,104100,123,2021
Aiken,SC,159600,313,2021
Allendale,SC,53800,2,2021
Anderson,SC,160700,317,2021
Bamberg,SC,86300,56,2021
Barnwell,SC,89200,67,2021
Beaufort,SC,328500,480,2021
Berkeley,SC,216100,409,2021
Calhoun,SC,114500,166,2021
Charleston,SC,352800,486,2021
Cherokee,SC,106100,131,2021
Chester,SC,104900,127,2021
Chesterfield,SC,83800,46,2021
Clarendon,SC,115800,173,2021
Colleton,SC,102000,112,2021
Darlington,SC,105300,128,2021
Dillon,SC,83400,44,2021
Dorchester,SC,228700,423,2021
Edgefield,SC,149000,280,2021
Fairfield,SC,110000,147,2021
Florence,SC,139900,257,2021
Georgetown,SC,199500,390,2021
Greenville,SC,212300,406,2021
Greenwood,SC,127900,219,2021
Hampton,SC,82800,42,2021
Horry,SC,199100,390,2021
Jasper,SC,182600,367,2021
Kershaw,SC,150200,284,2021
Lancaster,SC,225400,420,2021
Laurens,SC,117800,182,2021
Lee,SC,85500,52,2021
Lexington,SC,170900,344,2021
McCormick,SC,114800,168,2021
Marion,SC,82100,39,2021
Marlboro,SC,66100,9,2021
Newberry,SC,119300,187,2021
Oconee,SC,169900,341,2021
Orangeburg,SC,92800,78,2021
Pickens,SC,166800,333,2021
Richland,SC,175100,355,2021
Saluda,SC,112700,159,2021
Spartanburg,SC,164300,328,2021
Sumter,SC,129200,222,2021
Union,SC,81400,37,2021
Williamsburg,SC,76500,23,2021
York,SC,238700,433,2021
Aurora,SD,106500,133,2021
Beadle,SD,119700,189,2021
Bennett,SD,116000,173,2021
Bon Homme,SD,92400,77,2021
Brookings,SD,201000,391,2021
Brown,SD,170900,344,2021
Brule,SD,162300,322,2021
Buffalo,SD,88300,63,2021
Butte,SD,160000,314,2021
Campbell,SD,71900,15,2021
Charles Mix,SD,135300,243,2021
Clark,SD,116100,174,2021
Clay,SD,179000,362,2021
Codington,SD,181900,366,2021
Corson,SD,57700,3,2021
Custer,SD,255500,447,2021
Davison,SD,156600,304,2021
Day,SD,120700,193,2021
Deuel,SD,151500,288,2021
Dewey,SD,65000,7,2021
Douglas,SD,104900,127,2021
Edmunds,SD,114500,166,2021
Fall River,SD,136400,247,2021
Faulk,SD,94100,84,2021
Grant,SD,139800,256,2021
Gregory,SD,91300,74,2021
Haakon,SD,127200,216,2021
Hamlin,SD,167500,334,2021
Hand,SD,125000,210,2021
Hanson,SD,151600,288,2021
Harding,SD,98100,98,2021
Hughes,SD,186600,374,2021
Hutchinson,SD,119700,189,2021
Hyde,SD,102300,115,2021
Jackson,SD,100000,106,2021
Jerauld,SD,104500,125,2021
Jones,SD,79900,33,2021
Kingsbury,SD,124500,208,2021
Lake,SD,172700,349,2021
Lawrence,SD,237200,431,2021
Lincoln,SD,248600,442,2021
Lyman,SD,122800,201,2021
McCook,SD,163900,326,2021
McPherson,SD,68400,11,2021
Marshall,SD,132500,234,2021
Meade,SD,214600,408,2021
